pmid,pmcid,title,journal,insert_time,has_targz,disease
10755400,PMC2374492,The expression of MDM2/CDK4 gene product in the differential diagnosis of well differentiated liposarcoma and large deep-seated lipoma.,Br J Cancer,2023-12-17-21-58-05,True,Match
11242814,PMC4531766,A case of endobronchial actinomycosis.,Korean J Intern Med,2023-12-17-21-58-05,True,NotMatch
11289390,PMC3054561,Laparoscopic-assisted resection of ileal lipoma causing ileo-ileo-colic intussusception.,J Korean Med Sci,2023-12-17-21-58-05,True,Match
11752957,PMC2718203,Angiolipoma of the posterior mediastinum with extension into the spinal canal: a case report.,Korean J Radiol,2023-12-17-21-58-05,True,Match
12087206,PMC2713839,Fetal pericallosal lipoma: US and MR findings.,Korean J Radiol,2023-12-17-21-57-59,True,Match
14264933,PMC2071188,ON THE RELATIONSHIP OF MAST CELLS TO VARIOUS SOFT TISSUE TUMOURS.,Br J Cancer,2023-12-17-21-57-59,True,NotMatch
15202946,PMC441390,Type-selective muscular degeneration promotes infiltrative growth of intramuscular lipoma.,BMC Musculoskelet Disord,2023-12-17-21-57-59,True,Match
15649318,PMC546208,"The tumor suppressor Scrib interacts with the zyxin-related protein LPP, which shuttles between cell adhesion sites and the nucleus.",BMC Cell Biol,2023-12-17-21-58-05,True,NotMatch
16121884,PMC3015622,Laparoscopic management of colonic lipomas: a case report and review of the literature.,JSLS,2023-12-17-21-58-05,True,Match
16646559,PMC3891058,The role of endoscopic surgery for completely obstructive endobronchial benign tumor.,Korean J Intern Med,2023-12-17-21-58-05,True,NotMatch
16740172,PMC1481629,Giant lipoma arising from deep lobe of the parotid gland.,World J Surg Oncol,2023-12-17-21-57-59,True,Match
16790047,PMC1526433,The tip of the iceberg: a giant pelvic atypical lipoma presenting as a sciatic hernia.,World J Surg Oncol,2023-12-17-21-57-59,True,Match
16859566,PMC1557590,Breast spindle cell tumours: about eight cases.,Diagn Pathol,2023-12-17-21-58-05,True,NotMatch
16880273,PMC2064240,Supervillin modulation of focal adhesions involving TRIP6/ZRP-1.,J Cell Biol,2023-12-17-21-58-05,True,NotMatch
16882431,PMC3016128,Ileocecal intussusception in an adult: the laparoscopic approach.,JSLS,2023-12-17-21-58-05,True,NotMatch
16930473,PMC1570133,Is equine colic seasonal? Novel application of a model based approach.,BMC Vet Res,2023-12-17-21-58-05,True,NotMatch
17019086,PMC6074097,Lipoma of the parietal peritoneum: an unusual cause of abdominal pain.,Ann Saudi Med,2023-12-17-21-57-59,True,Match
17146210,PMC6074329,Lipoblastoma and infantile lipoma.,Ann Saudi Med,2023-12-17-21-57-59,True,Match
17179703,PMC2721945,Tethered spinal cord with double spinal lipomas.,J Korean Med Sci,2023-12-17-21-57-59,True,Match
17207288,PMC1779271,Metastatic prostate cancer masquerading clinically and radiologically as a primary caecal carcinoma.,World J Surg Oncol,2023-12-17-21-58-05,True,NotMatch
17257417,PMC1794244,Value of histopathologic analysis of subcutis excisions by general practitioners.,BMC Fam Pract,2023-12-17-21-58-05,True,NotMatch
17673845,PMC2627159,The radiological spectrum of orbital pathologies that involve the lacrimal gland and the lacrimal fossa.,Korean J Radiol,2023-12-17-21-58-05,True,NotMatch
17679768,PMC2868128,Retrospective study of canine cutaneous tumors in Korea.,J Vet Sci,2023-12-17-21-58-05,True,NotMatch
18021394,PMC2203997,"Dedifferentiated liposarcoma with leukocytosis. A case report of G-CSF-producing soft-tissue tumors, possible association with undifferentiated liposarcoma lineage.",World J Surg Oncol,2023-12-17-21-58-05,True,NotMatch
18067673,PMC2225390,Floret-like multinucleated giant cells in neurofibroma.,Diagn Pathol,2023-12-17-21-58-05,True,NotMatch
18369459,PMC2274885,A genome-wide association study of psoriasis and psoriatic arthritis identifies new disease loci.,PLoS Genet,2023-12-17-21-58-05,True,NotMatch
18426569,PMC2365945,A rare cause of forearm pain: anterior branch of the medial antebrachial cutaneous nerve injury: a case report.,J Brachial Plex Peripher Nerve Inj,2023-12-17-21-58-05,True,NotMatch
18493511,PMC2362642,A case of endobronchial lipoma.,Diagn Ther Endosc,2023-12-17-21-57-59,True,Match
18493563,PMC2362841,Endoscopic surgery for facial lipoma excision.,Diagn Ther Endosc,2023-12-17-21-57-59,True,Match
18521221,PMC2395363,Histologic correlation with magnetic resonance imaging for benign and malignant lipomatous masses.,Sarcoma,2023-12-17-21-58-05,True,Match
18521234,PMC2395374,Diffuse intramuscular lipomatosis of a lower limb.,Sarcoma,2023-12-17-21-57-59,True,Match
18521440,PMC2408370,AP2 protein expression as a diagnostic marker in soft tissue tumours.,Sarcoma,2023-12-17-21-58-05,True,NotMatch
18541043,PMC2474606,Compression of the median nerve in the proximal forearm by a giant lipoma: A case report.,J Brachial Plex Peripher Nerve Inj,2023-12-17-21-58-05,True,Match
18604440,PMC5849059,Bladder lipoma associated with urinary tract infection.,ScientificWorldJournal,2023-12-17-21-57-59,True,Match
18620597,PMC2478653,Severe pulmonary tuberculosis complicating Ileocecal intussusception due to intestinal tuberculosis: a case report.,Ann Clin Microbiol Antimicrob,2023-12-17-21-58-05,True,NotMatch
18637166,PMC2483951,Cardiac lipoma in a patient with a history of malignant tumours: a case report.,Cases J,2023-12-17-21-57-59,True,Match
18664291,PMC2517073,Giant gluteal lipoma-like liposarcoma: a case report.,World J Surg Oncol,2023-12-17-21-57-59,True,Match
18700019,PMC2526070,Successful removal of a giant intrathoracic lipoma: a case report and review of the literature.,Cases J,2023-12-17-21-57-59,True,Match
18700983,PMC2533018,Subcutaneous hydatid cysts occurring in the palm and the thigh: two case reports.,J Med Case Rep,2023-12-17-21-58-05,True,NotMatch
18756071,PMC2526395,Large vulvar lipoma in an adolescent: a case report.,J Korean Med Sci,2023-12-17-21-57-59,True,Match
18826615,PMC2569952,Giant inframuscular lipoma disclosed 14 years after a blunt trauma: a case report.,J Med Case Rep,2023-12-17-21-57-59,True,Match
18826634,PMC2566566,Severe adult ileosigmoid intussusception prolapsing from the rectum: A case report.,Cases J,2023-12-17-21-58-05,True,NotMatch
18983660,PMC2584648,Incomplete paresis of the sciatic nerve due to massive atypical lipoma of the pelvis: a case report.,Cases J,2023-12-17-21-58-05,True,Match
19077289,PMC2615034,Buccal soft tissue lipoma in an adult Nigerian: a case report and literature review.,J Med Case Rep,2023-12-17-21-58-05,True,Match
