pmcid,label,caption,graphic
PMC441390,Figure 1,"Intramuscular lipoma specimen. Various degrees of muscle atrophy, as well as pyknotic nuclei or nuclear swelling, shown in the specimen (hematoxylin-eosin stain, ×200).",1471-2474-5-20-1
PMC441390,Figure 2,"Immunohistochemical study for the involving muscle fibers. (A) SERCA1-positive fast muscle tissues are dominantly preserved, with the other type prominently decreased (×125). (B) Slow muscle fiber tissues reacting to SERCA2 are conserved, and SERCA2-negative fibers are smaller and angulated (×125). (C) Fast muscle tissues stained by troponin T are shown dominantly atrophic and replaced with fatty tissues (×125).",1471-2474-5-20-2
PMC441390,Figure 3,Cathepsin-D immunohistochemical study. Muscle regions developed sequentially from small subsarcolemmal vacuoles are positive for cathepsin-D (×250).,1471-2474-5-20-3
PMC441390,Figure 4,"Histological analyses for the traumatic muscle damage. (A) No atypical finding was demonstrated in the specimen (hematoxylin-eosin stain, ×100). In the immunohistochemical study, neither type-selective atrophy in SERCA1 (×100) (B) nor positive staining for cathepsin-D (×200) (C) was detected in the specimens.",1471-2474-5-20-4
PMC441390,Figure 5,Ultrastructural study. (A) Mitochondria are shown increased in the sarcoplasm (×4000). (B) Glycogen is abundantly accumulated in degenerated muscle fibers (×4000).,1471-2474-5-20-5
PMC4531766,Figure 1.,Chest radiograph shows focal consolidation of the right lower lung.,kjim-15-3-240-12f1
PMC4531766,Figure 2.,Computed tomography of the chest shows patchy air-space consolidation and atelectasis of the right lower lobe.,kjim-15-3-240-12f2
PMC4531766,Figure 3.,Fiberoptic brochoscopy shows obstruction of the right superior segment of the lower bronchus with an exophytic endobronchial mass,kjim-15-3-240-12f3
PMC4531766,Figure 4.,"Photomicrograph of actinomyces granules shows the characteristic radiating eosinophilic filamentous bacteria. (H & E, X 100)",kjim-15-3-240-12f4
PMC4531766,Figure 5.,"The Gram stain shows the thin, filamentous, Gram-positive, branching organism.",kjim-15-3-240-12f5
PMC4531766,Figure 6.,Chest radiograph shows resolution of focal consolidation of the right lower lobe.,kjim-15-3-240-12f6
PMC2713839,Fig. 1,"Tubulonodular type of pericallosal lipoma in utero.A. Sonogram at 26 weeks' gestation. A hyperechoic mass is seen within the anterior interhemispheric fissure (arrow). The occipital horns of the lateral ventricles are slightly dilated, though the frontal horns are not dilated and are more laterally positioned. The cavum septi pellucidi is not visualized.B-D. MR images at 35 weeks' gestation. The mass shows high signal intensity at T1-weighted axial imaging (arrow) (B) and intermediate signal intensity at T2-weighted axial imaging (arrow) (C). A fat-suppressed T1-weighted MR image (D) shows complete cancellation of the signal intensity of the mass. MR images also demonstrate colpocephaly.",kjr-3-140-g001
PMC2713839,Fig. 2,"Tubulonodular-type pericallosal lipoma, as seen at postnatal follow-up imaging.A. Sagittal neurosonogram at the second day shows a hyperechoic midline mass (M), with scattered echogenic spots (arrowheads) in the cingulate sulcus.B. T1-weighted sagittal MR image demonstrates a high-intensity bulky mass in the midline of the anterior callosal area (arrow), with scattered fat globules in the cingulate sulcus (arrowheads). The corpus callosum is invisible. The cerebral gyri extend in a radial pattern from the lateral ventricles, without the normal curve of the cingulate gyrus.",kjr-3-140-g002
PMC2718203,Fig. 1,"A 67-year-old woman with angiolipoma of the posterior mediastinum.A. Chest radiograph demonstrates a right paravertebral bulging mass (arrows).B. Unenhanced CT scan shows a lobulated right paravertebral mass (short arrows) with focal area (long slender arrow) of low attenuation (-31H).C. Contrast-enhanced CT scan obtained at the same level as in B depicts an elongated highly enhanced (105-160 H) mass (short arrows) extending into the spinal canal (arrowheads). Due to the greater proportion of fatty tissue it contains, the focal area of low attenuation observed on noncontrast CT scan shows a mild degree of enhancement (long slender arrow).D. Photograph of resected specimen shows a hypervascular lobulated mass with areas of yellowish fatty tissue (arrows).E. Photomicrograph shows a combination of mature adipose tissue and multiple small blood vessels (H & E).",kjr-1-212-g001
PMC3015622,Figure 1.,"Computed tomographic scan with oral contrast reveals a round, well-demarcated, 3.8-cm homogeneous tumor with low-attenuation located in the colon near the hepatic flexure.",jsls-9-3-342-g01
PMC3015622,Figure 2.,Gross and microscopic pathologic examination confirmed the diagnosis of a benign colonic lipoma.,jsls-9-3-342-g02
