pmid,pmcid,title,journal,insert_time
15899052,PMC1174960,Dermatological conditions during TNF-alpha-blocking therapy in patients with rheumatoid arthritis: a prospective study.,Arthritis Res Ther,2023-12-17-22-06-59
18853201,PMC2644746,Pathophysiological lessons from rare associations of immunological disorders.,Pediatr Nephrol,2023-12-17-22-06-59
20808598,PMC2918348,"Primary cutaneous anaplastic large cell lymphoma arising from lymphomatoid papulosis, responding to low dose methotrexate.",J Cutan Aesthet Surg,2023-12-17-22-06-59
21276228,PMC3037888,Paget's disease of the breast in a male with lymphomatoid papulosis: a case report.,J Med Case Rep,2023-12-17-22-06-59
23716855,PMC3657265,Steroid-Resistant Localized Lymphomatoid Papulosis Treated with Local Bath-PUVA Therapy.,Indian J Dermatol,2023-12-17-22-06-59
23938065,PMC3765467,Concurrent malignant melanoma and cutaneous involvement by classical Hodgkin lymphoma (CHL) in a 63 year-old man.,Diagn Pathol,2023-12-17-22-06-59
25371758,PMC4217770,Lymphomatoid papulosis misdiagnosed as pityriasis lichenoides et varioliformis acuta: Two case reports and a literature review.,Exp Ther Med,2023-12-17-22-06-59
26000148,PMC4389026,Intravenous immunoglobulin therapy in vasculitic ulcers: a case of polyarteritis nodosa.,Auto Immun Highlights,2023-12-17-22-06-59
26288406,PMC4533536,Primary Cutaneous CD8(+) CD30(+) Anaplastic Large Cell Lymphoma: An Unusual Case with a High Ki-67 index-A Short Review.,Indian J Dermatol,2023-12-17-22-06-59
27051683,PMC4802551,Primary cutaneous anaplastic large cell lymphoma in a patient receiving adalimumab.,JAAD Case Rep,2023-12-17-22-06-59
27051732,PMC4808731,Lymphomatoid papulosis in a young adult of African descent.,JAAD Case Rep,2023-12-17-22-06-59
27190619,PMC4856249,A child with mastocytosis and lymphomatoid papulosis.,Clin Case Rep,2023-12-17-22-06-59
27489433,PMC4969480,Synchronous Occurrence of Primary Cutaneous Anaplastic Large Cell Lymphoma and Squamous Cell Carcinoma.,Ann Dermatol,2023-12-17-22-06-59
