pmid,pmcid,title,journal,insert_time,has_targz
10408389,PMC2363088,Keratoacanthomas have an immunosuppressive cytokine environment of increased IL-10 and decreased GM-CSF compared to squamous cell carcinomas.,Br J Cancer,2023-12-17-22-08-10,True
12439721,PMC2408913,Carcinoma-like vascular density in atypic keratoacanthoma suggests malignant progression.,Br J Cancer,2023-12-17-22-08-10,True
13051505,PMC2007866,The relationship of molluscum sebaceum (keratoacanthoma) to spontaneously healing epithelioma of the skin.,Br J Cancer,2023-12-17-22-08-10,True
15832014,PMC2808619,Analysis of loss of heterozygosity in Korean patients with keratoacanthoma.,J Korean Med Sci,2023-12-17-22-08-10,True
18437016,PMC2526422,Expression of neutrophil gelatinase-associated lipocalin in calcium-induced keratinocyte differentiation.,J Korean Med Sci,2023-12-17-22-08-10,True
19466263,PMC4399544,Keratoacanthoma of the inferior lip: review and report of case with spontaneous regression.,J Appl Oral Sci,2023-12-17-22-08-10,True
19882036,PMC2763752,Giant cutaneous horn.,Indian J Dermatol,2023-12-17-22-08-10,True
21274289,PMC3027001,Poorly differentiated squamous cell carcinoma arising in tattooed skin.,Case Rep Med,2023-12-17-22-08-10,True
21909208,PMC3162267,Treatment of keratoacanthoma with 5% imiquimod cream and review of the previous report.,Ann Dermatol,2023-12-17-22-08-10,True
21965859,PMC3179014,A solitary crateriform ulcer of the lower lip: a case report with review of literature.,Indian J Dermatol,2023-12-17-22-08-10,True
21965871,PMC3179026,Keratoacanthoma centrifugum marginatum: case report and review of literature.,Indian J Dermatol,2023-12-17-22-08-10,True
22554099,PMC3391993,The role of BRAF V600 mutation in melanoma.,J Transl Med,2023-12-17-22-08-10,True
22556066,PMC3335672,Sporotrichosis mimicking keratoacanthoma.,Am J Trop Med Hyg,2023-12-17-22-08-10,True
2257210,PMC1971583,Models for skin tumour risks in workers exposed to mineral oils.,Br J Cancer,2023-12-17-22-08-10,True
22750763,PMC6081109,Recurrent trichilemmal carcinoma with a large cutaneous horn formation.,Ann Saudi Med,2023-12-17-22-08-10,True
23130243,PMC3481809,Treatment of keratoacanthoma centrifugum marginatum with topical tretinoin.,Indian Dermatol Online J,2023-12-17-22-08-10,True
23259078,PMC3521415,Keratoacanthoma centrifugum marginatum with atypical scar.,Case Rep Dermatol Med,2023-12-17-22-08-10,True
23349860,PMC3548846,Expression and functional role of Sox9 in human epidermal keratinocytes.,PLoS One,2023-12-17-22-08-10,True
23372220,PMC3555381,Keratoacanthoma centrifugum marginatum at an unusual site.,Indian J Dermatol,2023-12-17-22-08-10,True
23426136,PMC3672356,Ectopic expression of Zmiz1 induces cutaneous squamous cell malignancies in a mouse model of cancer.,J Invest Dermatol,2023-12-17-22-08-10,True
23516541,PMC3597638,RASopathic skin eruptions during vemurafenib therapy.,PLoS One,2023-12-17-22-08-10,True
23549465,PMC3683613,IMP-3 expression in keratoacanthomas and squamous cell carcinomas of the skin: an immunohistochemical study.,Eur J Histochem,2023-12-17-22-08-10,True
23549466,PMC3683614,"Expression patterns of α2,3-sialyltransferase I and α2,6-sialyltransferase I in human cutaneous epithelial lesions.",Eur J Histochem,2023-12-17-22-08-10,True
23626542,PMC3617885,Eruptive Nevi Mimicking Wart-Like Lesions under Selective BRAF Inhibition in a 37-Year-Old Female Melanoma Patient.,Case Rep Dermatol,2023-12-17-22-08-10,True
23785617,PMC3663370,A keratoacanthoma with venous invasion.,Dermatol Pract Concept,2023-12-17-22-08-10,True
23785638,PMC3663386,Use of double-bladed biopsy in distinguishing keratoacanthoma from squamous cell carcinoma-a case report.,Dermatol Pract Concept,2023-12-17-22-08-10,True
23878739,PMC3708441,Simulators of squamous cell carcinoma of the skin: diagnostic challenges on small biopsies and clinicopathological correlation.,J Skin Cancer,2023-12-17-22-08-10,True
23977171,PMC3747062,A role for NF-κB activity in skin hyperplasia and the development of keratoacanthomata in mice.,PLoS One,2023-12-17-22-08-10,True
23984234,PMC3752476,Multiple keratoacanthomas developing in healing plaques of Psoriasis.,Indian Dermatol Online J,2023-12-17-22-08-10,True
24167360,PMC3774981,Glycophenotype evaluation in cutaneous tumors using lectins labeled with acridinium ester.,Dis Markers,2023-12-17-22-08-10,True
24376301,PMC3870444,Keratoacanthoma: an unusual nasal mass.,Acta Otorhinolaryngol Ital,2023-12-17-22-08-10,True
24403890,PMC3884180,Fatal metastatic cutaneous squamous cell carcinoma evolving from a localized verrucous epidermal nevus.,Case Rep Dermatol,2023-12-17-22-08-10,True
24470670,PMC3884938,Eccrine poroma on the face: an atypical presentation.,Indian J Dermatol,2023-12-17-22-08-10,True
24498464,PMC3909690,[Giant keratoacanthoma of the eyelid].,Pan Afr Med J,2023-12-17-22-08-10,True
24667544,PMC3974217,Spontaneous tumour regression in keratoacanthomas is driven by Wnt/retinoic acid signalling cross-talk.,Nat Commun,2023-12-17-22-08-10,True
24758418,PMC4030000,Recurrent facial keratoacanthoma in a patient with diabetes: a case report.,BMC Res Notes,2023-12-17-22-08-10,True
24855567,PMC4029247,Dermoscopic characteristics of nodular squamous cell carcinoma and keratoacanthoma.,Dermatol Pract Concept,2023-12-17-22-08-10,True
