pmid,pmcid,title,journal,insert_time,has_targz
10359046,PMC5926065,High-molecular-weight fibronectin synthesized by adenoid cystic carcinoma cells of salivary gland origin.,Jpn J Cancer Res,2023-12-17-21-58-25,True
10376987,PMC2362357,Clinico-pathological and treatment-related factors influencing survival in parotid cancer.,Br J Cancer,2023-12-17-21-58-25,True
14683528,PMC324571,Different cDNA microarray patterns of gene expression reflecting changes during metastatic progression in adenoid cystic carcinoma.,World J Surg Oncol,2023-12-17-21-58-25,True
15201517,PMC2816852,A hybrid carcinoma of epithelial-myoepithelial carcinoma and adenoid cystic carcinoma in maxillary sinus.,J Korean Med Sci,2023-12-17-21-58-25,True
15285782,PMC509249,Adenoid cystic carcinoma of the parotid metastasizing to liver: case report.,BMC Cancer,2023-12-17-21-58-25,True
15292943,PMC2747720,Frequent downregulation of 14-3-3 sigma protein and hypermethylation of 14-3-3 sigma gene in salivary gland adenoid cystic carcinoma.,Br J Cancer,2023-12-17-21-58-25,True
15494074,PMC526771,Tracheal adenoid cystic carcinoma masquerading asthma: a case report.,BMC Pulm Med,2023-12-17-21-58-25,True
15941480,PMC1180430,Management of difficult airway in intratracheal tumor surgery.,BMC Ear Nose Throat Disord,2023-12-17-21-58-25,True
16361146,PMC1665243,Imaging of lumps and bumps in the nose: a review of sinonasal tumours.,Cancer Imaging,2023-12-17-21-58-25,True
16446938,PMC9450522,[Epidemiologic profile of salivary gland neoplasms: analysis of 245 cases].,Braz J Otorhinolaryngol,2023-12-17-21-58-25,True
16813652,PMC1526742,Primary adenoid cystic carcinoma of the breast: case report and review of the literature.,Int Semin Surg Oncol,2023-12-17-21-58-25,True
16914043,PMC1560395,Adenoid basal carcinoma of the cervix in a 20-year-old female: a case report.,Diagn Pathol,2023-12-17-21-58-25,True
16964816,PMC1891784,Extra salivary adenoid cystic carcinoma; report of two cases.,Ulster Med J,2023-12-17-21-58-25,True
16987423,PMC1592487,Adenoid Cystic Carcinoma of the lacrimal gland metastasising to the liver: report of a case.,World J Surg Oncol,2023-12-17-21-58-25,True
17143441,PMC9448935,Adenoid cystic carcinoma in palate and maxillary sinus.,Braz J Otorhinolaryngol,2023-12-17-21-58-25,True
17263878,PMC1808473,Solitary metastatic cancer to the thyroid: a report of five cases with fine-needle aspiration cytology.,Cytojournal,2023-12-17-21-58-25,True
17386082,PMC1810540,Availability and quality of paraffin blocks identified in pathology archives: a multi-institutional study by the Shared Pathology Informatics Network (SPIN).,BMC Cancer,2023-12-17-21-58-25,True
17543095,PMC1903362,In vitro angiogenesis and expression of nuclear factor kappaB and VEGF in high and low metastasis cell lines of salivary gland Adenoid Cystic Carcinoma.,BMC Cancer,2023-12-17-21-58-25,True
