pmcid,label,caption,graphic,disease,modality
PMC3276921,Figure 1,Multiple circular honeycomb type of pitted scars ranging in size from 0.1 × 0.1 mm to 0.5 × 0.5 mm seen predominantly involving the left side of the face extending up to the upper part of the nose associated with nystagmus,IJD-56-771-g001,NotMatch,NotMatch
PMC3341748,Figure 1,"Frontal view of patient showing dark brown papules having linear distribution, limited on the right side of the face",CCD-3-119-g001,NotMatch,NotMatch
PMC3341748,Figure 2,Intraoral photograph showing bifid uvula,CCD-3-119-g002,NotMatch,NotMatch
PMC3341748,Figure 3,Intraoral photograph showing desquamative gingivitis and enamel hypoplasia in relation to 13 and 42,CCD-3-119-g003,NotMatch,NotMatch
PMC3341748,Figure 4,"Radiograph of the lumbar spine showing mild scoliosis with congenital Schmorl's node at D-12, L-3, L-4, L-5 (red arrow), and spina bifida (yellow arrow)",CCD-3-119-g004,NotMatch,NotMatch
PMC3385323,Fig. 1,"A 15-month-old girl has multiple papules filled with dark plugs and cystic masses on her cheek. (Courtesy of Korean Cleft Palate-Craniofacial Association. From Kim YJ, et al. J Korean Cleft Palate-Craniofac Assoc 2009;10:135-7 [4]).",aps-39-173-g001,NotMatch,NotMatch
PMC3385323,Fig. 2,"Intraoperative photograph. Several epidermal cysts were seen (Courtesy of Korean Cleft Palate-Craniofacial Association. From Kim YJ, et al. J Korean Cleft Palate-Craniofac Assoc 2009;10:135-7 [4]).",aps-39-173-g002,NotMatch,NotMatch
PMC3385323,Fig. 3,Result at 8 months after the first operation. New papules and cysts were developed around the scar.,aps-39-173-g003,NotMatch,NotMatch
PMC3385323,Fig. 4,Result at 1 year after the 2nd operation.,aps-39-173-g004,NotMatch,NotMatch
PMC3385342,Fig. 1,Magnetic resonance imaging findings (T1 fat suppression image) of five epidermal cysts.,aps-39-261-g001,NotMatch,NotMatch
PMC3385342,Fig. 2,"Histopathological findings of the central epidermal cyst showed a foreign body reaction with multiple giant cells (H&E, ×20).",aps-39-261-g002,NotMatch,Match
PMC3385307,Fig. 1,Appearance of the nevus comedonicus(A) Initial appearance: the multiple and huge masses on the posterior neck. (B) Multiple nevus comedonicus with pits. Complete excision was done with the guidance of a lacrimal probe. (C) MRI findings (T2 weighted image): a mixed signal density of cystic content.,aps-39-63-g001,Match,NotMatch
PMC3385307,Fig. 2,Gross appearance of the excised huge cysts,aps-39-63-g002,NotMatch,NotMatch
PMC3385307,Fig. 3,"Histopathologic findings of cyst tissue(A) Histopathologic findings of cysts showed lamellated keratin content was washed out during H&E preparation (H&E, ×100). (B) Histophathologic findings of typical nevus comedonicus showed wide dilation and deep invagination with laminated keratin plugs and perifollicular hyperkeratosis, acanthosis, and papillomatosis (H&E, ×40).",aps-39-63-g003,Match,Match
PMC3385307,Fig. 4,Postoperative appearancePostoperative clinical photo after six months showed a mild depressed and erythematous scar without recurrence.,aps-39-63-g004,NotMatch,NotMatch
PMC3680637,Fig. 1,Nevus comedonicus: plaque-like lesion with wide open follicles on the neck (44-year-old Caucasian male),13555_2013_27_Fig1_HTML,Match,NotMatch
PMC3680637,Fig. 2,Stages of treatment of a 29-year-old Asian male with linear nevus comedonicus of the leg with multiple follicular openings. a Presentation of linear nevus comedonicus with multiple follicular openings. b Surgical excision. c Three weeks after surgical excision. d With compression garment to avoid postsurgical lymphedema,13555_2013_27_Fig2_HTML,Match,NotMatch
PMC3680637,Fig. 3,Nevus comedonicus of the neck with pseudoepithelial epidermal hyperplasia in a 39-year-old Caucasian,13555_2013_27_Fig3_HTML,Match,NotMatch
PMC3680637,Fig. 4,Histopathology of nevus comedonicus. a Overview (hematoxylin and eosin stain [HE] × 2). b Details with large follicles containing lamellated keratin but absent hair shafts (HE × 4),13555_2013_27_Fig4_HTML,Match,NotMatch
PMC3821194,Figure 1,Charmakeela before Treatment,JAIM-4-181-g001,NotMatch,NotMatch
PMC3821194,Figure 2,Kshara Application,JAIM-4-181-g002,NotMatch,NotMatch
PMC3821194,Figure 3,2nd day of Kshara karma,JAIM-4-181-g003,NotMatch,NotMatch
PMC3821194,Figure 4,7th Day of Kshara karma,JAIM-4-181-g004,NotMatch,NotMatch
PMC3834704,"
Fig. 1
",A macroscopic image of the nevus comedonicus on the breast,PDIA-30-21270-g001,Match,NotMatch
PMC3834704,"
Fig. 2
","Dermoscopy of nevus comedonicus – there are numerous circular and barrel-shaped, homogenous areas in lightand dark-brown shades, with remarkable keratin plugs (videodermoscope, 20×)",PDIA-30-21270-g002,Match,NotMatch
PMC3834704,"
Fig. 3
","Dermoscopy of typical comedones in acne vulgaris – numerous, homogenous areas, light- and dark-brown (at times black) in colour, depending on the type of acne (open or closed comedones), predominantly circular and situated superficially (videodermoscope, 20×)",PDIA-30-21270-g003,NotMatch,NotMatch
PMC4103298,Figure 1,Multiple nodulocystic swellings with atrophic scarring and pigmentary changes present over the lateral aspect of buttock and thigh,IJD-59-422b-g001,NotMatch,NotMatch
PMC4103298,Figure 2,Multiple comedo like lesions and nodulocystic swellings present over lateral aspect of thigh and leg along Blaschko's lines,IJD-59-422b-g002,NotMatch,NotMatch
PMC4103298,Figure 3,"Dilated hair follicle filled with keratin plug surrounded by chronic inflammatory infilterate (H and E, × 400)",IJD-59-422b-g003,NotMatch,NotMatch
PMC4103298,Figure 4,Subsidence of nodulocystic swellings with residual scarring and atrophy over lateral aspect of buttock after 3 months of oral isotretinoin,IJD-59-422b-g004,NotMatch,NotMatch
PMC3884180,Fig. 1,"A partially pigmented 2-year-old lesion on the upper left side of our patient's back. The lesion measured 3 cm in diameter, was round and had an irregular contour and surface. It had a verrucous pigmented rim on its medial side that measured 6–8 mm, while the prominent exophytic erythematous part measured 2.1 × 2.2 cm.",cde-0005-0272-g01,NotMatch,NotMatch
PMC3884180,Fig. 2,"The pathological examination confirmed an epidermal nevus at the periphery of the lesion. H&E staining, ×50 magnification.",cde-0005-0272-g02,NotMatch,Match
PMC3884180,Fig. 3,"a, b The epidermis showed bowenoid features with irregularly sized nuclei, a loss of polarity, dyskeratosis and mitotic figures. c Some sections from the periphery of the specimen showed multiple intraepidermal eddies of atypical cells or the Borst-Jadassohn phenomenon (arrow).",cde-0005-0272-g03,NotMatch,NotMatch
PMC3884180,Fig. 4,"Sheets of poorly differentiated, atypical, pleomorphic keratinocytes migrated from the epidermis into hair follicles.",cde-0005-0272-g04,NotMatch,NotMatch
PMC3884180,Fig. 5,Pathological examination proved a perivascular and perineural invasion.,cde-0005-0272-g05,NotMatch,NotMatch
