pmcid,label,caption,graphic,disease,modality
PMC2846923,Figure 1,Inguinal lymph node biopsy. Note the diffuse interfollicular eosinophilic microabscesses in the lymph node.,1710-1492-6-5-1,NotMatch,NotMatch
PMC2846923,Figure 2,"Eosinophilic panniculitis. Dense infiltration of lymphocytes, neutrophils and eosinophils (predominantly eosinophils) in perivascular and periadnexal areas.",1710-1492-6-5-2,NotMatch,NotMatch
PMC3073756,Fig. 1,Erythematous nodular lesion on the right subauricular area in a 67-year-old man.,cde0003-0064-f01,NotMatch,NotMatch
PMC3073756,Fig. 2,"Skin biopsy specimen from the lesion: hematoxylin-eosin stain, original magnification × 200 (a, b), ×400 (d), and CD34 immunohistochemical staining (c). a Immature vessels with single-layer endothelial cells surrounded by pericytes. b Enlarged endothelial cells with big ovoid nuclei and abundant eosinophilic cytoplasm protruding into the vascular lumen with a tendency to restrict or obstruct it. c CD34-positive epithelioid cells. d Mixed inflammatory infiltrate in the reticular dermis: lymphocytes, eosinophils and lymphoid aggregates with follicle formations.",cde0003-0064-f02,NotMatch,NotMatch
PMC3593479,Figure 1,"Lymph node showing marked eosinophil infiltrate with eosinophil microabscess formation. Adjacent follicular hyperplasia is also seen (Hematoxylin and eosin, ×100)",TP-1-119-g001,NotMatch,Match
PMC3593479,Figure 2,"Foreign body giant cell reaction against eosinophilic hyaline material (Hematoxylin and eosin, ×100)",TP-1-119-g002,NotMatch,Match
PMC3593479,Figure 3,"Another focus of foreign body giant cell reaction against eosinophilic hyaline material (Hematoxylin and eosin, ×400)",TP-1-119-g003,NotMatch,NotMatch
PMC3593479,Figure 4,"Microfilaria embedded in the eosinophil infiltrate (Hematoxylin and eosin, ×400)",TP-1-119-g004,NotMatch,NotMatch
PMC3593479,Figure 5,"High-power view of microfilaria embedded in the eosinophil infiltrate (Hematoxylin and eosin, ×1000)",TP-1-119-g005,NotMatch,Match
PMC3593479,Figure 6,"Another microfilaria. The longitudinal, loosely arranged nuclear column typical of W. bancrofti species and the adherence of inflammatory cells to the border of the sheath are visible (Hematoxylin and eosin, ×1000)",TP-1-119-g006,NotMatch,Match
PMC3927356,Figure 1,Clinical image of the patient showing bilateral swelling in the parotid region,JOMFP-17-455-g001,NotMatch,NotMatch
PMC3927356,Figure 2,Radiographic image of contrast-enhanced coronal computed tomography scan showing enlarged left parotid gland and well-defined irregular soft tissue enhancing lesion in right buccal space and subcutaneous tissue,JOMFP-17-455-g002,NotMatch,NotMatch
PMC3927356,Figure 3,"Radiographic image of contrast enhanced axial CT scans showing enlargement of following lymph nodes (red arrows), (a) Left level IB, (b) Left level II, (c) Left level III, (d) Left level Vdcba",JOMFP-17-455-g003,NotMatch,NotMatch
PMC3927356,Figure 4,"Histopathological image shows (a) Lymphoid tissue with reactive follicular hyperplasia (arrows; H&E stain, ×100); (b) Germinal centers with deposits of eosinophilic proteinaceous material (red arrows) and areas of folliculolysis (black arrows; H&E stain, ×200); (c) Intense eosinophilic infiltration (circles) with formation of eosinophilic microabscesses (arrows; H&E stain, ×400); (d) Numerous thin-walled vessels with flattened endothelial lining and absence of epithelioid or vacuolated cells (arrows; H&E stain, ×400)",JOMFP-17-455-g004,NotMatch,Match
PMC3056317,Figure 1,Irregular and thick basement membrane (H&E) and vaculizations of basement membrane of glomerulus (silver stain).,IJN2010-673908.001,NotMatch,Match
PMC3056317,Figure 2,Eosinophilic interstitial infiltrates in renal tissue.,IJN2010-673908.002,NotMatch,NotMatch
PMC3056317,Figure 3,Eosinophilic infiltrates of skin lesion.,IJN2010-673908.003,NotMatch,NotMatch
PMC4274717,Figure 1,"
Magnetic resonance imaging (MRI) examination of the orbit showed that the left lacrimal gland was lobulated lobulated with a distinct margin and was predominantly isointense on T1-weighted images (A), isointense on T2-weighted images (B) and an obvious heterogeneous enhancement on contrast-enhanced MRI images (C).
",12886_2014_515_Fig1_HTML,NotMatch,NotMatch
