pmid,pmcid,title,journal,insert_time
11850604,PMC3054840,Development of multiple pigmented nevi within segmental nevus depigmentosus.,J Korean Med Sci,2023-12-17-22-13-02
1931621,PMC1977446,Correlation of clinical pigmentary characteristics with histopathologically-confirmed dysplastic nevi in nonfamilial melanoma patients. Studies of melanocytic nevi IX.,Br J Cancer,2023-12-17-22-13-02
20046428,PMC2796414,A case of dysplastic nevus of the external auditory canal presenting with conductive hearing loss.,Yonsei Med J,2023-12-17-22-13-02
21834951,PMC3162533,FISH as an effective diagnostic tool for the management of challenging melanocytic lesions.,Diagn Pathol,2023-12-17-22-13-02
23130279,PMC3481870,On the clinical significance of cutaneous melanoma's precursors.,Indian Dermatol Online J,2023-12-17-22-13-02
23785612,PMC3663356,Changes of melanocytic lesions inducedby Melanotan injections and sun bed use ina teenage patient with FAMMM syndrome.,Dermatol Pract Concept,2023-12-17-22-13-02
23785627,PMC3663378,The so-called dysplastic nevus is not dysplastic at all.,Dermatol Pract Concept,2023-12-17-22-13-02
24626665,PMC3938371,Dysplastic nevus associated with seborrheic keratosis.,An Bras Dermatol,2023-12-17-22-13-02
25143698,PMC4135124,Four cases of dysplastic nevus syndrome.,Ann Dermatol,2023-12-17-22-13-02
25692079,PMC4325688,"The mythical concept and untoward consequences of a diagnosis of dysplastic nevus: an overdue tribute to A. Bernard Ackerman, MD.",Dermatol Pract Concept,2023-12-17-22-13-02
26719659,PMC4695442,Dysplastic Nevus with Eruptive Melanocytic Lesions That Developed during Nilotinib Therapy for Chronic Myeloid Leukemia.,Ann Dermatol,2023-12-17-22-13-02
27648381,PMC5006550,Solitary mastocytoma presenting in an adult: report and literature review of adult-onset solitary cutaneous mastocytoma with recommendations for evaluation and treatment.,Dermatol Pract Concept,2023-12-17-22-13-02
27847790,PMC5108666,Synchronous Primary Anorectal Melanoma and Sigmoid Adenocarcinoma.,Ann Coloproctol,2023-12-17-22-13-02
29457000,PMC5803676,Dysplastic Nevus: A Fake Lesion?,Dermatopathology (Basel),2023-12-17-22-13-02
29483969,PMC5816271,Innovations and Innovative Approaches or Pseudo-Innovations in the Context of General Globalization? It's Time to Wake Up!,Open Access Maced J Med Sci,2023-12-17-22-13-02
