pmid,pmcid,title,journal,insert_time
18581605,PMC2615349,Atypical angioma serpiginosum.,Yonsei Med J,2023-12-17-22-16-02
25165654,PMC4144222,Late onset angioma serpiginosum of the breast with co-existing cherry angioma.,Indian Dermatol Online J,2023-12-17-22-16-02
26312666,PMC4540500,Angioma serpiginosum: report of an unusual acral case and review of the literature.,An Bras Dermatol,2023-12-17-22-16-02
27057034,PMC4817459,Late-onset Segmental Angioma Serpiginosum.,Indian J Dermatol,2023-12-17-22-16-02
27688454,PMC5029250,Angioma Serpiginosum in a Patchy and Blaschkoid Distribution: A Rare Condition with an Unconventional Presentation.,Indian J Dermatol,2023-12-17-22-16-02
29644203,PMC5885622,Blaschkoid Angioma Serpiginosum: A Dermoscopic Diagnosis.,Indian Dermatol Online J,2023-12-17-22-16-02
31029177,PMC6487031,Angioma serpiginosum: a case report and review of the literature.,Ital J Pediatr,2023-12-17-22-16-02
33614205,PMC7875670,Clinicopathological and Dermoscopic Features in Blashkoid Angioma Serpiginosum.,Dermatol Pract Concept,2023-12-17-22-16-02
33936670,PMC8077343,Angioma serpiginosum in zosteriform distribution on abdomen: A rare presentation.,Clin Case Rep,2023-12-17-22-16-02
35371418,PMC8972173,Angioma serpiginosum: Two cases in children and review of literature.,Dermatol Reports,2023-12-17-22-16-02
36092190,PMC9455105,Atypical Distribution of Angioma Serpiginosum: A Report of 2 Cases.,Indian J Dermatol,2023-12-17-22-16-02
37529470,PMC10389151,Angioma Serpiginosum with Soft Tissue Hypertrophy and Palmar Involvement: A Rare Presentation.,Indian J Dermatol,2023-12-17-22-16-02
