pmcid,label,caption,graphic,disease,modality
PMC2628644,Figure 1,"Atypical fibroxanthoma demonstrates the proliferation of atypical spindle or polygonal cells arranged in fascicles, in a haphazard or disorderly pattern. (A). Atypical fibroxanthoma shows positive nuclear immunoreaction for Bax (B). (H&E staining, A; × 180, Immunohistochemistry, B; × 200).",1471-5945-9-1-1,Match,Match
PMC2988839,Fig. 1,"a Verrucous exophytic lesion with hyper- and parakeratosis on the surface. The growth pattern is similar to those of the anal-genital condyloma. HE, ×40. b Disorderly maturation and atypical keratinocytes associated with keratinocytes with prominent perinuclear halos reminiscent of koilocytes. HE, ×200. c, d Tumoral proliferation with solid or fascicular growth pattern placed below the dysplastic epithelium (c) and the reactive epidermis (d). In both areas the spindle or polygonal cells show wide, clear, vacuolized cytoplasm. HE, ×200. e Clear cells with moderate nuclear pleomorphism and abundant mitotic figures, some of them atypical. PAS, ×400.",cde0002-0069-f01,NotMatch,NotMatch
PMC2988839,Fig. 2,"a Stain for p16 in most of the bowenoid lesion. The dermal tumor is negative. ×100. b Strong nuclear staining for p63 protein in the whole thickness of the dysplastic epithelium. The dermal tumor is negative. ×100. c Diffuse cytoplasmic staining for CD68 in spindle cells of the dermal neoplasm. The bowenoid lesion is negative. ×100. d Staining for CD10 at the cellular membrane in all the cells of the dermal tumor, without expression in the epidermal lesion. ×100.",cde0002-0069-f02,NotMatch,Match
PMC3177836,Fig. 1,"A skin-colored, well-demarcated tumor located on the left side of the occipital region.",cde0003-0164-f01,NotMatch,NotMatch
PMC3177836,Fig. 2,"The biopsy specimen revealed a significant number of minimal atypical spindle or stellate cells in the middle to deep dermis (a). Immunohistochemical staining of the biopsy specimens revealed that the tumor was mainly factor XIIIa positive (b), and CD34 negative (c). a: HE stain, ×10; b: factor XIIIa, ×200; c: CD34 stain, ×200.",cde0003-0164-f02,NotMatch,Match
PMC3177836,Fig. 3,"The main bulk of the primary tumor was located from the dermis to the subcutaneous tissue (a). In the primary tumor, the dermal lesion consisted of scattered, minimal atypical spindle or stellate cells and foam cells with myxoid matrices (b, c). Immunohistochemical staining of the primary tumor revealed that the tumor was only slightly CD99 positive (d). In-transit metastasis: the tumor was composed of densely proliferating spindle cells with moderate pleomorphism arranged in a haphazard fashion (e). In-transit metastasis: the main tumor was located in the subcutaneous tissue, though, the overlying dermis showed no signs of the tumor (f). HE stain. a: ×5; b: ×200; c: ×100; d: CD99 stain. ×400; e: ×400; f: ×50; original magnification.",cde0003-0164-f03,NotMatch,Match
PMC3482803,Figure 1,Mottled pigmented and depigmented areas of facial skin along with scars of previous surgeries,IJD-57-384-g002,NotMatch,NotMatch
PMC3482803,Figure 2,"Photomicrograph showing a well-circumscribed dermal neoplasm with intact epidermis (Hematoxylin and Eosin, ×40)",IJD-57-384-g003,NotMatch,NotMatch
PMC3482803,Figure 3,"Photomicrograph showing highly pleomorphic spindle-shaped cells with bizarre giant cells (H and E, ×400)",IJD-57-384-g004,NotMatch,NotMatch
PMC3482803,Figure 4,"Photomicrograph showing tumor cells expressing vimentin (Immunohistochemistry for vimentin, ×400)",IJD-57-384-g005,NotMatch,NotMatch
