pmid,pmcid,title,journal,insert_time
11437409,PMC2363921,Tcf-3 expression and beta-catenin mediated transcriptional activation in aggressive fibromatosis (desmoid tumour).,Br J Cancer,2023-12-17-22-03-06
12618868,PMC2376350,Peptide receptor radiotherapy: a new option for the management of aggressive fibromatosis on behalf of the Italian Sarcoma Group.,Br J Cancer,2023-12-17-22-03-06
15461790,PMC524188,Extraabdominal fibromatosis in retroperitoneal space.,World J Surg Oncol,2023-12-17-22-03-06
15533248,PMC529452,Fibromatosis of the hand associated with EMO syndrome: a case report.,BMC Dermatol,2023-12-17-22-03-06
15634356,PMC544863,Development of a real-time QPCR assay for the detection of RV2 lineage-specific rhadinoviruses in macaques and baboons.,Virol J,2023-12-17-22-03-06
15869330,PMC1088973,Determination of stromal signatures in breast carcinoma.,PLoS Biol,2023-12-17-22-03-06
16515713,PMC1450265,Genetic variability of the envelope gene of Type D simian retrovirus-2 (SRV-2) subtypes associated with SAIDS-related retroperitoneal fibromatosis in different macaque species.,Virol J,2023-12-17-22-03-06
16696857,PMC1488873,Clonal analysis of palmar fibromatosis: a study whether palmar fibromatosis is a real tumor.,J Transl Med,2023-12-17-22-03-06
16768799,PMC1524961,Management of a patient with multiple recurrences of fibromatosis (desmoid tumor) of the breast involving the chest wall musculature.,World J Surg Oncol,2023-12-17-22-03-06
16831227,PMC1543629,Intra-thoracic desmoid tumour in a patient with a previous aortocoronary bypass.,World J Surg Oncol,2023-12-17-22-03-06
16859566,PMC1557590,Breast spindle cell tumours: about eight cases.,Diagn Pathol,2023-12-17-22-03-06
16925827,PMC1563468,Fibromatosis (desmoid tumor) of the breast mimicking a case of ipsilateral metachronous breast cancer.,World J Surg Oncol,2023-12-17-22-03-06
17261180,PMC1790895,Successful reconstruction of large oropharyngeal defect with pectoralis major myocutaneous flap in a four-year-old boy with recurrent fibromatosis.,World J Surg Oncol,2023-12-17-22-03-06
17324295,PMC1808459,Fibromatosis-like carcinoma-an unusual phenotype of a metaplastic breast tumor associated with a micropapilloma.,World J Surg Oncol,2023-12-17-22-03-06
17407603,PMC1855325,"Human sterile alpha motif domain 9, a novel gene identified as down-regulated in aggressive fibromatosis, is absent in the mouse.",BMC Genomics,2023-12-17-22-03-06
17973999,PMC2164954,Scope of FNAC in the diagnosis of soft tissue tumors--a study from a tertiary cancer referral center in India.,Cytojournal,2023-12-17-22-03-06
18460215,PMC2412854,Identification of heterogeneity among soft tissue sarcomas by gene expression profiles from different tumors.,J Transl Med,2023-12-17-22-03-06
18521204,PMC2395356,Functional outcome in limb-salvage surgery for soft tissue tumours of the foot and ankle.,Sarcoma,2023-12-17-22-03-06
18521247,PMC2395399,Aggressive fibromatosis: evidence for a stable phase.,Sarcoma,2023-12-17-22-03-06
18521267,PMC2395416,Susceptibility of fibromatosis cells in short-term culture to Ifosfamide: a possible experimental treatment in clinically aggressive cases.,Sarcoma,2023-12-17-22-03-06
18521405,PMC2395617,"A Case of Ovarian Fibromatosis and Massive Ovarian Oedema Associated With Intra-Abdominal Fibromatosis, Sclerosing Peritonitis and Meig's Syndrome.",Sarcoma,2023-12-17-22-03-06
18521441,PMC2408369,"Malignant Fibrous Histiocytoma, Aggressive Fibromatosis and Benign Fibrous Tumors Express mRNA for the Metalloproteinase Inducer EMMPRIN and the Metalloproteinases MMP-2 and MT1-MMP.",Sarcoma,2023-12-17-22-03-06
18523540,PMC2323473,Case report of an intra-abdominal desmoid tumour presenting with bowel perforation.,Mcgill J Med,2023-12-17-22-03-06
18577255,PMC2438440,Aggressive juvenile fibromatosis of the paranasal sinuses: case report and brief review.,J Hematol Oncol,2023-12-17-22-03-06
18852996,PMC9442194,Tonsil fibromatosis.,Braz J Otorhinolaryngol,2023-12-17-22-03-06
19159438,PMC2633001,When is a GIST not a GIST? A case report of synchronous metastatic gastrointestinal stromal tumor and fibromatosis.,World J Surg Oncol,2023-12-17-22-03-06
19633868,PMC2812425,Refinement of the GINGF3 locus for hereditary gingival fibromatosis.,Eur J Pediatr,2023-12-17-22-03-06
19641648,PMC2714571,Huge intrathoracic desmoid tumor.,Ann Thorac Med,2023-12-17-22-03-06
19847086,PMC2881436,Diffuse idiopathic hyperplasia of the sternocleidomastoid muscle in a child.,Ann Saudi Med,2023-12-17-22-03-06
19870967,PMC2134993,A DISTINCTIVE SUBSTANCE ASSOCIATED WITH THE BROWN-PEARCE RABBIT CARCINOMA : I. PRESENCE AND SPECIFICITY OF THE SUBSTANCE AS DETERMINED BY SERUM REACTIONS.,J Exp Med,2023-12-17-22-03-06
20098735,PMC2808244,3'-end sequencing for expression quantification (3SEQ) from archival tumor samples.,PLoS One,2023-12-17-22-03-06
20126354,PMC2815273,A giant mesenteric fibromatosis case presenting with mechanical intestinal obstruction and successfully resected with partial duodeno-jejunectomy and right hemicolectomy.,Clinics (Sao Paulo),2023-12-17-22-03-06
20197769,PMC2844024,High frequency of beta-catenin heterozygous mutations in extra-abdominal fibromatosis: a potential molecular tool for disease management.,Br J Cancer,2023-12-17-22-03-06
20339448,PMC2836736,Idiopathic gingival fibromatosis: case report and its management.,Int J Dent,2023-12-17-22-03-06
20339585,PMC2841250,A V530I Mutation in c-KIT Exon 10 Is Associated to Imatinib Response in Extraabdominal Aggressive Fibromatosis.,Sarcoma,2023-12-17-22-03-06
20351993,PMC2844748,Case Report: Fibromatosis colli in a neonate.,Indian J Radiol Imaging,2023-12-17-22-03-06
20407661,PMC2847124,Unilateral gingival fibromatosis with localized aggressive periodontitis (involving first molars): An unusual case report.,J Indian Soc Periodontol,2023-12-17-22-03-06
20431749,PMC2852704,Simultaneous Colonic Obstruction and Hydroureteronephrosis due to Mesenteric Fibromatosis.,Gut Liver,2023-12-17-22-03-06
20607080,PMC2896731,Juvenile hyaline fibromatosis.,Clin Exp Otorhinolaryngol,2023-12-17-22-03-06
20664593,PMC2939782,Identification of biological factors predictive of response to imatinib mesylate in aggressive fibromatosis.,Br J Cancer,2023-12-17-22-03-06
20664786,PMC2907502,Mesenteric fibromatosis causing ureteral stenosis.,Korean J Urol,2023-12-17-22-03-06
20863383,PMC2955058,Surgical treatment of giant mesenteric fibromatosis presenting as a gastrointestinal stromal tumor: a case report.,J Med Case Rep,2023-12-17-22-03-06
21139926,PMC2994462,Congenital infantile digital fibromatosis: a case report and review of the literature.,Rare Tumors,2023-12-17-22-03-06
21170199,PMC2995941,Pedicled omental split skin graft: A novel method for reconstruction of full-thickness abdominal wall defect.,J Indian Assoc Pediatr Surg,2023-12-17-22-03-06
21234408,PMC3014701,Multispeciality approach in the management of patient with hereditary gingival fibromatosis: 1-year followup: a case report.,Int J Dent,2023-12-17-22-03-06
21274457,PMC3025387,Fibrous tumor of the breast: case report of an underrecognized entity.,Patholog Res Int,2023-12-17-22-03-06
21328543,PMC3377065,Hyaline fibromatosis syndrome inducing mutations in the ectodomain of anthrax toxin receptor 2 can be rescued by proteasome inhibitors.,EMBO Mol Med,2023-12-17-22-03-06
21347195,PMC3042021,Desmoid tumor treated with polychemotherapy followed by imatinib: a case report and review of the literature.,Case Rep Oncol,2023-12-17-22-03-06
21394193,PMC3046641,"A rare desmoid tumor of the shoulder--excision, implantation of brachytherapy applicators and wound closure by pedicle musculus latissimus dorsi flap.",Ger Med Sci,2023-12-17-22-03-06
21468052,PMC3101926,Testosterone regulates cell proliferation in aggressive fibromatosis (desmoid tumour).,Br J Cancer,2023-12-17-22-03-06
21486483,PMC3103491,Dupuytren's contracture: a retrospective database analysis to assess clinical management and costs in England.,BMC Musculoskelet Disord,2023-12-17-22-03-06
21559489,PMC3084728,Conservation of complex nuclear localization signals utilizing classical and non-classical nuclear import pathways in LANA homologs of KSHV and RFHV.,PLoS One,2023-12-17-22-03-06
21707981,PMC3141701,Successful management of aggressive fibromatosis of the neck using wide surgical excision: a case report.,J Med Case Rep,2023-12-17-22-03-06
21731254,PMC3118079,Idiopathic gingival enlargement and its management.,J Indian Soc Periodontol,2023-12-17-22-03-06
21731285,PMC3125664,Aggressive fibromatosis of anterior maxilla.,J Oral Maxillofac Pathol,2023-12-17-22-03-06
21772596,PMC3132912,Fibromatosis of breast mimicking sarcoidosis.,Indian J Dermatol,2023-12-17-22-03-06
21789376,PMC3109371,Minichromosome maintenance 2 and 5 expressions are increased in the epithelium of hereditary gingival fibromatosis associated with dental abnormalities.,Clinics (Sao Paulo),2023-12-17-22-03-06
21901157,PMC3162023,Recapitulation of fibromatosis nodule by multipotential stem cells in immunodeficient mice.,PLoS One,2023-12-17-22-03-06
21912065,PMC3178926,Mesenteric fibromatosis presenting as an irreducible inguinal hernia.,Saudi J Gastroenterol,2023-12-17-22-03-06
21938150,PMC3167991,Cytomorphology of fibromatosis colli.,J Cytol,2023-12-17-22-03-06
21977480,PMC3174467,Central odontogenic fibroma: a case report.,Imaging Sci Dent,2023-12-17-22-03-06
22066102,PMC3204559,Fibrous hamartoma of infancy: an experience of a single institute.,J Korean Surg Soc,2023-12-17-22-03-06
22133093,PMC3253727,Fibrodysplasia ossificans progressiva: clinical and genetic aspects.,Orphanet J Rare Dis,2023-12-17-22-03-06
22220245,PMC3248587,"Lumbar plexopathy caused by metastatic tumor, which was mistaken for postoperative femoral neuropathy.",Korean J Pain,2023-12-17-22-03-06
22259254,PMC3259020,Fibromatosis of the cecum presenting with acute appendicitis: a case report.,Int J Gen Med,2023-12-17-22-03-06
22345782,PMC3276908,Juvenile hyaline fibromatosis.,Indian J Dermatol,2023-12-17-22-03-06
22346052,PMC3276825,Neuropathic Pain due to Fibromatosis: Does Anticancer Treatment Help?,Indian J Palliat Care,2023-12-17-22-03-06
22368369,PMC3283942,Treatment and two-year follow-up of a patient with hereditary gingival fibromatosis.,J Indian Soc Periodontol,2023-12-17-22-03-06
22431952,PMC3293169,Recent Surgical and Medical Advances in the Treatment of Dupuytren's Disease - A Systematic Review of the Literature.,Open Orthop J,2023-12-17-22-03-06
22438620,PMC3307455,Multicentric synchronous recurrent aggressive fibromatosis.,J Cytol,2023-12-17-22-03-06
22438623,PMC3307459,Fine needle aspiration cytology in fibromatosis.,J Cytol,2023-12-17-22-03-06
22506166,PMC3309235,Clinical characteristics of the causes of plantar heel pain.,Ann Rehabil Med,2023-12-17-22-03-06
22628932,PMC3354491,Intra-thoracic desmoid tumor.,Lung India,2023-12-17-22-03-06
22629070,PMC3354801,Familial gingival fibromatosis: A rare case report.,Contemp Clin Dent,2023-12-17-22-03-06
22701185,PMC3369531,The role of somatostatin receptor scintigraphy on the diagnosis of desmoid tumors.,ISRN Oncol,2023-12-17-22-03-06
22778752,PMC3385014,Desmoid tumor of the anterior abdominal wall in female patients: comparison with endometriosis.,Case Rep Med,2023-12-17-22-03-06
22783521,PMC3385313,Chest wall fibromatosis in the axilla.,Arch Plast Surg,2023-12-17-22-03-06
