pmid,pmcid,title,journal,insert_time
22577278,PMC3346918,Solitary cutaneous myofibroma on the sole: an unusual localization.,Ann Dermatol,2023-12-17-22-03-16
22966474,PMC3433120,Infantile myofibroma eroding into the frontal bone: a case report and review of its histopathologic differential diagnosis.,Case Rep Pediatr,2023-12-17-22-03-16
23483036,PMC3591041,Intraosseous infantile myofibroma of the mandible.,Ann Maxillofac Surg,2023-12-17-22-03-16
23742153,PMC3711989,Solitary myofibroma of the sigmoid colon: case report and review of the literature.,Diagn Pathol,2023-12-17-22-03-16
23798845,PMC3687167,"Intraosseous myofibroma of mandible: A rarity of jaws: With clinical, radiological, histopathological and immunohistochemical features.",J Oral Maxillofac Pathol,2023-12-17-22-03-16
24179639,PMC3804802,Giant cell angioblastoma in an adult: a unique presentation.,Rare Tumors,2023-12-17-22-03-16
24678877,PMC4230239,Solitary myofibroma of the mandible in an adult with magnetic resonance imaging and positron emission tomography findings: a case report.,World J Surg Oncol,2023-12-17-22-03-16
24891688,PMC4037978,Congenital myofibroma mimicking an infantile hemangioma in an infant.,Indian J Dermatol,2023-12-17-22-03-16
24947050,PMC4086699,An unusual timing for symptomatic chest pain in an adult chest wall myofibroma: a case report.,J Med Case Rep,2023-12-17-22-03-16
25214864,PMC4160595,Solitary myofibroma of the adult mandible: a case report and review of literature.,Korean J Pathol,2023-12-17-22-03-16
25426387,PMC4236365,Myofibroma in the palm presenting with median nerve compression symptoms.,Plast Reconstr Surg Glob Open,2023-12-17-22-03-16
25918649,PMC4397003,Myofibroma of the gingiva: a rare case report and literature review.,Case Rep Dent,2023-12-17-22-03-16
25971831,PMC6074576,Solitary intestinal myofibroma an unusual cause of neonatal intestinal obstruction.,Ann Saudi Med,2023-12-17-22-03-16
26793683,PMC4719092,Uterine Lipoleiomyoma in Peri or Postmenopausal Women.,J Menopausal Med,2023-12-17-22-03-16
26909302,PMC4723646,Solitary intraosseous myofibroma of the tibia in an adult patient: A case report.,J Bone Oncol,2023-12-17-22-03-16
27041905,PMC4792060,Central myofibroma of the maxilla.,Contemp Clin Dent,2023-12-17-22-03-16
27242942,PMC4868903,Solitary Myofibroma of the Bladder Trigone in a 3-Month-Old Patient: First Case Report.,Case Rep Pediatr,2023-12-17-22-03-16
27403363,PMC4923519,Pediatric Myofibroma of the Palate with Ulceration and Bone Destruction.,Case Rep Otolaryngol,2023-12-17-22-03-16
28018804,PMC5177563,Extracalvarial Composite Infantile Myofibromatosis: Case Report and Literature Review.,European J Pediatr Surg Rep,2023-12-17-22-03-16
28182064,PMC5259934,Myofibromatosis: Utility of fine needle aspiration cytology in the diagnosis of an underreported entity.,J Cytol,2023-12-17-22-03-16
28896195,PMC5041865,The Indications for Operation in Myo-Fibroma of the Uterus.,Bristol Med Chir J (1883),2023-12-17-22-03-16
28913516,PMC5587252,A rare erosive orbital mass in a child: Case report of myofibroma.,J Curr Ophthalmol,2023-12-17-22-03-16
28953625,PMC5626268,Solitary myofibroma of the lumbar vertebra in young adult: A case report with 4-year follow-up of postoperative CT or MRI.,Medicine (Baltimore),2023-12-17-22-03-16
29064415,PMC5664021,Solitary Intra-Osseous Myofibroma of the Jaw: A Case Report and Review of Literature.,Children (Basel),2023-12-17-22-03-16
29279689,PMC5731177,A Solitary Intestinal Myofibroma: A Rare Cause of Neonatal Anemia.,Case Rep Oncol,2023-12-17-22-03-16
29854892,PMC5960738,Myofibroma as a Rapidly Growing Gingival Mass in a 4-year-old Boy: a Case Report.,J Dent (Shiraz),2023-12-17-22-03-16
