pmid,pmcid,title,journal,insert_time
15082910,PMC2822318,Intravascular papillary endothelial hyperplasia (Masson's hemangioma) of the liver: a new hepatic lesion.,J Korean Med Sci,2023-12-17-22-16-14
20339454,PMC2836790,Intravascular papillary endothelial hyperplasia associated with venous pool arising in the lower lip: a case report.,Int J Dent,2023-12-17-22-16-14
21103239,PMC2988909,Intraabdominal Intravascular Papillary Endothelial Hyperplasia (Masson's Tumor): A Rare and Novel Cause of Gastrointestinal Bleeding.,Case Rep Gastroenterol,2023-12-17-22-16-14
21173922,PMC3004207,Intravascular Papillary Endothelial Hyperplasia (Masson's Tumor) of the Mouth - A Case Report.,Case Rep Dermatol,2023-12-17-22-16-14
22974134,PMC3459712,Orbital intravascular papillary endothelial hyperplasia in a Nigerian child: a case report and review of the literature.,J Med Case Rep,2023-12-17-22-16-14
22993678,PMC3440503,Destructive radiologic development of intravascular papillary endothelial hyperplasia on skull bone.,J Korean Neurosurg Soc,2023-12-17-22-16-14
22993679,PMC3440504,Intravascular Papillary Endothelial Hyperplasia (Masson tumor) of the Skull : Case Report and Literature Review.,J Korean Neurosurg Soc,2023-12-17-22-16-14
23210010,PMC3507062,Intravascular papillary endothelial hyperplasia of the bladder: Case report and review of the literature.,Avicenna J Med,2023-12-17-22-16-14
23661940,PMC3643361,Intravascular papillary endothelial hyperplasia diagnosed by fine needle aspiration: Report of a case and cytology literature review.,J Cytol,2023-12-17-22-16-14
23862156,PMC3687770,Bovine papillomavirus type 2 infection and a series of mesenchymal tumors of the urinary bladder in cattle.,Biomed Res Int,2023-12-17-22-16-14
24124316,PMC3793571,Masson's hemangioma: A rare intraoral presentation.,Contemp Clin Dent,2023-12-17-22-16-14
24125024,PMC4016006,Intravascular papillary endothelial hyperplasia: histomorphological and immunohistochemical features.,Diagn Pathol,2023-12-17-22-16-14
24255643,PMC3831002,Intravascular papillary endothelial hyperplasia of the chest wall misdiagnosed as a malignancy on fine needle aspiration.,Korean J Pathol,2023-12-17-22-16-14
24891960,PMC4033548,Intravascular papillary endothelial hyperplasia: diagnostic sequence and literature review of an orofacial lesion.,Case Rep Dent,2023-12-17-22-16-14
25054765,PMC4148292,Case for diagnosis.,An Bras Dermatol,2023-12-17-22-16-14
25143670,PMC4135096,Basal cell carcinoma-mimicking lesions in korean clinical settings.,Ann Dermatol,2023-12-17-22-16-14
25624932,PMC4302549,Intravascular papillary endothelial hyperplasia (Masson's tumor) of the scalp with intracranial extension.,J Pediatr Neurosci,2023-12-17-22-16-14
25624958,PMC4306265,Typical MDCT Angiography Findings of an Unusual Cutaneous Neoplasia; Masson Tumor.,Pol J Radiol,2023-12-17-22-16-14
26225335,PMC4513410,Intravascular papillary endothelial hyperplasia: An unusual histopathological entity.,Indian Dermatol Online J,2023-12-17-22-16-14
28053797,PMC5174169,Oral Intravascular Papillary Endothelial Hyperplasia Associated with an Organizing Thrombus: Case Report and Immunohistochemical Analysis.,Case Rep Pathol,2023-12-17-22-16-14
28203491,PMC5293289,Intravascular Papillary Endothelial Hyperplasia (Masson's Tumor): Diagnosis the Plastic Surgeon Should Be Aware of.,Plast Reconstr Surg Glob Open,2023-12-17-22-16-14
