pmcid,label,caption,graphic,disease,modality
PMC3162254,Fig. 1,Mohs stage according to the size of the basal cell carcinoma.,ad-23-276-g001,NotMatch,NotMatch
PMC3162254,Fig. 2,"Pathologic subtypes of basal cell carcinoma according to pigmentation. Nod: nodular, Mor: morpheaform, Mic: micronodular, Ade: adenoid.",ad-23-276-g002,NotMatch,NotMatch
PMC3162254,Fig. 3,"(A, B) Basal cell carcinomas (BCCs) requiring only one Mohs stage for complete excision. They showed even pigmentation. (C, D) BCCs requiring more than one Mohs stage for complete excision. They also showed even pigmentation; however, there was a bluish hue surrounding the tumors.",ad-23-276-g003,NotMatch,NotMatch
PMC3199405,Fig. 1,"(A) 6×8 cm sized irregular shaped round pigmented patch with 4 satellite macules on saclp. (B) Tumor shows buds and irregular proliferations of tumor tissue attached to the undersurface of the epidermis (H&E, ×40). (C) The tumor cells have a large, unifrom, oval, nonanaplatic-appearing nucleus with little cytoplasm (H&E, ×100).",ad-23-S111-g001,NotMatch,Match
PMC3199405,Fig. 2,"In satellite lesions from right to left on the scalp. Histopathologic finding showed budding of basaloid cells from the basal layer into the upper dermis, with peripheral palisading and clefting (H&E,×40).",ad-23-S111-g002,NotMatch,Match
PMC3199405,Fig. 3,"(A) Two months after the last treatment, lesions revealed only atrophic and hypo-pigmented scar change. (B~D) 7 months later of treatment, follow up biopsies showed only cicatricial fibrosis (B: Center, C: 6 o'clock, D: 12 o'clock).",ad-23-S111-g003,NotMatch,NotMatch
PMC4271293,Figure 1,Gross anatomy of the nose,JCAS-7-143-g001,NotMatch,NotMatch
PMC4271293,Figure 2,"Clinical presentation of basal cell carcinoma (BCC) of the nose. (a) Small solid but ulcerated BCC of the nose tip. (b) Large adenoid-cystic BCC of the nasal root. (c) Patients with 3 (stars) lesions suspicious for BCC: Morpheic BCC, larger and smaller solid BCC (clockwise) (d) Ill-defined morphoeic BCC with partial destruction of nostril",JCAS-7-143-g002,NotMatch,NotMatch
PMC4271293,Figure 3,Closure of a large distal nasal defect by a rectangular advancement flap. (a) Primary defect after slow Mohs surgery. (b) Preparation of the advancement flap. (c) Complete closure of the defect without modifications of nasal tip of alae,JCAS-7-143-g003,NotMatch,NotMatch
PMC4271293,Figure 4,Para-alar island pedicle flap. (a) Basal cell carcinoma of the lateral ala. (b) Primary defect after slow Mohs. (c) Defect closure by island pedicle flap,JCAS-7-143-g004,NotMatch,NotMatch
PMC4271293,Figure 5,Alar defect closure by island pedicle flap. (a) Primary defect after slow Mohs. (b) Preparation of the flap. It is important to mobilise the flap at the alarfacial groove. (c) Defect closure,JCAS-7-143-g005,NotMatch,NotMatch
PMC4271293,Figure 6,Rotation flaps. (a) Nose tip defect after slow Mohs of about 2 cm in diameter. (b) Peparation of the Rieger flap. (c) Defect closure. (d) A modified unilateral dorsonasal rotation flap. The disfigurement of the right ale results from an earlier trauma,JCAS-7-143-g006,NotMatch,NotMatch
PMC4271293,Figure 7,Medial cheek rotation flap. (a) A large ill-defined BCC with mixed solid and morpheic macromorphology. (b) Defect after slow Mohs. (d) Preparation of the cheek rotation flap. (d) Defect closure,JCAS-7-143-g007,NotMatch,NotMatch
PMC4271293,Figure 8,Banner flap. The flap had been prepared from the nasolabial fold skin and was used to close a lateral sidewall defect,JCAS-7-143-g008,NotMatch,NotMatch
PMC4271293,Figure 9,Bilobed flap. (a) Ulcerated solid basal cell carcinoma of the lateral sidewall. (b) Primary defect after slow Mohs and marks for flap preparation. (c) Preparation of the bilobed flap. (d) Defect closure,JCAS-7-143-g009,NotMatch,NotMatch
PMC4271293,Figure 10,Basal cell carcinoma of the nose tip. The full-thickness skin grafting had been performed 20 years ago. Late adverse effects: dryness of skin and depression of the graft,JCAS-7-143-g010,NotMatch,NotMatch
PMC4271293,Figure 11,Age distribution of 321 patients with nasal basal cell carcinoma. Most patients were older than 70 years of age,JCAS-7-143-g011,NotMatch,NotMatch
PMC6246053,Figure 1A,Superficial basal cell carcinoma: maximum invasion depth indicated by a vertical line from the granular layer in the epidermis down to the deepest tumor cells. [Copyright: ©2018 Pyne et al.],dp0804a13g001a,NotMatch,NotMatch
PMC6246053,Figure 1B,Nodular basal cell carcinoma: maximum invasion depth indicated by the same method as in Figure 1A. [Copyright: ©2018 Pyne et al.],dp0804a13g001b,NotMatch,NotMatch
PMC6246053,Figure 1C,Nodulocystic basal cell carcinoma: maximum invasion depth indicated by the same method as in Figure 1A. [Copyright: ©2018 Pyne et al.],dp0804a13g001c,NotMatch,NotMatch
PMC6246053,Figure 1D,Infiltrating basal cell carcinoma: maximum invasion depth indicated by the same method as in Figure 1A. [Copyright: ©2018 Pyne et al.],dp0804a13g001d,NotMatch,NotMatch
PMC6976826,Figure 1,Distribution of Histopathological Subtypes of BCC,APJCP-20-2851-g001,NotMatch,NotMatch
