pmid,pmcid,title,journal,insert_time,has_targz
11417304,PMC4531700,A case of malignant proliferating trichilemmoma of the scalp with multiple metastases.,Korean J Intern Med,2023-12-17-22-02-50,True
22470211,PMC3312659,Malignant proliferating trichilemmal tumor.,Indian J Dermatol,2023-12-17-22-02-50,True
23112524,PMC3483585,"Proliferating trichilemmal tumor of scalp: benign or malignant, a dilemma.",J Cutan Aesthet Surg,2023-12-17-22-02-50,True
23197215,PMC3699925,Proliferating trichilemmal tumor of the nose.,An Bras Dermatol,2023-12-17-22-02-50,True
23898450,PMC3724014,Scalp reconstruction after resection of a large recurred proliferating trichilemmal tumor using an anterolateral thigh free flap.,Arch Plast Surg,2023-12-17-22-02-50,True
23898451,PMC3724015,Giant proliferating trichilemmal tumor.,Arch Plast Surg,2023-12-17-22-02-50,True
24163657,PMC3806685,Proliferating trichilemmal tumor: a case on the nose of a 70-year-old man.,Case Rep Dermatol,2023-12-17-22-02-50,True
24574687,PMC3927166,Proliferating trichilemmal cyst: the value of ki67 immunostaining.,Int J Trichology,2023-12-17-22-02-50,True
26064131,PMC4434212,A Rare Cutaneous Adnexal Tumor: Malignant Proliferating Trichilemmal Tumor.,Case Rep Med,2023-12-17-22-02-50,True
26955331,PMC4777905,A Case of Basal Cell Carcinoma with Outer Hair Follicle Sheath Differentiation.,Case Rep Dermatol,2023-12-17-22-02-50,True
27403361,PMC4923530,Atypical Proliferating Trichilemmal Cyst with Malignant Breast Skin Transformation: A Case Report and Review of the Literature.,Case Rep Oncol Med,2023-12-17-22-02-50,True
28280652,PMC5325745,Malignant Proliferating Trichilemmal Tumor Treated with Radical Radiotherapy: A Case Report and Literature Review.,Cureus,2023-12-17-22-02-50,True
29184598,PMC5697991,[Exophytic tumor of the scalp].,Pan Afr Med J,2023-12-17-22-02-50,True
30397435,PMC6207842,Malignant proliferating trichilemmal tumor of the forearm: a case report of an unusual location of a rare cutaneous adnexal tumor.,J Surg Case Rep,2023-12-17-22-02-50,True
31516158,PMC6714204,Squamous Cell Carcinoma versus Malignant Proliferating Trichilemmal Tumor: A Histopathological Dilemma with Review of Literature.,Indian J Dermatol,2023-12-17-22-02-50,True
32536845,PMC7269623,Clinicopathological correlation of malignant skin tumors: A retrospective study of 5 years.,Int J Health Sci (Qassim),2023-12-17-22-02-50,True
34070291,PMC8161811,TP53 Abnormalities and MMR Preservation in 5 Cases of Proliferating Trichilemmal Tumours.,Dermatopathology (Basel),2023-12-17-22-02-50,True
34552829,PMC8448674,Malignant Proliferating Trichilemmal Tumor: A Subtle Presentation in an African American Woman and Review of Immunohistochemical Markers for This Rare Condition.,Cureus,2023-12-17-22-02-50,True
35028148,PMC8742517,Malignant proliferating trichilemmal tumor in abdominal wall: Report of a rare case at an uncommon site with literature review.,Clin Case Rep,2023-12-17-22-02-50,True
35310136,PMC8924508,Malignant proliferating trichilemmal tumors arising in patients with multiple trichilemmal cysts: A case series.,JAAD Case Rep,2023-12-17-22-02-50,True
35634539,PMC9132464,Malignant proliferating trichilemmal tumor of the scalp: report of 4 cases and a short review of the literature.,Case Reports Plast Surg Hand Surg,2023-12-17-22-02-50,True
36387268,PMC9647022,Case report: Malignant proliferating trichilemmal tumor of the thumb.,Front Oncol,2023-12-17-22-02-50,True
36605976,PMC9805312,Association of trichilemmal and basal cell carcinomas: a case report.,Pan Afr Med J,2023-12-17-22-02-50,True
37541905,PMC10589485,Proliferating trichilemmal tumor.,An Bras Dermatol,2023-12-17-22-02-50,False
37901030,PMC10600868,Malignant proliferative ependymoma of the neck with lymph node metastasis: A case report.,World J Clin Cases,2023-12-17-22-02-50,False
38022863,PMC10666678,Benign proliferating pilar tumor excised with Slow Mohs surgery: A case report.,SAGE Open Med Case Rep,2023-12-17-22-02-50,False
