pmcid,label,caption,graphic,disease,modality
PMC2983077,Figure 1,"(a) Smears showing papillary tissue fragments of pleomorphic epithelial cells, traversed by fibrovascular core (H and E, ×100) (b) smears showing pleomorphic epithelial cells having scant cytoplasm, vesicular nucleus and prominent nucleoli (H and E, ×400)",JCytol-27-109-g001,NotMatch,Match
PMC2983077,Figure 2,"(a) Sections showing tubulo-alveolar structures occupying cystic lumina surrounded by fibrovascular core (H and E, ×400) (b) tumor cells are seen invading the bone (H and E, ×400)",JCytol-27-109-g002,NotMatch,NotMatch
PMC4029249,Figure 1.,"Case 2, papillary adenocarcinoma in situ. (A) Low power view showing a circumscribed lesion located in a fibrotic dermis (H&E, ×20); (B) Medium power view showing dilated ducts with prominent papillary projections (H&E, ×100); (C) High power view showing clearly the presence of intact myoepithelial cell layer (H&E, ×400). [Copyright: ©2014 Chen et al.]",dp0402a04g001,NotMatch,Match
PMC4029249,Figure 2.,"Case 3, papillary adenocarcinoma in situ. (A) Low power view showing a lesion in a fibrotic dermis (H&E, ×40); (B) Medium power view showing prominent papillary structure formation (H&E, × 200); (C) High power view showing the presence of necrosis and peripheral myoepithelial cell layer (H&E, ×400). [Copyright: ©2014 Chen et al.]",dp0402a04g002,NotMatch,Match
PMC4029249,Figure 3.,"Case 3, papillary adenocarcinoma in situ. Immunocytochemical stain for P63 (A, ×400) and Ki67 (B, ×400). P63 stain highlights the intact layer of myoepithelial cells. At least 30% of neoplastic cells are positive for Ki67. [Copyright: ©2014 Chen et al.]",dp0402a04g003,NotMatch,NotMatch
PMC3813678,Figure 1:,"CT of the right middle finger showing a soft tissue lesion with increased vascularity, cortical irregularity of the distal phalanx and bone erosion.",rjt06501,NotMatch,NotMatch
PMC3813678,Figure 2:,"MRI of the right middle finger showing a vascularly destructive space occupying lesion 23 × 15 × 20 mm in size. The mass was multiloculated and causing severe erosion of distal interphalangeal bone. There lesion was iso-intense on T1 weighting, homogenously hypo-intense on STIR sequences and showed intense homogenous enhancement on post gadolinium fat sat T1 sequences.",rjt06502,NotMatch,NotMatch
PMC3813678,Figure 3:,Histology of ADPA showing a high mitotic grade lesion with a small focus of lymphovascular invasion.,rjt06503,NotMatch,NotMatch
PMC3813678,Figure 4:,Plain chest radiograph taken 17 months after excision of the primary lesion showing multiple pulmonary metastasis.,rjt06504,NotMatch,NotMatch
PMC4644354,Figure 1,Gross specimen of left long finger mass after resection.,eplasty15ic60_fig1,NotMatch,NotMatch
