pmid,pmcid,title,journal,insert_time,has_targz
22028560,PMC3199410,Actinomycosis of the upper lip.,Ann Dermatol,2023-12-17-22-16-34,True
25484424,PMC4248532,Senile hemangioma of the lips.,Indian J Dermatol,2023-12-17-22-16-34,True
30214802,PMC6132091,Diode laser treatment of venous lake of the lip.,Clin Case Rep,2023-12-17-22-16-34,True
30379954,PMC6209377,Dermoscopy of venous lake on the lips: A comparative study with labial melanotic macule.,PLoS One,2023-12-17-22-16-34,True
30775142,PMC6368072,Mucoscopy of a Venous Lake.,Dermatol Pract Concept,2023-12-17-22-16-34,True
33266374,PMC7700507,"Aesthetic Treatment Outcomes of Capillary Hemangioma, Venous Lake, and Venous Malformation of the Lip Using Different Surgical Procedures and Laser Wavelengths (Nd:YAG, Er,Cr:YSGG, CO(2), and Diode 980 nm).",Int J Environ Res Public Health,2023-12-17-22-16-34,True
33373920,PMC7776749,Venous Lakes of the Lips Successfully Treated With a Sclerosing Agent 1% polidocanol: analysis of 25 report cases.,Int J Surg Case Rep,2023-12-17-22-16-34,True
34219110,PMC8810251,Small Bowel Bleeding Due to Venous Lake.,Intern Med,2023-12-17-22-16-34,True
34361334,PMC8347063,Application of Fractal Dimension and Texture Analysis to Evaluate the Effectiveness of Treatment of a Venous Lake in the Oral Mucosa Using a 980 nm Diode Laser-A Preliminary Study.,Materials (Basel),2023-12-17-22-16-34,True
35898363,PMC9308975,Dermoscopic Analysis of Vascular Malformations and Tumors Based Upon Dominant Vascular Dermoscopic Features: A Retrospective Analysis From a Tertiary Care Center of East India.,Cureus,2023-12-17-22-16-34,True
36615078,PMC9821103,"Clinical, Dermoscopic, Ultrasonographic, and Histopathologic Correlations in Kaposi's Sarcoma Lesions and Their Differential Diagnoses: A Single-Center Prospective Study.",J Clin Med,2023-12-17-22-16-34,True
36643087,PMC9832939,Importance of the Right Protocol in Using a Diode Laser (980 nm) for Small Oral Vascular Malformation Treatment.,Cureus,2023-12-17-22-16-34,True
36983290,PMC10052682,The Photocoagulation-Assisted Aesthetic Treatment of Phlebectasias of the Lips Using a Nd:YAG Laser with a Low Energy Level.,J Clin Med,2023-12-17-22-16-34,True
37383977,PMC10298619,Surgical Excision and Primary Closure of Venous Lake of Upper Eye Lid for Better Cosmetic Outcome: A Case Report.,J Cutan Aesthet Surg,2023-12-17-22-16-34,True
