pmcid,label,caption,graphic,disease,modality
PMC3199428,Fig. 1,An ill-defined bluish firm plaque on the left flank.,ad-23-S72-g001,NotMatch,NotMatch
PMC3199428,Fig. 2,"Proliferation of bland-looking spindle cells with fascicular arrangement in the reticular dermis (A), extending focally into the subcutaneous tissue (B). There was no cytological atypia or mitotic figures (H&E; original magnification, A: ×40; B: ×200).",ad-23-S72-g002,NotMatch,Match
PMC3199428,Fig. 3,"Immunohistochemistry showed that most of the tumor cells expressed a diffuse positivity for smooth muscle actin (Original magnification, ×40).",ad-23-S72-g003,NotMatch,NotMatch
PMC5312187,Figure 1,"Brown erythematous macule, about 3 cm in size, asymptomatic, and biopsy
scar on the posterior region of the right shoulder",abd-92-01-0101-gf01,NotMatch,NotMatch
PMC5312187,Figure 2,"Fusiform cells without atypia, with wavy nuclei; pink cytoplasm,
non-defined cell limits boundaries (HE, high magnification)",abd-92-01-0101-gf02,NotMatch,NotMatch
PMC5312187,Figure 3,"Fusocellular proliferation through the skin appendages, without
destroying them or changing their morphology (HE, low magnification)",abd-92-01-0101-gf03,NotMatch,NotMatch
PMC5916404,Figure 1,"Incisional biopsy: inflammatory infiltrate (Hematoxylin & eosin,
X400)",abd-93-02-0268-g01,NotMatch,Match
PMC5916404,Figure 2,Multiple lesions on the chest 15 days after excisional biopsy,abd-93-02-0268-g02,NotMatch,NotMatch
PMC5916404,Figure 3,"Spindle cells oriented in parallel bundles to the epidermal surface
(Hematoxylin & eosin, X200)",abd-93-02-0268-g03,NotMatch,Match
PMC5916404,Figure 4,"To the left, positive vimentin (X200); to the right, focally positive
smooth muscle actin (X200)",abd-93-02-0268-g04,NotMatch,Match
PMC5916404,Figure 5,Aspect of the area 45 after excisional biopsy,abd-93-02-0268-g05,NotMatch,NotMatch
PMC8079820,Fig 1,"Clinical findings in a patient with multiple DMFs. A, Firm, pink, rubbery plaque in the posterior middle aspect of the neck. B, Firm, skin-colored to light-pink, rubbery plaque on the left medial clavicle.",gr1,NotMatch,NotMatch
PMC8079820,Fig 2,"Histopathologic findings in DMF. A, Punch biopsy showing fascicles and bundles of monomorphic spindled cells oriented parallel to the epidermis, filling the mid and deep dermis. B, Spindle cell proliferation sparing adnexal structures. (A and B, Hematoxylin-eosin stain; original magnifications: A, ×40; B, ×200.)",gr2,NotMatch,NotMatch
