pmcid,label,caption,graphic,disease,modality
PMC4681228,Figure 1,(a) Lesion of nevus sebaceous of Jadassohn on the left side of the face. (b) Scar of the lesion after 10 days of complete excision,IJD-60-637a-g001,NotMatch,NotMatch
PMC4681228,Figure 2,"(a) H and E stain scanner view ×4 showing nevus sebaceous and syringocystadenoma papilliferum. (b) H and E stain scanner ×4 view showing basal cell carcinoma and Syringocystadenoma papilliferum. (c) H and E stain, low power ×10 view showing dermis having mature sebaceous glands and a hair follicle",IJD-60-637a-g002,NotMatch,Match
PMC4681228,Figure 3,"(a) H and E Stain High power ×40 view showing cluster of basaloid cells with peripheral pallisading of lesional cell nuclei and clefting artifact between the epithelium and stroma. (b) H and E stain, low power ×10 view showing dermal cysts with numerous papillary projections lined by two layers of a luminal columnar epithelium with evidence of decapitation secretion and outer flattened cuboidal epithelium",IJD-60-637a-g003,NotMatch,Match
PMC4518814,Figure 1,Hairless scalp vertex lesion present since birth that has been slowly enlarging.,eplasty15ic38_fig1,NotMatch,NotMatch
PMC4518814,Figure 2,"Enlarged view of scalp vertex lesion with a smooth, tan, plaque-like appearance.",eplasty15ic38_fig2,NotMatch,NotMatch
PMC7822779,Fig 1,"NSJ surmounted in the superior portion by a firm nodule. NSJ, Nevus sebaceus of Jadassohn.",gr1,Match,NotMatch
PMC7822779,Fig 2,"Dermoscopy of collision tumor: purple ovoid nests (black asterisk) separated by white septa (black arrows), surmounted by arborescent telangiectasias (white arrows), and surrounded by yellowish ovoid structures (white asterisk) along with yellow-pink area (white ovoid shapes) and crusts (black triangles).",gr2,NotMatch,NotMatch
PMC7822779,Fig 3,"Dermoscopy of NSJ: Yellowish globules (white arrows) aggregated in clusters on a yellow background (black asterisk). NSJ, Nevus sebaceus of Jadassohn.",gr3,Match,NotMatch
PMC7822779,Fig 4,"A, Histological image of sebaceoma and SCAP. B, Multiple tumor lobules, not connected to the epidermis. The tumor is composed mainly of immature and monomorphic sebocytes, suggesting sebaceoma. C, Invaginations with papillary projections, the mucosa of which was made up by a double layer of cuboid cells, suggesting a SCAP (Hematoxylin-eosin–stain ×20). SCAP, Syringocystadenoma papilliferum.",gr4,NotMatch,NotMatch
PMC7880072,Figure 1,Patient’s clinical photo.,cm-94-112f1,NotMatch,NotMatch
PMC7880072,Figure 2,"Videodermoscopy of the nevus plaque, a - in non-polarized light, b - in polarized light.",cm-94-112f2,NotMatch,NotMatch
PMC7880072,Figure 3,"Videodermoscopy of follicle opening, blocked with the sebum secretion, a - in non-polarized light, b - in polarized light.",cm-94-112f3,NotMatch,NotMatch
PMC7880072,Figure 4,"33 MHz scan at ROI (a) and 33 MHz scan of the intact skin, (b) in the contralateral area. f - foil on the probe tip, g - contact gel, e - epidermis, d - dermis, fat - fat tissue, fas - superficial fascia.",cm-94-112f4,NotMatch,NotMatch
PMC7880072,Figure 5,"50 MHz scan at ROI (a) and 50 MHz scan of the intact skin, (b) in the contralateral area. f - foil on the probe tip, g - contact gel, e - epidermis, d - dermis, fat - fat tissue, hf - hair follicle, sg - sebum gland conglomerate, c - cystic dilated glands ducts.",cm-94-112f5,NotMatch,NotMatch
PMC8240673,Figure 1,"Translucent, verrucous, and yellowish plaque, with central and pigmented nodule measuring 0.7 × 0.5 cm",cureus-0013-00000015325-i01,NotMatch,NotMatch
PMC8240673,Figure 2,"(a) Histological image of a nevus sebaceus. (b,c) Proliferation of primitive and abortive hair follicle structures, arranged in well-defined nests of basal cells with peripheral palisades surrounded by fibrous stroma, no retraction artifact. (d) Histological image with high magnification.",cureus-0013-00000015325-i02,Match,NotMatch
PMC7946472,Figure 1,Clinical appearance of left parietal lesion at presentation to dermatology clinic.,CRIDM2021-7598086.001,NotMatch,NotMatch
PMC7946472,Figure 2,"(a) Scanning micrograph of the porocarcinoma shows an expansile tumor arising from the epidermis with extension deep into the reticular dermis (hematoxylin and eosin, 4x). (b) Higher power shows focal necrosis of the tumor which displays cytologic atypia, including mitotic figures (hematoxylin and eosin, 20x).",CRIDM2021-7598086.002,NotMatch,Match
PMC3887160,Fig. 1,Syringocystadenoma papilliferum in the superficial part of the lesion. Tubular apocrine adenoma and cystic dilate glands in the deeper part.,kjpathol-47-569-g001,NotMatch,NotMatch
PMC3887160,Fig. 2,Syringocystadenoma papilliferum in the superficial part of the lesion. (A) Pigmented trichoblastoma and cystic dilate glands in the deeper part. (B) Pigmented trichoblastoma in the deeper part. (C) Typical features of syringocystadenoma papilliferum. (D) Pigmented trichoblastoma; lobules of basaloid aggregates with peripheral palisading.,kjpathol-47-569-g002,NotMatch,NotMatch
PMC3887160,Fig. 3,Tumor of follicular infundibulum. Aggregates of small keratinocytes show multiple connections to the epidermis and form a superficial dermal plaque.,kjpathol-47-569-g003,NotMatch,NotMatch
PMC3887160,Fig. 4,"Syringocystadenoma papilliferum in the superficial part, pigmented trichoblastoma and sebaceoma in the deeper part.",kjpathol-47-569-g004,NotMatch,NotMatch
PMC3887160,Fig. 5,(A) Superficial epithelioma with sebaceus differentiation above the trichoblastoma. (B) Superficial epithelioma with sebaceous differentiation. (C) Sebaceous differentiation in the superficial epithelioma.,kjpathol-47-569-g005,NotMatch,NotMatch
