pmid,pmcid,title,journal,insert_time,has_targz,disease
20811481,PMC2926582,Dermoscopy of rippled pattern sebaceoma.,Dermatol Res Pract,2023-12-17-22-15-43,True,Match
21892304,PMC3161692,Unusual malignant transformation of recurrent sebaceoma. A case report.,Clin Med Oncol,2023-12-17-22-15-43,True,Match
24421851,PMC3887160,Development of six tumors in a sebaceus nevus of jadassohn: report of a case.,Korean J Pathol,2023-12-17-22-15-43,True,NotMatch
25284872,PMC4171935,Sebaceoma of the conjunctiva presenting as a chalazion.,Indian J Dermatol,2023-12-17-22-15-43,True,Match
26199925,PMC4488995,"Markers for Sebaceoma Show a Spectrum of Cell Cycle Regulators, Tumor Suppressor Genes, and Oncogenes.",N Am J Med Sci,2023-12-17-22-15-43,True,Match
26595821,PMC4894790,GATA3 Expression in Normal Skin and in Benign and Malignant Epidermal and Cutaneous Adnexal Neoplasms.,Am J Dermatopathol,2023-12-17-22-15-43,True,NotMatch
27051787,PMC4809399,Glioblastoma multiforme as initial internal malignancy in Muir-Torre syndrome (MTS).,JAAD Case Rep,2023-12-17-22-15-43,True,NotMatch
27194974,PMC4868937,Four Different Tumors Arising in a Nevus Sebaceous.,Case Rep Dermatol,2023-12-17-22-15-43,True,NotMatch
27462217,PMC4943302,A Patient with Giant Rippled-Pattern Sebaceoma in the Occipital Region.,Case Rep Dermatol,2023-12-17-22-15-43,True,Match
28913263,PMC5556879,Sebaceoma Arising from Nevus Sebaceous with Early Focal Carcinomatous Area.,Arch Craniofac Surg,2023-12-17-22-15-43,True,Match
29403175,PMC5795733,Cytomorphology of Skin Adnexal Tumors: A Tale of Two Scalp Swellings.,J Cytol,2023-12-17-22-15-43,True,NotMatch
31162827,PMC6625139,Tumor mutational signatures in sebaceous skin lesions from individuals with Lynch syndrome.,Mol Genet Genomic Med,2023-12-17-22-15-43,True,NotMatch
31292324,PMC7553803,MR Imaging of Mushroom-like Skin Adnexal Tumors in the Scalp: A Report of Two Cases.,Magn Reson Med Sci,2023-12-17-22-15-43,True,NotMatch
31777362,PMC6857578,Sebaceoma on the scalp simulating a malignant pigmented neoplasia.,An Bras Dermatol,2023-12-17-22-15-43,True,Match
33532530,PMC7822779,Dermoscopy of collision tumor arising in nevus sebaceus of Jadassohn.,JAAD Case Rep,2023-12-17-22-15-43,True,NotMatch
33911534,PMC7992712,Clinical Features and Association with Visceral Malignancy in 80 Patients with Sebaceous Neoplasms.,Ann Dermatol,2023-12-17-22-15-43,True,NotMatch
33957741,PMC8107457,Sebaceous carcinoma arising from sebaceoma.,Arch Craniofac Surg,2023-12-17-22-15-43,True,Match
34177517,PMC8215995,"A Rare Occurrence of Sebaceous Carcinoma, Sebaceoma, Syringocystadenoma Papilliferum, and Trichoblastoma in a Single Nevus Sebaceous Lesion.",Case Rep Dermatol,2023-12-17-22-15-43,True,Match
34287324,PMC8293182,GLUT1 Expression in Cutaneous Sebaceous Lesions Determined by Immunohistochemical Staining Patterns.,Dermatopathology (Basel),2023-12-17-22-15-43,True,NotMatch
34419117,PMC8379813,Myxofibrosarcoma harboring an MLH1 pathogenic germline variant associated with Muir-Torre syndrome: a case report.,Hered Cancer Clin Pract,2023-12-17-22-15-43,True,NotMatch
34745849,PMC8564211,Expression and Significance of AQP3 in Cutaneous Lesions.,Anal Cell Pathol (Amst),2023-12-17-22-15-43,True,NotMatch
34786232,PMC8580110,Basal Cell Carcinoma and Sebaceoma Within Nevus Sebaceous of the Scalp.,Cureus,2023-12-17-22-15-43,True,Match
35350087,PMC9081419,Development of seven secondary neoplasms in a nevus sebaceous: a case report and literature review.,Arch Craniofac Surg,2023-12-17-22-15-43,True,NotMatch
36092234,PMC9455101,Sebaceoma in a Patient with a History of Kidney Transplantation.,Indian J Dermatol,2023-12-17-22-15-43,True,Match
36325590,PMC9907611,Sebaceoma on the nose mimicking basal cell carcinoma: Pitfalls of dermoscopy and reflectance confocal microscopy.,Skin Res Technol,2023-12-17-22-15-43,True,Match
37032629,PMC10521201,Dermatofibroma with Verocay Body-Type Palisading Features and a Brief Discussion on Potential Schwannoma Mimickers of the Skin.,Turk Patoloji Derg,2023-12-17-22-15-43,False,NotMatch
37238164,PMC10217338,Sebaceous Neoplasms.,Diagnostics (Basel),2023-12-17-22-15-43,True,NotMatch
37550731,PMC10405381,Machine learning for classification of cutaneous sebaceous neoplasms: implementing decision tree model using cytological and architectural features.,Diagn Pathol,2023-12-17-22-15-43,True,NotMatch
37736596,PMC10510334,Looking beyond the surface: Muir Torre syndrome.,Arch Clin Cases,2023-12-17-22-15-43,True,NotMatch
