pmid,pmcid,title,journal,insert_time,has_targz
12426152,PMC1241266,Pathology related to chronic arsenic exposure.,Environ Health Perspect,2023-12-17-22-08-17,True
15626654,PMC1253716,Squamous cell carcinoma of the skin and coal tar creosote exposure in a railroad worker.,Environ Health Perspect,2023-12-17-22-08-17,True
19209288,PMC2621408,Bowen's disease - a review of newer treatment options.,Ther Clin Risk Manag,2023-12-17-22-08-17,True
23587114,PMC3637079,An electronic brachytherapy technique for treating squamous cell carcinoma in situ of the digit: a case report.,BMC Res Notes,2023-12-17-22-08-17,True
24722274,PMC4061685,Annular elastolytic giant cell granuloma of conjunctiva: a case report.,Indian J Ophthalmol,2023-12-17-22-08-17,True
24765462,PMC3981308,Erythroplasia of queyrat.,Clin Pract,2023-12-17-22-08-17,True
25313532,PMC4397111,Merkel cell polyomavirus small T antigen is oncogenic in transgenic mice.,J Invest Dermatol,2023-12-17-22-08-17,True
25692082,PMC4325691,Incidental Merkel cell carcinoma in a cutaneous horn: a case report.,Dermatol Pract Concept,2023-12-17-22-08-17,True
26400483,PMC4581440,p16INK4A expression is frequently increased in periorbital and ocular squamous lesions.,Diagn Pathol,2023-12-17-22-08-17,True
26404243,PMC4632697,Topical PDT in the Treatment of Benign Skin Diseases: Principles and New Applications.,Int J Mol Sci,2023-12-17-22-08-17,True
26700288,PMC4691723,Dermatological disease in the older age group: a cross-sectional study in aged care facilities.,BMJ Open,2023-12-17-22-08-17,True
27648388,PMC5006557,In vivo reflectance confocal microscopy features of a large cell acanthoma: report of a case.,Dermatol Pract Concept,2023-12-17-22-08-17,True
27890959,PMC5111310,Anti-retroviral therapy's miracle in the treatment of Bowen's disease in a human immunodeficiency virus-positive patient: A rare case report.,Indian J Sex Transm Dis AIDS,2023-12-17-22-08-17,True
28356127,PMC5372342,"Photon irradiation using a water bath technique for treatment of confluent carcinoma in situ of the hand, digits, and nail bed: a case report.",J Med Case Rep,2023-12-17-22-08-17,True
29090201,PMC5647844,Nonsyndromic Multiple Basal Cell Carcinomas.,Arch Craniofac Surg,2023-12-17-22-08-17,True
30156629,PMC6106659,Collision tumor: pigmented Bowen's disease and seborrheic keratosis.,An Bras Dermatol,2023-12-17-22-08-17,True
30894936,PMC6420931,"Cutaneous Bowen's Disease: an Analysis of 182 Cases according To Age, Sex, and Anatomical Site from an Italian Center.",Open Access Maced J Med Sci,2023-12-17-22-08-17,True
31118770,PMC6498964,Skin graft using MatriDerm® for plantar defects after excision of skin cancer.,Cancer Manag Res,2023-12-17-22-08-17,True
31922098,PMC6896386,Premalignant male genital dermatoses.,Indian J Sex Transm Dis AIDS,2023-12-17-22-08-17,True
32341711,PMC7175428,Dermoscopy and Reflectance Confocal Microscopy in the Diagnosis and Management of Nail Fold Squamous Cell Carcinoma.,J Med Life,2023-12-17-22-08-17,True
32411476,PMC7204328,An Analysis of Biopsies for Suspected Skin Cancer at a Tertiary Care Dermatology Clinic in the Western Cape Province of South Africa.,J Skin Cancer,2023-12-17-22-08-17,True
32506248,PMC7367976,Cardiovascular Drug Use and Risk of Actinic Keratosis: A Case-Control Study.,Dermatol Ther (Heidelb),2023-12-17-22-08-17,True
32923268,PMC7485991,Human Papillomavirus (HPV)-Associated Squamous Cell Carcinoma In situ With Positive p16 and Ki-67 Immunohistochemical Stains in a Young Immunocompetent Patient.,Cureus,2023-12-17-22-08-17,True
32930344,PMC9234985,Risk Factors and Prognosis for Metastatic Cutaneous Squamous Cell Carcinoma: A Cohort Study.,Acta Derm Venereol,2023-12-17-22-08-17,True
33442364,PMC7772859,Concurrent Bowen's Disease of the Nipple and Breast Cancer.,Case Rep Oncol,2023-12-17-22-08-17,True
33547631,PMC8140015,The Treatment of Non-Melanoma Skin Cancer with Image-Guided Superficial Radiation Therapy: An Analysis of 2917 Invasive and In Situ Keratinocytic Carcinoma Lesions.,Oncol Ther,2023-12-17-22-08-17,True
34301153,PMC8899810,1% Tirbanibulin Ointment for the Treatment of Actinic Keratoses.,Ann Pharmacother,2023-12-17-22-08-17,True
34628518,PMC8502112,Impact of COVID-19 on dermatologic surgery: experience of a Midwestern academic practice.,Arch Dermatol Res,2023-12-17-22-08-17,True
34765343,PMC8575325,Morphologic Mimickers of Seborrheic Keratoses: Cutaneous Lesions Masquerading as Seborrheic Keratoses.,Cureus,2023-12-17-22-08-17,True
35450312,PMC8989896,Incidence and Prevalence of Skin Cancers in South Korea from 2008 to 2016: A Nation-Wide Population Based Study.,Ann Dermatol,2023-12-17-22-08-17,True
35872878,PMC9305313,Squamous cell carcinoma in situ crocodilus: Plaques of squamous cell carcinoma in situ simulating crocodile skin.,JAAD Case Rep,2023-12-17-22-08-17,True
36010209,PMC9406543,CD47 Expression in Non-Melanoma Skin Cancers and Its Clinicopathological Implications.,Diagnostics (Basel),2023-12-17-22-08-17,True
36072171,PMC9440736,Photodynamic Therapy Using Intense Pulse Light to Treat an HIV Patient With Perianal Squamous Cell Carcinoma: A Case Report.,Cureus,2023-12-17-22-08-17,True
36299923,PMC9588167,Cutaneous Basal Cell Carcinoma In Situ: A Case Series.,Cureus,2023-12-17-22-08-17,True
36414760,PMC9681945,Local control comparison of early-stage non-melanoma skin Cancer (NMSC) treated by superficial radiotherapy (SRT) and external beam radiotherapy (XRT) with and without dermal image guidance: a meta-analysis.,Discov Oncol,2023-12-17-22-08-17,True
36643164,PMC9836155,Knowledge and awareness about Bowen's disease among dental students.,J Adv Pharm Technol Res,2023-12-17-22-08-17,True
36676145,PMC9864074,"Phototherapy as a Treatment for Dermatological Diseases, Cancer, Aesthetic Dermatologic Conditions and Allergenic Rhinitis in Adult and Paediatric Medicine.",Life (Basel),2023-12-17-22-08-17,True
36707774,PMC9883932,High resolution dermal ultrasound (US) combined with superficial radiation therapy (SRT) versus non-image guided SRT or external beam radiotherapy (XRT) in early-stage epithelial cancer: a comparison of studies.,BMC Cancer,2023-12-17-22-08-17,True
36970438,PMC10034722,Long-term clinical outcomes of non-melanoma skin cancer patients treated with electronic brachytherapy.,J Contemp Brachytherapy,2023-12-17-22-08-17,True
38022065,PMC10657220,Efficacy of Fractionated Erbium Laser in Treating Radiation-Induced Dermal Atrophy: A Case Report.,Cureus,2023-12-17-22-08-17,False
38068343,PMC10706930,"Expression of p53, p63, p16, Ki67, Cyclin D, Bcl-2, and CD31 Markers in Actinic Keratosis, In Situ Squamous Cell Carcinoma and Normal Sun-Exposed Skin of Elderly Patients.",J Clin Med,2023-12-17-22-08-17,False
