pmid,pmcid,title,journal,insert_time,has_targz
14154225,PMC2071255,THE PRODUCTION OF MALIGNANT TUMOURS BY CADMIUM IN THE RAT.,Br J Cancer,2023-12-17-22-16-08,True
20844673,PMC2934709,Vascular tumors of the retina and choroid: diagnosis and treatment.,Middle East Afr J Ophthalmol,2023-12-17-22-16-08,True
23329960,PMC3522343,Hypothalamic cavernous angioma associated with memory and behavior disturbance attacks: role of imaging in diagnosis.,Iran J Radiol,2023-12-17-22-16-08,True
25674195,PMC4311945,Vertebroplasty of cervical vertebra.,Pol J Radiol,2023-12-17-22-16-08,True
25861344,PMC4388893,Massive Hemoptysis due to Endotracheal Hemangioma: A Case Report and Literature Review.,Tuberc Respir Dis (Seoul),2023-12-17-22-16-08,True
25960818,PMC4410728,"Extraosseous, epidural cavernous hemangioma with back pain.",Pol J Radiol,2023-12-17-22-16-08,True
26240811,PMC4522429,Single Cavernous Hemangioma of the Small Bowel Diagnosed by Using Capsule Endoscopy in a Child with Chronic Iron-Deficiency Anemia.,Clin Endosc,2023-12-17-22-16-08,True
26412983,PMC4584003,"Enrichment of the embryonic stem cell reprogramming factors Oct4, Nanog, Myc, and Sox2 in benign and malignant vascular tumors.",BMC Clin Pathol,2023-12-17-22-16-08,True
26870145,PMC4749197,Ovarian Hemangioma: a Rare Case Report and Review of the Literature.,Iran J Pathol,2023-12-17-22-16-08,True
26966471,PMC4763809,Pedunculated Hepatic Hemangioma Masquerading as a Peritoneal Tumor. A Case Report.,Pol J Radiol,2023-12-17-22-16-08,True
28989925,PMC5621078,Genital tract cavernous hemangioma as a rare cause of postpartum hemorrhage.,Obstet Gynecol Sci,2023-12-17-22-16-08,True
29515748,PMC5837169,A rare case of important and recurrent abnormal uterine bleeding in a post partum woman caused by cavernous hemangioma: a case report and review of literature.,Pan Afr Med J,2023-12-17-22-16-08,True
32596139,PMC7307612,Multiple cerebral cavernous malformations in association with a Dubowitz-like syndrome.,J Cerebrovasc Endovasc Neurosurg,2023-12-17-22-16-08,True
32724292,PMC7382876,GIANT CAVERNOUS MALFORMATION WITH UNUSUALLY AGGRESSIVE CLINICAL COURSE: A CASE REPORT.,Acta Clin Croat,2023-12-17-22-16-08,True
33071664,PMC7529128,Diffusion Tensor Imaging and Tractography Utilized in the Resection of a Midbrain Cavernous Malformation.,Ochsner J,2023-12-17-22-16-08,True
33193057,PMC7649328,Treatment of Cerebral Cavernous Malformations Presenting With Seizures: A Systematic Review and Meta-Analysis.,Front Neurol,2023-12-17-22-16-08,True
35378569,PMC9663946,Spinal intramedullary cavernous angioma patient in a pain clinic - A case report.,Anesth Pain Med (Seoul),2023-12-17-22-16-08,True
35410492,PMC9311291,Association Between Beta-Blocker or Statin Drug Use and the Risk of Hemorrhage From Cerebral Cavernous Malformations.,Stroke,2023-12-17-22-16-08,True
35508959,PMC9082132,Long-Term Management of Seizures after Surgical Treatment of Supratentorial Cavernous Malformations : A Retrospective Single Centre Study.,J Korean Neurosurg Soc,2023-12-17-22-16-08,True
36147813,PMC9485440,A systematic review and meta-analysis of surgeries performed for cerebral cavernous malformation-related epilepsy in pediatric patients.,Front Pediatr,2023-12-17-22-16-08,True
36186112,PMC9524384,Adult diffuse hepatic hemangiomatosis.,Autops Case Rep,2023-12-17-22-16-08,True
36561614,PMC9748666,Radiological and pathological characteristics of synovial hemangioma of the knee.,Exp Ther Med,2023-12-17-22-16-08,True
37415645,PMC10321780,Cavernous hemangioma of the parotid gland.,Autops Case Rep,2023-12-17-22-16-08,True
37711940,PMC10499060,"Retroperitoneal Tumor, a Primary Cavernous Hemangioma: A Case Report.",Cureus,2023-12-17-22-16-08,True
