pmcid,label,caption,graphic,disease,modality
PMC3522343,Figure 1 ,"A, Axial plain; and B, Post contrast show a mildly enhancing hyperdense nodular mass on the right side of the hypothalamus with punctate calcification (arrow head) without surrounding edema or mass effect.",iranjradiol-09-42-g001,NotMatch,NotMatch
PMC3522343,Figure 2,"A, Axial T1 weighted; B, Axial T2 weighted; C, Axial FLAIR; and D, Coronal T2 weighted images show a small well-defined mass on the right side of the hypothalamus with a mixed intensity core appearing like “popcorn” (long arrow) surrounded by a low signal intensity hemosiderin rim (short arrow) seen on T2 weighted images with no edema or mass effect as noted on FLAIR images.",iranjradiol-09-42-g002,NotMatch,NotMatch
PMC2934709,Figure 1,(A) Fundus photograph of a retinal capillary hemangioma. (B) Note prominent feeder vessels that show hyperfluorescence on fluorescein angiography. (C) B-scan ultrasonography showing a circumscribed retinal mass with a localized retinal detachment,MEAJO-17-191-g001,NotMatch,NotMatch
PMC2934709,Figure 2,(A) Fundus photograph of a peripapillary cavernous hemangioma of the retina. (B) Note the absence of retinal exudation. OCT confirms multilobulated consistency,MEAJO-17-191-g002,Match,NotMatch
PMC2934709,Figure 3,"(A) Fundus appearance of a vasoproliferative retinal tumor. (B) OCT reveals irregularly thickened retina on the surface of the tumor. Due to limited penetration, deeper aspects of the tumor are not visualized",MEAJO-17-191-g003,NotMatch,NotMatch
PMC2934709,Figure 4,"Fundus appearance of a typical retinal arteriovenous malformation. Reproduced with permission from: Singh AD, Rundle PA, Rennie IG. Retinal vascular tumors. In: Singh AD, Damato BE, Pe'er J, Murphree AL, Perry JD, editors. Clinical Ophthalmic Oncology. Philadelphia: Saunders-Elsevier, 2007:341-7",MEAJO-17-191-g004,NotMatch,NotMatch
PMC2934709,Figure 5,"(A) Fundus photograph of the right eye showing a circumscribed choroidal haemangioma. (B) On B-scan ultrasonography, there is a smooth-contoured, dome-shaped choroidal mass (C) that demonstrates high internal reflectivity on A-scan",MEAJO-17-191-g005,NotMatch,NotMatch
PMC2934709,Figure 6,"(A) Fundus photograph showing diffuse choroidal thickening with shallow subretinal fluid in the right eye. (B) Note diffuse orange color of the fundus as compared to the normal left eye. (C) On B-scan ultrasonography, there is a smooth-contoured, diffuse thickening of the choroid",MEAJO-17-191-g006,NotMatch,NotMatch
PMC4311945,Figure 1,"(A) C2 vertebroplasty under fluoroscopic guidance – during the procedure. (B) After the procedure. (C) After the procedure. A 71-year-old patient diagnosed with IgA multiple myeloma, with progressive symptoms during lower limb movements. Computed tomography (CT) examination showed osteolytic vertebral lesions and damage to odontoid process at a very high risk of fracture. Lower limb function recovered completely after the procedure.",poljradiol-80-51-g001,NotMatch,NotMatch
PMC4311945,Figure 2,"CT imaging of the cervical spine before (A, C) and after the procedure (B, D) (the same patient as in Figure 1A–1C).",poljradiol-80-51-g002,NotMatch,NotMatch
