pmcid,label,caption,graphic,disease,modality
PMC2631532,Figure 1,"a – Small, contracted second gallbladder lying on omentum. Omental adhesions to the gallbladder released. b – Cystic duct of second gallbladder with three endoclips, the cystic duct is clearly demonstrated to enter the common bile duct. c – Cystic duct divided between endoclips and cystic artery clipped.",1757-1626-2-11-1,NotMatch,NotMatch
PMC2631532,Figure 2,Boyden's classification of gallbladder anatomical variations.,1757-1626-2-11-2,NotMatch,NotMatch
PMC3162863,Figure 1,Panoramic view of a tumor mass on the lingual surface of the right mandibular body (black arrow). Note the extensive alveolar ridge resorption (white arrows),JOMFP-13-67-g001,NotMatch,NotMatch
PMC3162863,Figure 2,"Nervous component intermingled with rich collagen bundles. Note the cleft-like spaces (H and E, ×10)",JOMFP-13-67-g002,NotMatch,Match
PMC3162863,Figure 3,"Mature ganglion cell cluster surrounded by satellite cells and nerve fiber bundles (H and E, ×20).",JOMFP-13-67-g003,NotMatch,NotMatch
PMC1310517,Figure 1,"Transection point. Left sciatic nerves were exposed and transected at the level of the hip joint under pentobarbital anaesthesia. Regeneration of the left sciatic nerve was prevented by suturing of distal and proximal stumps beside the point of transection. The right sciatic nerve was left intact. For biochemical and morphological analysis two 4-mm areas (P1, P2) were cut starting 1 mm proximally to the point of transection. Also, distally two sections were cut, one (D1) starting immediately 1 mm from the point of transection and the other (D2) starting 5 mm distal to the site of transection.",1742-2094-2-26-1,NotMatch,NotMatch
PMC1310517,Figure 2,"Separation of endo-and epi-/perineurium. For biochemical studies, endoneurium was separated from the surrounding peri- and epineurium. This was done on the icy cover of a Petri dish filled with ice. The endoneurium was pulled out with fine tip forceps.",1742-2094-2-26-2,NotMatch,NotMatch
PMC1310517,Figure 3,"Cytokine expression. Cytokine expressions of IL-1β, IL-10, IFN-γ and TNF-α after transection. Statistical analyses were made with one-way ANOVA and t-test. Only those expressions that had t-values > 0 (relative to control expression) were taken into account. Significance values are marked as follows: * p = 0.05; ** p = 0.01; *** p = 0.001. The expression changes of different cytokines mRNAs could be observed at multiple time points after peripheral nerve injury. Expressions in control samples could only be observed in the epi-/perineurium. The proximal stump expressed IL-1β, TNF-α and IL-10 in a cyclic manner. The main time points for the cyclic expression pattern were 1-5, 14-21 and 35 days. The distal stump showed marked expression of these cytokines during days 1-3 after injury, but for cytokine IL-1β also at day 14. IL-10 was markedly expressed at 21 and 35 days after injury. IFN-γ was not expressed in either compartment before day 5. The proximal stump showed marked expression of this cytokine at 14 days after injury and the distal stump at 21 days. IL-4 was not markedly expressed in this study.",1742-2094-2-26-3,NotMatch,NotMatch
PMC1310517,Figure 4,"Macrophages. (A-C) The areas marked with asterisk (*) are shown with a higher magnification (×420). Black arrows indicate macrophages. (A) At day 3 macrophages are present in the epineurium (EP) of distal 1 area (×210). A few ED-1 positive cells are also seen in the endoneurium (EN). (B) In distal 1 area at day 14 there are numerous macrophages in the endoneurium (×210). (C) Some macrophages are still present in both epi- and endoneurium in the proximal 2 area at 35 days (× 210). (D-F) Longitudinal sections studied by confocal microscope. Macrophages are visualized with red color, endoneurial vessels with green, and yellow color indicates macrophages inside blood vessels. White arrows indicate the epineurial area. The pictures are focused to the endoneurial level in the middle. (D) At day 14 several macrophages can be observed in the epineurial and endoneurial area of proximal 2 area (× 120). (E) At day 35 several macrophages are still present in the epineurium of proximal 2 area, but start to decrease in the endoneurium (× 120). (F) Control from sciatic nerve (non-operated control animal) (× 120).",1742-2094-2-26-4,NotMatch,NotMatch
PMC3296625,Figure 1,"Ultrasound examination shows a well-circumscribed, echo-heterogeneous, subcutaneous nodular lesion, with a max diameter isφ0.5 cm.",1477-7819-10-35-1,NotMatch,NotMatch
PMC3296625,Figure 2,A tangle of small and medium nerve fibre bundles which were well circumscribed in fibro-adipose tissue.,1477-7819-10-35-2,NotMatch,NotMatch
PMC3860672,Figure 1.,Macroscopic View of the Lesion,traumamon-18-98-g001,NotMatch,NotMatch
PMC3860672,Figure 2.,Microscopic View of the Lesion,traumamon-18-98-g002,NotMatch,NotMatch
PMC2627419,Fig. 1,"A 56-year-old man with traumatic neuroma around the celiac trunk.A. A contrast-enhanced abdominal CT scan in the arterial phase showed no mass present around the celiac trunk 5 months previously.B, C. Contrast-enhanced abdominal CT scans in the arterial phase show a lobulated hypoattenuating soft tissue mass in the celiac region encasing the common hepatic artery, splenic artery, gastroduodenal artery, and the proper hepatic artery.D, E. Contrast-enhanced abdominal CT scans in the portal phase (D) and equilibrium phase (E) show a mild homogeneous enhancement of this mass.F. Volume-rendering CT angiography shows that the celiac trunk and its tributaries are patent without vessel wall irregularities, or vessel caliber stenosis.G. Fluorodeoxyglucose (FDG)-positron emission tomography (PET) image shows no increased uptake around the celiac trunk with a mean standardized uptake value of 3.2.H. The resected celiac mass is composed of several pieces of irregular pale tan to yellow firm tissue, measuring 3.5 × 3.0 × 1.0 cm in aggregates.I, J. Microscopically, the celiac mass consists of small (arrows) and large (asterisk) proliferating fascicles of nerve in a background of collagen and fat tissue (Hematoxylin & Eosin staining, × 100). The celiac mass is composed of a haphazard proliferation of nerve fascicles, including axons with their investitures of myelin, Schwann cells, and fibroblasts (Hematoxylin & Eosin staining, × 200).",kjr-8-242-g001,Match,Match
PMC3623102,Figure 1," Photograph illustrating the experimental injury. Fifty grams of traction is applied in a direction orthogonal to the native nerve course after external neurolysis, simultaneously, three second maximal compression is applied at the sciatic trifurcation, just distal to a mesoneurial suture. Malleus nipper with tip detail and 100 g spring scale in bottom left. In situ sciatic nerve immediately after injury (top right).",ebsj01052-1,NotMatch,NotMatch
PMC3623102,Figure 2," Injury zones at five days (a–d, bar = 200 µm) and 65 days (e–h, bar = 50 µm), comparing crush (top) to experimental (bottom) injuries; Masson's trichrome and neurofilament. Note the aberrant axonal sprouting and regeneration in the experimental injury group, associated with increased intrafascicular collagen, in contrast to orderly regeneration and lack of scar in the simple crush group.",ebsj01052-2,NotMatch,NotMatch
PMC3623102,Figure 3," Mean vertical and fore-aft ground reaction forces at both baseline and 9 weeks from representative animals. Compared to baseline and crush-injured animal at 9 weeks, animals in the experimental group bear less weight on both their right (surgical) hind limb (solid line), and fore limb (dotted line) at 9 weeks. Comparable with historical data, the crush animal have improved braking (*) and propulsive (#) forces in fore and hind limbs (injured side) compared to the experimental group, though these have not returned to baseline values.",ebsj01052-3,NotMatch,NotMatch
PMC3927670,Figure 1,Hemispherical transparent swelling on the labial mucosa (arrow,jds-14-046-g001,NotMatch,NotMatch
PMC3927670,Figure 2a,a Traumatic neuroma: haphazard arrangement of nerve bundles within the stroma b Mucocele: area of spilled mucin surrounded by granulation tissue c Minor salivary glands b Traumatic neuroma: nerve bundles within dense fibrous connective tissue (×100),jds-14-046-g002,Match,Match
PMC3873321,Fig. 1,"The sagittal (A) and cross-sectional images (B) clearly reveal a curving branch of the mandibular canal with a recurrent path at the right retromolar area (White arrow: retromolar canal, black arrow: main mandibular canal). C. The retromolar canal is not detectable on the routine panoramic radiograph.",isd-43-309-g001,NotMatch,NotMatch
PMC3873321,Fig. 2,"The retromolar canal branching from the right mandibular canal is identifiable in the sagittal (A) and cross-sectional images (B) (White arrow: retromolar canal, black arrow: main mandibular canal). C. The retromolar canal is not detectable on the routine panoramic radiograph.",isd-43-309-g002,NotMatch,NotMatch
PMC4134868,Figure 1,"A. Panoramic radiographic images showing an osteolytic ill-defined lesion on the left side of the mandible, extending from the second premolar to the mandibular ramus, and; B. Cone beam CT scan in section images showing osteolytic lesion and destruction of the mandibular vestibular bony cortical.",jced-6-e317-g001,NotMatch,NotMatch
PMC4134868,Figure 2,"A. Histopathological examination showing a haphazard, tortuous proliferation of nerve bundles within a vascularized fibrous connective tissue stroma. Hematoxylin and eosin stain, original magnification x10; B. Cross-sectioned nerve bundle within a vascularized fibrous connective tissue stroma. Hematoxylin and eosin stain, original magnification x40; C. Strong positivity of the bundles for the neural marker S-100. Immunohistochemical staining, original magnification x40.",jced-6-e317-g002,NotMatch,Match
PMC4134868,Figure 3,"Panoramic radiograph showing total regression, one year after the incisional biopsy.",jced-6-e317-g003,NotMatch,NotMatch
PMC4236993,Fig. 1A-E,Silicone could significantly increase the myelin thickness in the side that silicone was applied,wjps-3-093-g001,NotMatch,NotMatch
PMC4178271,Figure 1.,"A) Computed tomography scan of the abdomen shows a cyst in the tail of the pancreas (arrowhead), which appears connected to the dilated main pancreatic duct (arrow). B) Gross photograph of the pancreatic tail reveals a 2.5 cm unilocular cyst adjacent to the dialted main pancreatic duct (asterisk). The surrounding parenchyma is fibrotic and contains multiple smaller cystic spaces (arrowheads); near the resection margin at right, the pancreatic parenchyma assumes a more normal gross appearance.",rt-2014-3-5286-g001,NotMatch,NotMatch
PMC4178271,Figure 2.,"A) Cluster of cystically-dilated pancreatic ducts. The intervening parenchyma shows chronic pancreatitis with mild lymphocytic inflammation, scattered islets, and near-total loss of acini (Hematoxylin and Eosin, ×20). B) Nodules of squamous metaplasia surrounding the smallest pancreatic ducts; focally the luminal epithelium is cuboidal (arrow) (Hematoxylin and Eosin, ×100). Immunostaining for p63 (inset, 100) highlights the squamoid epithelium but spares the overlying ductal epithelial cells in these small ducts.",rt-2014-3-5286-g002,NotMatch,Match
PMC4178271,Figure 3.,"Granular cell traumatic neuroma, which shows infiltration around small pancreatic ducts with squamous metaplasia (upper right); normal acinar parenchyma can be seen in the lower left corner (Hematoxylin and Eosin, ×20). Lesional cells are intensely S100+ (inset, ×100).",rt-2014-3-5286-g003,Match,Match
PMC4516113,FIGURE 1,Diminutive papules in the body of penis,abd-90-03-0397-g01,NotMatch,NotMatch
PMC4516113,FIGURE 2,"Papules on the body of penis. Notice location of area corresponding to
insertion of foreskin",abd-90-03-0397-g02,NotMatch,NotMatch
PMC4516113,FIGURE 3,"HE-100x. Proliferation of neural branches in the lamina propria. Observe the
squamous epithelium without acanthosi",abd-90-03-0397-g03,NotMatch,Match
PMC4516113,FIGURE 4,Immunoperoxidase S-100 400x. Detail of proliferated neural branches,abd-90-03-0397-g04,NotMatch,Match
PMC5193054,Figure 1.,Colonoscopic view of incompletely excised 8mm distal rectal polyp.,gov023f1p,NotMatch,NotMatch
PMC5193054,Figure 2.,Endorectal ultrasound of rectal lesion showing submucosal involvement. (A) Axial view with arrows denoting mural component in muscularis propria; (B) Axial view with arrow demonstrating mucosal component; (C) 3D reconstruction showing mucosal (arrows) and muscular wall (arrowheads) components.,gov023f2p,NotMatch,NotMatch
PMC5193054,Figure 3.,Pathology images of traumatic rectal neuroma. (A) Low power view. Note overlying mucosa with hemorrhage and ulceration. Submucosa and muscularis propria are involved by a proliferation of nerves growing in a haphazard arrangement. (B) High power view of nerve bundles. (C) S100 and neurofilament highlight the nerve bundles. (D) Epithelial membrane antigen highlights the perineurium.,gov023f3p,NotMatch,NotMatch
PMC4421965,Figure 1,Swelling associated with high frenal attachment,AJNS-10-169-g001,NotMatch,NotMatch
PMC4421965,Figure 2,"Presence of nerve bundles (red arrows) just beneath the epithelium within the connective tissue (H and E, ×40)",AJNS-10-169-g002,NotMatch,NotMatch
PMC4421965,Figure 3,"Nerve bundles without capsule (red arrows) seen admixed with the fibrovascular stroma (H and E, ×40)",AJNS-10-169-g003,NotMatch,NotMatch
PMC4669023,Figure 1,Gross image of PRGD/PDLLA/β-TCP conduit and photographs taken during the operation. (A) Gross image of PRGD/PDLLA/β-TCP conduit; (B) 20-mm-long nerve defect was bridged with PRGD/PDLLA/β-TCP nerve conduit (25 mm in length and 5 mm inner diameter) (C).,rbv006f1p,NotMatch,NotMatch
PMC4669023,Figure 2,"Follow-up examination of patient 1. (A) Monofilament touch test was conducted 13 months after the operation. The measurement was 300 g in tiger mouth area, and 0.4 g in proximal phalanx of index and middle finger; (B) Photographs showing the appearance and functional recovery 13 months after the operation. Wrist stretch and finger stretch of left hand has almost returned to the normal level. Myodynamia reached level 4, and (C) the patient could stretch wrist and fingers in the presence of strong resistance; (D) Electrophysiology results 13 months after the operation. As measured by EMG, the motor nerve conduction velocity was 65.8 m/s, which was close to the normal level; (E, F) High Frequency B Ultrasonography 13-months after the operation. The defects have been bridged with the regenerated nerve. The regenerated nerve fibers appeared healthy with whole lumen and a clear appearance. The blood flow to the nerve was abundant, and no swelling was observed in the conjunction area; (G) Photograph taken during the surgery to remove the Jefferson-fracture reduction plate 23 months after the implantation. The nerve was completely regenerated and reconnected to the both ends of the defects; the structure appeared uniformly without any abnormal expansion. The conduit material was not visible, presumably has degraded completely.",rbv006f2p,NotMatch,NotMatch
PMC4669023,Figure 3,Photographs taken during the operation. (A) Obsolete nerve injury with neuroma formation; (B) Nerve was bridged by PRGD/PDLLA/β-TCP conduit after removal of the neuroma.,rbv006f3p,NotMatch,NotMatch
PMC4669023,Figure 4,"Follow-up examinations of patient 2. (A) Monofilament touch test 10 months after the operation. Photograph shown that monofilament touch pressure test was given to the patient; (B, C) Photographs showing the appearance and functional recovery 6 months post-operation. (B) Pen picking was demonstrated; (C) Wrist bending was done with little assistant; (D, E) High Frequency B Ultrasonography taken 6 months after the operation. (D) The triangle arrow pointed to the nerve fibers tract located in the conduit; (E) the nerve between the distal and proximal ends has been connected, red arrow indicated the blood flow in median nerve located at the distal end of the conduit; (F) The amyotrophy of thenar muscles at the left have greatly improved 10 months after the operation; (G, H) Functional Recovery at 10 months after the operation. (G) The left thumb can hold a pen firmly with another finger in fluent and coherent action. (H) Demonstrated that the finger can hold a coin (fine objects) with another finger with less smooth action.",rbv006f4p,NotMatch,NotMatch
PMC5005295,Figure 1,Panels A and B depict small nodules on the dorsal side of the penile shaft. Panels C and D show intraoperative photographs of the nodules after retraction of the penile skin overlying the lesions.,gr1,NotMatch,NotMatch
PMC5005295,Figure 2,"Panel A displays excised nodules. Panel B shows a well-circumscribed lesion composed of small nerve fascicles enveloped in a myxoid stroma (hematoxylin and eosin, ×200).",gr2,NotMatch,NotMatch
PMC4863315,Fig. 1,"
a Photograph showing an obvious swelling of the left palatine mucosa (arrows). b A T2-weighted magnetic resonance image showing the lesion as an area of high-signal intensity (arrow)",13256_2016_908_Fig1_HTML,NotMatch,NotMatch
PMC4863315,Fig. 2,"
a Many haphazard nodes can be seen within the fibrous stroma (hematoxylin and eosin stain ×100) and b hematoxylin and eosin stain × 200. c A strong positive signal for S-100 of the bundles within the nodes is evident (S-100 protein ×100). d Factor VIII was positive in the microvessels within the fibrous stroma, but did not stain the nerve bundles (Factor VIII ×200)",13256_2016_908_Fig2_HTML,NotMatch,Match
PMC4863315,Fig. 3,The lesion excised from the left side of the palatine mucosa was approximately 6×3 cm,13256_2016_908_Fig3_HTML,NotMatch,NotMatch
PMC4940206,Fig. 1,Piglet tail (A) immediately before and (B) after approximately two-thirds removed by hot iron docking.,gr1,NotMatch,NotMatch
PMC4940206,Fig. 2,"Histopathological features in sections of pig tail stump 1 week after docking. (A) Cellular crust, epidermal hyperplasia and accentuation of rete pegs. HE. (B) Widespread granulation tissue, neutrophilic inflammation with some ulceration, abscess formation and oedema in the dermis. HE. (C). Myofibre atrophy and regeneration (*) in the deep skeletal muscle around the coccygeal vertebrae. HE. (D) De-novo axonal growth extending to the superficial dermis and dermo-epidermal junction (S100 expression). IHC.",gr2,NotMatch,NotMatch
