pmcid,label,caption,graphic,disease,modality
PMC3667320,Figure 1,Clinical picture of nodulo-ulcerative lesion on the right side of the nose,IJD-58-244c-g001,NotMatch,NotMatch
PMC3667320,Figure 2,"Microphotograph showing adenoid pattern with connection of the lesion to the overlying epidermis (inset) (hematoxylin and eosin, ×100)",IJD-58-244c-g002,NotMatch,Match
PMC3667320,Figure 3,"Bcl-2 expression in the tumor cells (immunochemistry, ×400)",IJD-58-244c-g003,NotMatch,NotMatch
PMC4349015,Figure 1,"(a) Cytology smear shows discrete and tight clusters of small roundcells (MGG, ×240). (b) cytology smear shows pinkish basement membrane like material surrounded by round cells (MGG, ×440) (c) Histology section of cylindroma showing acellular basement membrane like material along with round cells (H and E, ×220)",JCytol-31-213-g001,Match,NotMatch
PMC6210812,Figure 1,"Nodular hidradenoma (a) fine-needle aspiration smears showing cohesive clusters and sheets of epithelial cells adhered to eosinophilic basement membrane like material (Giemsa stain ×100). (b) Basaloid tumor cells with high N:C ratio, bland chromatin, round to oval nuclei, and moderate amount of cytoplasm with vacoulations at places (Giemsa stain ×400). (c) Histopathological image showing nests and sheets of cells with clear cytoplasm and presence of few cystic spaces (Hematoxylin and Eosin, × 100)",JCytol-35-204-g002,NotMatch,Match
PMC6210812,Figure 2,"Cylindroma (a) fine-needle aspiration smears showing papillary clusters of basaloid cells with an inset showing presence of hyaline globule (Giemsa stain ×100). (b) Histopathological image showing compact nests of basaloid cells forming jigsaw puzzle (Hematoxylin and Eosin, × 400)",JCytol-35-204-g003,Match,Match
PMC6210812,Figure 3,"Chondroid syringoma (a) fine-needle aspiration smears showing the presence of abundant chondromyxoid ground substance (Giemsa, ×4) with an inset showing round to plasmacytoid tumor cells with monomorphic, centrally to eccentrically located nuclei, fine chromatin, and moderate to abundant cytoplasm (Giemsa, ×40). (b) Histopathological image showing benign epithelial and myoepithelial cells arranged in nests, tubules, and cords surrounded by chondromyxoid stroma (Hematoxylin and Eosin, ×4)",JCytol-35-204-g004,NotMatch,NotMatch
PMC2740523,Figure 1,Cylindroma of the scalp,IJPS-41-229-g001,Match,NotMatch
PMC2740523,Figure 2,Area of resection and drawing flaps of the scalp,IJPS-41-229-g002,NotMatch,NotMatch
PMC2740523,Figure 3,Schematic drawing of the scalp flap,IJPS-41-229-g003,NotMatch,NotMatch
PMC2740523,Figure 4,Aggressive local recurrence,IJPS-41-229-g004,NotMatch,NotMatch
PMC2740523,Figure 5,Sebaceous carcinoma on the superior right eyelid superior,IJPS-41-229-g005,NotMatch,NotMatch
PMC2740523,Figure 6,Eyelid reconstruction by means of an orbicularioculis musculocutaneous flap,IJPS-41-229-g006,NotMatch,NotMatch
