pmcid,label,caption,graphic
PMC3229063,Fig. 1,Clinical features of fibrofolliculomas.,ad-23-S193-g001
PMC3229063,Fig. 2,"Histopathology of fibrofolliculoma. (A) H&E stain, ×40. (B) H&E stain, ×100.",ad-23-S193-g002
PMC3229063,Fig. 3,Imaging studies. (A) Multiple lung cysts found on chest computed tomography. (B) A right renal cyst found on abdominal sonography.,ad-23-S193-g003
PMC2526433,Fig. 1,"Multiple small dome-shaped, flesh-colored papules on the face and neck.",jkms-23-332-g001
PMC2526433,Fig. 2,"(A) Concentric layers of cellular fibrous tissue around hair follicles representing perifollicular fibroma (hematoxylin-eosin stain; original magnification ×40, inset ×200). (B) Raised papule composed of connective tissue surrounded by a lateral collarette representing trichodiscoma (hematoxylin-eosin stain; original magnification ×40, inset ×200).",jkms-23-332-g002
PMC2526433,Fig. 3,"Sequence analysis of the Birt-Hogg-Dubé gene, showing deletion of a thymidine in the exon 14 (c.2012delT).",jkms-23-332-g003
PMC2526433,Fig. 4,Distribution of mutations reported in Birt-Hogg-Dubé syndrome.,jkms-23-332-g004
PMC2629673,Fig. 1,"(A) Preoperative appearance shows a solitary, firm, non-tender, well-demarcated and skin-colored bean-sized mass on the right upper eyelid. (B) Postoperative (11 months) appearance shows the right upper lid, which has maintained its shape; the lesion has not yet recurred.",kjo-21-169-g001
PMC2629673,Fig. 2,Low-power histopathologic appearance of a fibrofolliculoma showing proliferation of fibrotic stroma surrounding the central dilated infundibulum of the hair follicle with proliferative thin epithelial strands (Hematoxylin-eosin stain ×40).,kjo-21-169-g002
PMC2629673,Fig. 3,"High-power histopathologic photograph showing the characteristic appearances of proliferating infundibular epithelial strands with perifollicular fibrous reaction, anastomosing to form an epithelial network (arrow: hair follicle, Hematoxylin-eosin stain, ×100).",kjo-21-169-g003
