pmcid,label,caption,graphic,disease,modality
PMC3662930,Fig. 1,(A) Multiple yellow or flesh-toned papules on both cheeks and lateral canthus. (B) Most lesions disappeared after 10 days of treatment.,ad-25-257-g001,NotMatch,NotMatch
PMC3276792,Fig. 1,"Numerous, 1~2 mm-sized yellowish papules scattered on the scrotum and proximal half of the penile shaft. Note the perifollicular distribution of the lesions.",ad-23-S341-g001,NotMatch,NotMatch
PMC3276792,Fig. 2,"Histology shows a lobulated lesion composed of enlarged sebaceous glands (>4 around each pilosebaceous unit) extending down into the dermis. The cells are predominantly mature sebocytes with a peripheral germinative layer. No cytological atypia were present (H&E, ×100).",ad-23-S341-g002,NotMatch,Match
PMC3945259,Fig.1,Preoperative view,CHSJ-38-1-041-fig1a,NotMatch,NotMatch
PMC3945259,Fig.2,Preoperator view,CHSJ-38-1-041-fig2,NotMatch,NotMatch
PMC3945259,Fig.3,Surgical speciment,CHSJ-38-1-041-fig3,NotMatch,NotMatch
PMC3945259,Fig.4,"Rhinophima hyperplasia of sebaceous glands, HE,",CHSJ-38-1-041-fig4,NotMatch,NotMatch
PMC3945259,Fig.5,"Enlarged sebaceous ducts filed with keratin and sebum, HE, x10",CHSJ-38-1-041-fig5,NotMatch,NotMatch
PMC3945259,Fig.6,"Lymphocytes and histiocytes perivascular and perifollicular, HE, x10",CHSJ-38-1-041-fig6,NotMatch,NotMatch
PMC3945259,Fig.7,"Dermal infiltrates formations creating granulomas, HE, x10",CHSJ-38-1-041-fig7,NotMatch,NotMatch
PMC3945259,Fig.8,Postoperative view after 2 months,CHSJ-38-1-041-fig8a,NotMatch,NotMatch
PMC3919849,Figure 1.,"Case 1. (A) A group of papules on the chest with linear distribution pattern. (B) Dermoscopy of sebaceous gland hyperplasia. Note the aggregation of yellowish-white clods with linear vessels between or above the clods. (C) Dermoscopy of sebaceous gland hyperplasia followed by HDR image conversion. Note the multi-lobulated clods with central openings. (D) Hematoxylin and eosin staining of biopsied lesion of sebaceous gland hyperplasia: Note the multiple, mature sebaceous lobules attached to the central dilated duct in the upper dermis. Original magnification ×25. [Copyright: ©2014 Sato et al.]",dp0401a16g001a,NotMatch,NotMatch
PMC3919849,Figure 2.,Case 2. (A) Multiple papules on the chest showing linear arrangement. (B) Dermoscopy of sebaceous gland hyperplasia. Note the aggregation of yellowish-white clods with vague linear vessels surrounding the clods. (C) Dermoscopy of sebaceous gland hyperplasia followed by HDR image conversion. Note the multi-lobulated clods with central openings and surrounding vessels. [Copyright: ©2014 Sato et al.],dp0401a16g002a,NotMatch,NotMatch
PMC3921764,Fig. 1,Hyperpigmentation of the median raphe of the penis.,CEJU-65-00148-g001,NotMatch,NotMatch
PMC3921764,Fig. 2,Hyperpigmentation of the median raphe of the scrotum.,CEJU-65-00148-g002,NotMatch,NotMatch
PMC3921764,Fig. 3,Prominent veins of the penis.,CEJU-65-00148-g003,NotMatch,NotMatch
PMC3921764,"Fig. 4, 5",Multiple pearly penile papules on the coronal margin of the glans.,CEJU-65-00148-g004,NotMatch,NotMatch
PMC3921764,Fig. 6,"Several millimeters in diameter, distally directed pearly penile papules resembling genital warts.",CEJU-65-00148-g005,NotMatch,NotMatch
PMC3921764,Fig. 7,Single pearly penile papule on the glans penis. Diagnosis is based on the dermatoscopic examination.,CEJU-65-00148-g006,NotMatch,NotMatch
PMC3921764,Fig. 8,Sebaceous hyperplasia on the internal lamina of the prepuce.,CEJU-65-00148-g007,Match,NotMatch
