pmcid,label,caption,graphic,disease,modality
PMC3543600,Figure 1,"(a) Round tumor cells with well defined cell borders, cytoplasmic blebs at places, pleomorphic nuclei, plasmacytoid cells and a mitotic figure (Giemsa, ×400); (b) Hallmark tumor cell (Giemsa, ×400); (c) Hand mirror cell (Giemsa, x400); (d) Doughnut cell (Giemsa, ×400)",JCytol-29-267-g001,NotMatch,Match
PMC3543600,Figure 2,"Diffuse population of tumor cells with round to pleomorphic nuclei, horse shoe shaped nuclei, mitotic figures, apoptotic bodies and part of overlying epidermis can be seen (H and E, ×400), Inset showing CD 30 positivity (IHC, ×400)",JCytol-29-267-g002,NotMatch,NotMatch
PMC2918348,Figure 1,"Erythematous papules, plaques, and nodules in generalized distribution",JCAS-2-97-g001,NotMatch,NotMatch
PMC2918348,Figure 2,Ulceration of plaque seen,JCAS-2-97-g002,NotMatch,NotMatch
PMC2918348,Figure 3,Resolved lesion with hyperpigmentation,JCAS-2-97-g003,NotMatch,NotMatch
PMC2918348,Figure 4,Resolved lesion with scarring,JCAS-2-97-g004,NotMatch,NotMatch
PMC2918348,Figure 5,Dense mononuclear infiltrate throughout dermis extending into subcutis (Stain H and E ×25),JCAS-2-97-g005,NotMatch,NotMatch
PMC2918348,Figure 6,Many large lymphocytes with atypical nuclei seen (Stain H and E ×100),JCAS-2-97-g006,NotMatch,Match
PMC2918348,Figure 7,Immunonohistochemistry showing CD30-positive cells,JCAS-2-97-g007,NotMatch,NotMatch
PMC2918348,Figure 8,Immunohistochemistry showing EMA-negative cells,JCAS-2-97-g008,NotMatch,NotMatch
PMC2918348,Figure 9,After treatment (after eight months of treatment),JCAS-2-97-g009,NotMatch,NotMatch
PMC3765467,Figure 1,"Punch biopsy from the left neck with involvement by HL. 1a and 1b: Hemotoxylin and Eosin stain (20× and 100×). There is an atypical infiltrate involving the entire dermis with scattered larger cells. A grenz-zone is between the infiltrate and the epidermis. 1c – 1f: Hemotoxylin and Eosin stain (200× and 400×). The infiltrate is composed predominantly of small lymphocytes and abundant histiocytes in the background. Several large cells, some of which are binucleated and show prominent nucleoli (compatible with Reed-Sternberg cells and RS variants) are seen. In addition, scattered neutrophils are also present. Atypical mitoses can be easily detected.",1746-1596-8-135-1,NotMatch,NotMatch
PMC3765467,Figure 2,"Immunohistochemistry of the punch biopsy from the left neck. The atypical cells are positive for CD30, CD79a and CD20. CD15 and PAX5 show positive and dim staining in the tumor cells. CD3 and CD68 (not shown) stain a background of small T-cells and abundant histiocytes, respectively. The large cells are negative for CD45, EBER and Melan-A (not shown).",1746-1596-8-135-2,NotMatch,NotMatch
PMC3765467,Figure 3,"Punch biopsy from the scalp with malignant melanoma. 3a and 3b: Hemotoxylin and Eosin stain (20× and 100×). There is an atypical melanocytic proliferation with a predominant dermal component, but with individual atypical junctional nests seen. 3c and 3d: Hemotoxylin and Eosin stain (200× and 400×). The atypical melanocytes are predominantly epithelioid with light eosinophilic cytoplasm, hyperchromatic and vesicular nuclei with variable prominent nucleoli. Scattered mitotic figures were seen, including in the deeper portion of the lesion. 3e and 3f: Melan-A immunostain (20× and 100×).",1746-1596-8-135-3,NotMatch,NotMatch
PMC3852251,Figure 1,Clinical features. (A) The skin tumor on patient’s upper right eyelid; (B) No relapse occurred 12 months after surgical excision.,1750-9378-8-41-1,NotMatch,NotMatch
PMC3852251,Figure 2,"Histological and immunohistochemical findings. (A) Diffuse lymphocytic infiltration of the dermis predominantly composed of large pleomorphic cells with irregular nuclei and prominent nucleoli (hematoxylin-eosin staining, magnification 20×). By immunoperoxidase staining, the neoplastic cells showed marked and diffuse expression of CD3 (B) and CD30 (C).",1750-9378-8-41-2,NotMatch,NotMatch
PMC3852251,Figure 3,C. pneumoniae detection in tumor biopsy (T) and PBMCs (P). Total DNA and RNA were extracted by tissue specimen and PBMC and analyzed by PCR and RT-PCR for 16s RNA C. pneumoniae gene. Amplification controls include negative (C-) and positive controls (corresponding respectively to DNA and RNA extracted from C. pneumoniae TW183 strain); Marker 100 bp (M).,1750-9378-8-41-3,NotMatch,NotMatch
PMC3852251,Figure 4,"HHV8 presence in tumor biopsy and peripheral blood. (A) Total DNA extracted from biopsy tissue (T) was analyzed by PCR for HHV8 ORF50 and ORF26 genes. Amplification of the house-keeping β-actin gene was included as a control, and DNA from a T cell line negative for HHV8 (JJhan cells) and from a PEL-derived B cell line latently infected by HHV8 (BCBL-1 cells) were respectively used as negative (C-) and positive (C+) controls. Amplification controls also included: blanks of extraction (B1) and amplification (B2). (B) Total DNA extracted from PBMCs (P) and plasma (PL) fractions were analyzed as described for tumor biopsy. (C) Total RNA extracted from PBMCs was analyzed by RT-PCR for HHV8 lytic (ORF50, ORF26) and latent (ORF73) genes. Negative (C-) and positive (C+) controls, and β-actin control with (RT+) or without (RT-) previous retrotranscription are also shown.",1750-9378-8-41-4,NotMatch,NotMatch
PMC3386999,Figure 1,"Polymerase chain reaction (PCR) amplification of the Merkel cell polyomavirus in the skin tumors.Six MCPyV gene fragments were detected in Merkel cell carcinoma, basal cell carcinoma (BCC), and actinic keratosis (AK). Cases involving synchronous or metachronous metastases are marked with an asterisk. Specific PCR fragments, including large T (LT)2, VP1, and VP2, were not amplified constantly in AK cases 2 and 3 (see text). To clarify, we replaced this part with a picture of successful amplification in another trial. Abbreviations: BCC, basal cell carcinoma; AK, actinic keratosis; 293T, polyomavirus SV40 T antigen-positive 293 cells. The lower panel indicates the single PCR proliferation band of the CDC25 gene.",pone.0039954.g001,NotMatch,NotMatch
PMC3386999,Figure 2,"Morphology and immunohistochemical staining.Representative cases of Merkel cell carcinoma (MCC; A, B), a basal cell carcinoma (BCC)-positive case (C, D), and a BCC-negative case (E). Immunohistochemical staining with the anti-MCPyV large T-antigen antibody (CM2B4) (B, D, E). Heterogeneous and diffuse staining was observed in MCC (B), and strong diffuse positivity (D) and total negativity (E) was detected in BCC. Inset: Nuclear staining of MCPyV in MCC (B) and BCC (D,E).",pone.0039954.g002,NotMatch,NotMatch
PMC3386999,Figure 3,"MCPyV copy number in various skin tumors.(A) Digital PCR software-generated composite heat maps showing chambers with positive signals for both control RNaseP genes (blue) and MCPyV (red). Digital PCR heat maps are indicated in the upper panel for Merkel cell carcinoma case 6, in the middle panel for basal cell carcinoma (positive case), and in the lower panel for actinic keratosis (case 1). (B) Scatter plot of the MCPyV copy number of Merkel cell carcinoma, basal cell carcinoma, and actinic keratosis. Immunohistochemically positive cases are shown as black dots (▪), and negative cases are indicated by triangles (▴).",pone.0039954.g003,NotMatch,NotMatch
PMC3875977,FIGURE 1,"Widespread scaly eruption with ulcerated nodules and scarring hypochromic
spots",abd-88-06-s1-0132-g01,NotMatch,NotMatch
PMC3875977,FIGURE 2,Lesions on scalp,abd-88-06-s1-0132-g02,NotMatch,NotMatch
PMC3875977,FIGURE 3,"Infiltration of medium and large atypical lymphoid cells in the superficial and
reticular dermis and in the subcutaneous tissue, with significant eosinophilia",abd-88-06-s1-0132-g03,NotMatch,NotMatch
PMC3875977,FIGURE 4,Chest CT scan showing parenchymal nodule in the left hemithorax,abd-88-06-s1-0132-g04,NotMatch,NotMatch
PMC4533536,Figure 1,"Clinical Image: Multiple reddish-brown shiny plaques, papules and nodules, are ranging from 0.2 to 2.2 cm size over the ventral aspect of the left thigh region. Few nodules show ulceration with sero-sanguinous discharge and crusting. Total size of the lesional area is 20×10 cm",IJD-60-373-g001,NotMatch,Match
PMC4533536,Figure 2,"Skin Biopsy, H and E stained Histology: (a) Diffuse dense infiltrate of tumor cells in superficial and reticular dermis and subcutis. Mild epidermotropism is seen (×40); (b) perivascular infiltration of atypical lymphoid cells in the dermis (×100); (c) periadnexal infiltration of atypical lymphoid cells in dermis and subcutaneous tissue (×200); (d) tumor compose of markedly atypical, large, pleomorphic epithelioid-like cells with marked nuclear pleomorphism, prominent nucleoli, and eosinophilic cytoplasm, along with immature cells resembling immunoblasts. Neural entrapment is seen (×400)",IJD-60-373-g002,NotMatch,Match
