pmid,pmcid,title,journal,insert_time,has_targz
20714388,PMC2916106,Poliosis of eyelashes as an unusual sign of a halo nevus.,Korean J Ophthalmol,2023-12-17-22-13-05,True
25097486,PMC4112264,Dermoscopy of halo nevus in own observation.,Postepy Dermatol Alergol,2023-12-17-22-13-05,True
25814744,PMC4372948,Basal cell carcinoma with halo phenomenon in a young female: significance of dermatoscopy in early diagnosis.,Indian J Dermatol,2023-12-17-22-13-05,True
26904453,PMC4738519,Dermpath quiz: An irregularly colored papule on the back of an adolescent female.,Indian Dermatol Online J,2023-12-17-22-13-05,True
27057061,PMC4817486,Throwing Light onto the Core of a Halo Nevus: A New Finding.,Indian J Dermatol,2023-12-17-22-13-05,True
28580411,PMC5447382,Recurrent halo nevus: Dermoscopy and confocal microscopy features.,JAAD Case Rep,2023-12-17-22-13-05,True
29133759,PMC5695056,Factors Associated with Development of Vitiligo in Patients with Halo Nevus.,Chin Med J (Engl),2023-12-17-22-13-05,True
29364437,PMC5786395,Prepubertal and postpubertal vitiligo: a multivariate comparative study in 375 patients.,An Bras Dermatol,2023-12-17-22-13-05,True
30976642,PMC6441708,Tattoo pigment removal by halo nevus phenomenon.,JAAD Case Rep,2023-12-17-22-13-05,True
31057264,PMC6484574,"Efficacy of 308-nm Monochromatic Excimer Light in the Management of Halo Nevi: An Open-Label, Pilot Study.",J Cutan Aesthet Surg,2023-12-17-22-13-05,True
31296994,PMC6596346,Hearing status in patients with vitiligo.,Clin Cosmet Investig Dermatol,2023-12-17-22-13-05,True
31580326,PMC7233727,Autoimmune diseases in Turner syndrome: an overview.,Acta Biomed,2023-12-17-22-13-05,True
32258311,PMC7109369,Localized vitiligo occurring in an old biopsy scar: A case report.,JAAD Case Rep,2023-12-17-22-13-05,True
33859847,PMC8009706,Halo Nevi Are Not Trivial: About 2 Young Patients of Regressed Primary Melanoma That Simulates Halo Nevi.,Case Rep Dermatol Med,2023-12-17-22-13-05,True
34123568,PMC8172037,Langerhans Cells as Morphologic Mimickers of Atypical Melanocytes on Reflectance Confocal Microscopy: A Case Report and Review of the Literature.,Dermatol Pract Concept,2023-12-17-22-13-05,True
34300213,PMC8308045,Cutaneous Events Associated with Immunotherapy of Melanoma: A Review.,J Clin Med,2023-12-17-22-13-05,True
34616136,PMC8460482,Linear Lichen Sclerosus Mimicking the Halo Nevus.,Ann Dermatol,2023-12-17-22-13-05,True
35531486,PMC9069907,Atypical Presentation of Halo Nevus over Eyelid with Poliosis: A Dermatoscopic Perspective.,Int J Trichology,2023-12-17-22-13-05,True
36159120,PMC9464570,A Pink Nodule With White Halo: Dermoscopy of Halo Melanoma.,Dermatol Pract Concept,2023-12-17-22-13-05,True
37070000,PMC10105572,Perinevoid Alopecia: Report of Two Cases and Literature Review.,Clin Cosmet Investig Dermatol,2023-12-17-22-13-05,True
