pmcid,label,caption,graphic,disease,modality
PMC9442239,Figure 1,Pictures showing a solitary nasal trichoepithelioma (A) removed surgically (B) and after reconstruction with a nasogenian flap (C e D).,gr1,Match,NotMatch
PMC2840895,Figure 1,Skin colored nodule on the left ala nasi,JCAS-01-27-g001,NotMatch,NotMatch
PMC2840895,Figure 2,"Nodule being removed by radiofrequency, cutting mode",JCAS-01-27-g002,NotMatch,NotMatch
PMC3036809,Fig. 1,"Q-PCR result of exon 20 of patients with no pathogenic mutation or with an unclassified variant after sequence analysis of CYLD. Lane 1 no DNA; lane 2 negative control used as calibrator; lane 3 patient 28597; lane 4 patient 30945; lane 5 patient 32565; lane 6 patient 35680; lane 7 patient 37999; lane 8 patient 41440 and lane 9 patient 11468. Bars represent Relative Quantification (RQ) calculated by 2− ΔΔCT. On top of the bars, the standard error of the mean RQ value is displayed. Inside the bars the calculated RQ value is given of a triplicate measurement",10689_2010_9393_Fig1_HTML,NotMatch,NotMatch
PMC3036809,Fig. 2,"Characterization of the breakpoint (c.2686+60_*3340del5362) of patient 37999. a Result of sequence analysis of the long-range PCR product. The arrow indicates the last nucleotide of intron 19 that is still present. b Schematic overview of the deletion present in patient 37999. Exon 19 and the coding part of exon 20 of CYLD are represented by open boxes and the noncoding part of exon 20 by a black box. The intergenic region is given by dot with broken line
c Agarose gel electrophoresis of the deletion-specific PCR product. Lane 1 and 2, two independent DNA samples of patient 37999; lane 3, negative control DNA and lane 4, no DNA. The wildtype fragment is 913 bp in length and the mutant fragment 462 bp",10689_2010_9393_Fig2_HTML,NotMatch,NotMatch
PMC3036809,Fig. 3,"Multiple lenticular, smooth papules on the forehead of patient 37999",10689_2010_9393_Fig3_HTML,NotMatch,NotMatch
PMC2983083,Figure 1,"Smears showing frond-like pattern of basaloid epithelial cells(H and E; MGG, ×100)",JCytol-27-99-g001,NotMatch,Match
PMC2983083,Figure 2,"Smear showing papillary mesenchymal body (H and E, ×100)",JCytol-27-99-g002,NotMatch,Match
PMC2983083,Figure 3,"Smears showing uniform basaloid cells arranged as nests and adenoid pattern (H and E, ×400)",JCytol-27-99-g003,NotMatch,NotMatch
PMC2983083,Figure 4,"Microphotograph of FNAC smears showing abrupt keratinization (H and E, MGG ×400)",JCytol-27-99-g004,NotMatch,NotMatch
PMC2983083,Figure 5,Smears showing melanin pigmentation (H and E ×400),JCytol-27-99-g005,NotMatch,NotMatch
PMC2983083,Figure 6,"Section showing epithelial islands with follicular differentiation, fibrotic stroma is closely associated with epithelial islands, retraction artefact is absent (H and E, ×400)",JCytol-27-99-g006,NotMatch,NotMatch
PMC3358935,Figure 1,"(a) Multiple skin-colored papulonodular lesions affecting forehead, upper lip, nasolabial folds (arrow). (b) Single, smooth surfaced, skin colored dome shaped nodule over scalp (arrow). (c) Similar lesions in elder sister (arrow). (d) Similar lesions in her son (arrow)",IJT-4-29-g001,NotMatch,NotMatch
PMC3358935,Figure 2,Family pedigree showing seven members in four successive generations affected with the disease,IJT-4-29-g002,NotMatch,NotMatch
PMC3358935,Figure 3,"(a) Basaloid inclusions with immature hair follicles and abundant stroma which is consistent with trichoepithelioma (hematoxylin and eosin, original magnification ×100). (b) Wellcircumscribed epithelial neoplasm in mid to deep dermis with basaloid inclusions, giving a jigsaw puzzle appearance which is diagnostic of cylindromas (hematoxylin and eosin, original magnification ×100)",IJT-4-29-g003,Match,Match
PMC3088931,Figure 1,The bar diagram showing the site of occurrence of different appendageal tumors. (It is to be noted that there were patients with more than one site of affection.),IJD-56-33-g003,NotMatch,NotMatch
