pmcid,label,caption,graphic
PMC2737759,Figure 1,"Swelling located at the ventral surface of the penis, just proximal to the coronal sulcus; the circumcision scar runs over the swelling.",1752-1947-0003-0000007321-1
PMC1522062,Figure 1,"Nodular, firm, nonmobile vulvar mass extending from the
right labia majora.",IDOG2006-48269.001
PMC1522062,Figure 2,"Erythema and draining sinus tract at the superior aspect
of the right labial mass.",IDOG2006-48269.002
PMC1522062,Figure 3,"Pelvic CT demonstrating
a 10 cm vulvar mass with solid and cystic components, without
associated adenopathy.",IDOG2006-48269.003
PMC3354388,Fig. 1,"Benign epidermal inclusion cyst filled with laminated keratin (hematoxylin and eosin, original magnification ×100).",NAJMS-2-46-g001
PMC3354388,Fig. 2,"Malignant squamous cell carcinoma arising from the epidermal cyst; with mitotic activity and cellular atypia (hematoxylin and eosin, original magnification ×400).",NAJMS-2-46-g002
PMC3354388,Fig. 3,Immunohistochemistry showing positivity of the tumor cells for P53 protein (original magnification ×200).,NAJMS-2-46-g003
PMC3052619,Fig. 1,"Eccrine spiradenoma arising in breast in 47-year-old woman.A, B. Routine mammography was performed and this showed two well-defined nodular densities in left upper central quadrant. C, D. Breast US was performed on first visit three years previously (C). US demonstrated presence of three well-defined, oval-shaped, homogenously hypoechoic masses within skin layer (white stars), with sizes of 9 × 4 mm, 8 × 5 mm and 4 × 2 mm, and mild posterior acoustic enhancement. As compared to previous US, current breast US (D) shows presence of masses that have apparently increased in size in skin and subcutaneous layer. Maximum diameter of masses had increased from 9 to 17 mm and from 8 to 9 mm. More importantly, three masses are surrounded by echogenic lines (white arrows) that represent dermal layer. This appearance suggests cutaneous lesion. E-H. Breast MRI demonstrates well-defined masses in left breast with low signal intensity on axial T1-weighted images (repetition time [TR]/echo time [TE]: 4.6/1.7) (E), intermediate- to low-signal intensity on T2-weighted turbo spin echo (TSE) images (TR/TE: 3800/90) (F), high signal intensity on turbo inversion recovery magnitude image (TIRM, TR/TE/inversion time [TI]: 5620/88/230) (G), and fat-suppressed gadolinium-enhanced T1-wighted image shows masses with homogeneous enhancement and linear structure that is biopsy needle track from skin to masses (H). I. Surgical specimen is 3.8 × 3.0 × 2.0 cm skin tissue specimen attached to breast tissue. There are two well-defined, yellow-white solid masses, 1.4 × 1.0 × 0.8 cm and 1.0 × 1.0 × 0.8 cm in size (arrows). J, K. Photomicrograph of specimen (Hematoxylin & Eosin staining) demonstrates eccrine spiradenoma composed of characteristic double population of outer small cells with darkly staining nuclei surrounding larger cells with pale cytoplasm and tightly packed cells arranged in jigsaw puzzle pattern without epidermal connections (original magnification, × 100 & × 400, respectively).",kjr-12-256-g001
PMC2627164,Fig. 1,"A 50-year-old woman with a palpable left subareolar mass.A. Sonography shows a heterogeneoulsy hypoechoic mass with an indistinct margin.B. Photomicrograph shows that the lesion is lined by epidermal-type epithelium and it is filled with keratinous material, which is pathognomonic for an epidermal inclusion cyst. (Hematoxylin & Eosin staining × 40)C. Photomicrograph of adjacent tissue (box in B) reveals inflammatory infiltrate cells or a foreign body reaction. (Hematoxylin & Eosin staining × 100)",kjr-8-356-g001
PMC2627164,Fig. 2,"A 44-year-old woman with periareolar pain of the left breast.A-D. The initial mediolateral oblique mammogram shows asymmetry of the left subareolar area, periareolar skin thickening and axillary lymphadenopathy (A), and the initial sonography shows a heterogeneous mass with peripherally increased vascular flow (B). About one year after medical treatment, the mass disappeared on sonography with a remaining Ill defined low echoic subareolar portion (C). The discrete subareolar mass was again noted seven months later on sonography when she revisited the hospital with a heat sensation and tenderness (D).",kjr-8-356-g002
PMC3412182,Fig. 1,"Mammography showed a round, dense, smoothly outlined mass measuring 7 × 6 cm. LCC, left craniocaudal; LMLO, left mediolateral oblique.",jkss-83-107-g001
PMC3412182,Fig. 2,"Breast sonography showed solid, hypoechoic with heterogeneous internal echoes and well demarcated border.",jkss-83-107-g002
PMC3412182,Fig. 3,"(A, B) Epidermal inclusion cyst lined by cornified epithelium with distinct granular layer containing lamellated keratin material (H&E, ×100). (C) Cholesterol cleft surrounded by giant cell, histiocytes suggesting microruptured cyst (H&E, ×200).",jkss-83-107-g003
PMC3368169,Figure 1,Retrieval of the stones from inside the cyst.,CRIM.UROLOGY2012-191343.001
PMC3368169,Figure 2,Inside of the cyst showing normal penile skin.,CRIM.UROLOGY2012-191343.002
PMC3368169,Figure 3,Histopathological picture confirms the diagnosis of penile epidermal inclusion cyst.,CRIM.UROLOGY2012-191343.003
PMC3480764,Figure 1,Mammogram (Case 1). Left cranio-caudal (left) and medio-lateral oblique (right) mammogram shows solid cystic soft tissue density mass lesion in peri-areolar region,JCytol-29-169-g003
PMC3480764,Figure 2,"Case 1: (a) FNA smear shows many anucleated squames and non-neoplastic mature benign squamous cells (Giemsa, ×300); (b) biopsy shows epidermal inclusion cyst and normal breast tissue (H and E, ×200). Case 4: (c) FNA smear shows anucleated squames in inflammatory background (Giemsa, ×300); (d) lumpectomy specimen showing, epidermal inclusion cyst with mild inflammation and (e) dense inflammation within mammary fat (H and E, ×200)",JCytol-29-169-g004
PMC3392906,Fig. 1., Low-power view of the cutaneous cyst. The cyst develops and extends into the underlying fat. The upper portion opens into the overlying epidermis. HE. Bar = 1 mm.,tox-25-175-g001
PMC3392906,Fig. 2.," The cyst wall is lined with a mixture of the infundibular-type epithelium (right) and matrical-type epithelium (left). The former shows infundibular keratinization with lamellar keratin and keratohyalin granules (arrows), and the latter shows abrupt keratinization forming aggregates of shadow cells (*) and trichohyalin granules (arrow heads). HE. Bar = 200 μm.",tox-25-175-g002
PMC3392906,Fig. 3.," Immunostaining of cytokeratin (CK) in the cyst wall. The lining consists of the infundibular-type epithelium (right) and matrical type epithelium (left). The former is positive for CK AE1/AE3 (A), CK KL1 (B) and CK14 (C) but negative for CK15 (D). The latter is negative for all four CK isoforms examined.",tox-25-175-g003
