pmid,pmcid,title,journal,insert_time,has_targz,disease
10964802,PMC1638294,Liver angiosarcoma and hemangiopericytoma after occupational exposure to vinyl chloride monomer.,Environ Health Perspect,2023-12-17-22-16-10,True,Match
14111603,PMC2071213,THE EXPERIMENTAL PRODUCTION OF VASCULAR TUMOURS IN THE RAT.,Br J Cancer,2023-12-17-22-16-10,True,NotMatch
15187996,PMC2409972,Primary breast sarcoma: clinicopathologic series from the Mayo Clinic and review of the literature.,Br J Cancer,2023-12-17-22-16-10,True,NotMatch
15832008,PMC2808613,Preoperative embolization in surgical treatment of a primary hemangiopericytoma of the rib: a case report.,J Korean Med Sci,2023-12-17-22-16-10,True,Match
16359555,PMC1352359,Hemangiopericytoma of the spleen: unusual presentation as multiple abscess.,World J Surg Oncol,2023-12-17-22-16-10,True,Match
16643656,PMC1459159,Primary mediastinal hemangiopericytoma.,World J Surg Oncol,2023-12-17-22-16-10,True,Match
16766270,PMC1693778,"Hepatic metastases of hemangiopericytoma: contrast-enhanced MRI, contrast-enhanced ultrasonography and angiography findings.",Cancer Imaging,2023-12-17-22-16-10,True,Match
17436143,PMC1852394,Hemangiopericytoma of the greater omentum.,J Gastrointest Surg,2023-12-17-22-16-10,True,Match
17553145,PMC1906779,Local recurrence and distant metastases 18 years after resection of the greater omentum hemangiopericytoma.,World J Surg Oncol,2023-12-17-22-16-10,True,Match
17673845,PMC2627159,The radiological spectrum of orbital pathologies that involve the lacrimal gland and the lacrimal fossa.,Korean J Radiol,2023-12-17-22-16-10,True,NotMatch
18030336,PMC2075367,Human BCAS3 expression in embryonic stem cells and vascular precursors suggests a role in human embryogenesis and tumor angiogenesis.,PLoS One,2023-12-17-22-16-10,True,NotMatch
18521276,PMC2395421,"Malignant hemangiopericytoma arising in neurofibromatosis: a case report with histological, immunohistochemical and ultrastructural studies.",Sarcoma,2023-12-17-22-16-10,True,Match
18521297,PMC2395446,Pancreatic head mass from metastatic meningeal hemangiopericytoma.,Sarcoma,2023-12-17-22-16-10,True,Match
18940737,PMC2590878,CT imaging of malignant metastatic hemangiopericytoma of the parotid gland with histopathological correlation.,Cancer Imaging,2023-12-17-22-16-10,True,Match
19307167,PMC2661536,Multidetector CT of pancreatic hemangiopericytoma.,Cancer Imaging,2023-12-17-22-16-10,True,Match
19568508,PMC2702908,Hemangiopericytoma of greater omentum presenting as a huge abdominal lump.,Saudi J Gastroenterol,2023-12-17-22-16-10,True,Match
19602469,PMC2739687,Hemangiopericytoma: an unusual cause of peritoneal carcinomatosis.,Cancer Imaging,2023-12-17-22-16-10,True,Match
19672428,PMC2722051,Non-adenomatous non-epithelial carcinoma (hemangiopericytoma) of prostate treated with conservative surgery followed by adjuvant chemoradiation.,Curr Oncol,2023-12-17-22-16-10,True,Match
20205807,PMC2823763,Hemangiopericytoma in the sacrococcygeal space: a case report.,J Med Case Rep,2023-12-17-22-16-10,True,Match
20529760,PMC2883783,Metastatic recurrence of an intracranial hemangiopericytoma 8 years after treatment: report of a case with emphasis on the role of PET/CT in follow-up.,Cancer Imaging,2023-12-17-22-16-10,True,Match
20740166,PMC2918851,Treatment of Recurrent Intracranial Hemangiopericytoma with SRC-Related Tyrosine Kinase Targeted Therapy: A Case Report.,Case Rep Oncol,2023-12-17-22-16-10,True,Match
20868476,PMC2954839,Hemangiopericytoma of the neck.,Head Face Med,2023-12-17-22-16-10,True,Match
