pmcid,label,caption,graphic,disease,modality
PMC2994483,Figure 1,"(A) Magnetic resonance image showing a tumor, 15×9×6 cm large, in the axilla and demonstrating a lipomalike appearance; (B) fat suppression imaging indicating the area that was not suppressed completely (white arrow), suggesting the presence of a nonlipomalike lesion; (C) axillary vascular bundles running through the tumor (black arrow).",rt-2010-1-e7-g001,NotMatch,NotMatch
PMC2994483,Figure 2,"The macroscopic appearance of the hibernoma, showing a lipomalike encapsulated, lobular, greasy, tan-brown cut surface.",rt-2010-1-e7-g002,Match,NotMatch
PMC2994483,Figure 3,"(a) The tumor was composed of cells arranged in lobules separated by fine reticulin fibers (magnification: 40×); (a) both univacuolated lipoma-like cells and round or polygonal cells with granular or multivacuolated lipid-containing cytoplasm and small, centrally placed nuclei were observed (magnification: 100×); (hematoxylin and eosin stain).",rt-2010-1-e7-g003,NotMatch,NotMatch
PMC3252043,Fig. 1.,"  Tumor cells with cellular atypia. Aggregation of tumor cells with anisocytosis, irregular shape, higher nuclear-cytoplasmic ratio, anisokaryosis, karyomegaly (arrowhead) and multinucleation (arrows). H&E. Inset: Vacuoles in the cytoplasm are positive for oil red O. Oil red O stain. Bar=20 μm.",tox-22-205-g001,NotMatch,Match
PMC3252043,Fig. 2.,  The area composed of atypical tumor cells with frequent mitoses (arrows). H&E. Bar=50 μm.,tox-22-205-g002,NotMatch,Match
PMC3252043,Fig. 3.,  Vascular invasion in the tumor capsule. Intra-capsular slit lined by endothelial-like cells filled with erythrocytes contains a small cluster of tumor cells (*). H&E. Bar=50 μm.,tox-22-205-g003,NotMatch,Match
PMC3252043,Fig. 4.,  Immunohistochemical staining for UCP-1. Tumor cells with atypia are also positive for UCP-1 in the area where neoplastic cells show frequent mitoses and pleomorphism. Bar=50 μm.,tox-22-205-g004,NotMatch,NotMatch
PMC3249941,Figure 1 (A-C),"Noncontrast (A) and contrast-enhanced (B) axial CT scans through the pelvis demonstrate a large well-defined, heterogeneous, enhancing presacral mass (arrows), with dilated tortuous vessels (arrowheads). Sagittal reformatted contrast-enhanced image (C) demonstrates the mass pushing the rectum (R) and uterus (Ut) anteriorly. UB =urinary bladder",IJRI-21-270-g001,NotMatch,NotMatch
PMC3249941,Figure 2,"Prone, axial, plain CT scan through the pelvis, with the biopsy needle (arrow) in the presacral mass",IJRI-21-270-g002,NotMatch,NotMatch
PMC3249941,Figure 3,"Photomicroscopic image of the biopsy specimen shows numerous multivacuolated adipose cells, with eosinophilic cytoplasm and eccentric nuclei",IJRI-21-270-g003,NotMatch,NotMatch
PMC3249941,"Figure 4 (A, B)","Selective catheter angiogram of the inferior mesenteric artery (IMA), (A) shows a feeding vessel (arrow) and early tumor blush (arrowhead). Selective IMA angiogram, (B) after particle embolization of the feeding branch of the IMA shows the embolized feeding branch (arrow) with near complete loss of tumor blush (arrowhead)",IJRI-21-270-g004,NotMatch,NotMatch
PMC3249941,Figure 5,"Cut surface of the gross specimen shows the brownish-yellow color of the mass, with multiple vessels but without any areas of hemorrhage or necrosis",IJRI-21-270-g005,NotMatch,NotMatch
PMC4872979,Figure 1,"(A) Lipoblastomatosis – grossly, the tumor shows vague lobularity and fibrous areas. (B) Lipoblastomatosis showing muscle fibers entrapped into the lesion (arrow)",1679-4508-eins-11-01-0111-gf01,NotMatch,NotMatch
PMC3259327,Fig. 1,Usual lipoma in the right scapular region of a 49-year-old man (arrow). a Axial T1-WI. b Axial FS T1-WI. c Axial CE FS T1-WI. d Axial T2-WI. e Axial FS T2-WI. The lesion has an SI identical to that of subcutaneous fat on all sequences. On FS sequences the SI of the lesion is homogeneously suppressed. No enhancement is seen,13244_2011_107_Fig1_HTML,NotMatch,NotMatch
