pmid,pmcid,title,journal,insert_time,has_targz
21139952,PMC2994483,Hibernoma of the axillary region: a rare benign adipocytic tumor.,Rare Tumors,2023-12-17-21-57-53,True
22223938,PMC3249941,Presacral hibernoma: Radiologic-pathologic correlation.,Indian J Radiol Imaging,2023-12-17-21-57-53,True
22271996,PMC3252043,A Case of Spontaneous Malignant Hibernoma in a Crl:CD(SD)IGS Rat.,J Toxicol Pathol,2023-12-17-21-57-53,True
22347979,PMC3259327,A comparison between histopathology and findings on magnetic resonance imaging of subcutaneous lipomatous soft-tissue tumors.,Insights Imaging,2023-12-17-21-57-53,True
22613771,PMC3372282,Imaging of hibernomas: A retrospective study on twelve cases.,Clin Sarcoma Res,2023-12-17-21-57-53,True
23579754,PMC4872979,Cervical hibernoma and lipoblastomatosis.,Einstein (Sao Paulo),2023-12-17-21-57-53,True
24570788,PMC3932122,Cervical hibernoma in a two year old boy.,Pan Afr Med J,2023-12-17-21-57-53,True
24591783,PMC3928751,Report of two cases of fluorodeoxyglucose positron emission tomography/computed tomography appearance of hibernoma: A rare benign tumor.,Indian J Nucl Med,2023-12-17-21-57-53,True
25309600,PMC4189526,MEN1 Syndrome and Hibernoma: An Uncommonly Recognised Association?,Case Rep Med,2023-12-17-21-57-53,True
25750682,PMC4350833,Hibernoma: an uncommon cause of a pleural mass.,J Bras Pneumol,2023-12-17-21-57-53,True
25885469,PMC4359796,Hibernoma--two patients with a rare lipoid soft-tissue tumour.,BMC Med Imaging,2023-12-17-21-57-53,True
25983847,PMC4430564,Hibernoma in the thoracic back muscle accompanied by neurilemmoma.,Korean J Spine,2023-12-17-21-57-53,True
26783480,PMC4691481,The Values and Limitations of FDG-PET/CT for Diagnosis of Hibernoma.,Case Rep Orthop,2023-12-17-21-57-53,True
27303545,PMC4897017,Hibernoma in the Thigh Mimicking Soft Tissue Sarcoma on FDG-PET.,Radiol Case Rep,2023-12-17-21-57-53,True
27446599,PMC4954860,Intra-abdominal fat. Part III. Neoplasms lesions of the adipose tissue.,J Ultrason,2023-12-17-21-57-53,True
27651970,PMC5019935,Mediastinal Hibernoma: A Rare Case with Radiologic-Pathologic Correlation.,Case Rep Radiol,2023-12-17-21-57-53,True
27721763,PMC5043362,Hibernoma Showing High Uniform Accumulation on an (18)F-Fluorodeoxyglucose Positron Emission Tomography Scan: A Case Report.,Case Rep Oncol,2023-12-17-21-57-53,True
28465871,PMC5409814,A Rare Case of Hibernoma Occasionally Identified by 18F-fluorodeoxyglucose Positron Emission Tomography/Computed Tomography in a Patient with Lung Cancer.,Cureus,2023-12-17-21-57-53,True
28474576,PMC5418895,Imaging review of lipomatous musculoskeletal lesions.,SICOT J,2023-12-17-21-57-53,True
28626403,PMC5471793,A Twenty-Four-Year-Old Woman with Left Flank Lipoma-Like Hibernoma.,Case Rep Oncol,2023-12-17-21-57-53,True
28827513,PMC5611535,Intraosseous Hibernoma: A Rare and Unique Intraosseous Lesion.,J Pathol Transl Med,2023-12-17-21-57-53,True
29255590,PMC5730937,Extra peritoneal giant pelvic hibernoma: a case report.,J Surg Case Rep,2023-12-17-21-57-53,True
29270078,PMC5732500,Hibernoma: a rare case of adipocytic tumor in head and neck.,BMC Ear Nose Throat Disord,2023-12-17-21-57-53,True
29487637,PMC5826731,Hibernoma in the clavicular fossa: A case report and literature review.,Radiol Case Rep,2023-12-17-21-57-53,True
29563939,PMC5844688,Intramuscular Hibernoma of the Scapular Region Misdiagnosed on Cytology as a Malignant Lesion: A Report of a Rare Case.,Iran J Pathol,2023-12-17-21-57-53,True
29597239,PMC10309381,Mammary Hibernoma: A Case Report of a Rare Disease.,Rev Bras Ginecol Obstet,2023-12-17-21-57-53,True
29977506,PMC6007422,Gastric hibernoma: a novel location and presentation of a rare tumor.,J Surg Case Rep,2023-12-17-21-57-53,True
30363177,PMC6159129,Rare case of a radiographically occult sacral lesion detected on MRI presenting with intractable back pain.,BJR Case Rep,2023-12-17-21-57-53,True
30363629,PMC6180828,Intraosseous hibernoma: case report and tumor characterization.,BJR Case Rep,2023-12-17-21-57-53,True
31114671,PMC6515671,Immunophenotypic expression of UCP1 in hibernoma and other adipose/non adipose soft tissue tumours.,Clin Sarcoma Res,2023-12-17-21-57-53,True
31263612,PMC6556353,Hibernoma of the Upper Extremity: Complete Case of a Rare but Benign Soft Tissue Tumor.,Case Rep Orthop,2023-12-17-21-57-53,True
