pmcid,label,caption,graphic
PMC2376302,Figure 1,Correlation of maximal tumour diameter to lateral excision margin,87-6600643f1
PMC2726525,Figure 1,"Axial mammography shows a subcutaneous oval mass with a smooth and sharp margin on the right breast, and another smaller lesion with a less well-defined margin is seen adjacent to the main lesion.",1752-1947-0003-0000008246-1
PMC2726525,Figure 2,Axial T2-weighted magnetic resonance image shows a heterogeneous low signal mass with a low signal central region (upper arrow) and between the edge of which and the surrounding fat tissue there is a district rim with low signal intensity (lower arrow).,1752-1947-0003-0000008246-2
PMC2726525,Figure 3,"Axial fat-suppressed T1-weighted image shows two lesions clearly, and the signal intensity of both lesions is higher than that of the pectoralis major muscle.",1752-1947-0003-0000008246-3
PMC2721290,Figure 1,COL1A1-PDGFB fusion acts as a fully functional PDGFB activating PDGFR. Imatinib as a PDGFB receptor tyrosine kinase inhibitor blocks intracellular signal transduction.,btt-1-347f1
PMC2721290,Figure 2,"Dual-color PDGFB FISH showing PDGFB rearrangement in most cells. Arrows indicate two cells in which a normal chromosome 22 (red-green paired signals) and an abnormal ring-chromosome (cluster of red signals) are seen. The full complement of FISH signals is not seen due to the nuclear slicing effect in a four-micron section, and because the image conveys a single plane of focus. Copyright © 2005. Reprinted with permission from Labropoulos SV, Fletcher JA, Oliveira AM, et al. 2005. Sustained complete remission of metastatic dermatofibrosarcoma protuberans with imatinib mesylate. Anticancer Drugs, 16:461–6.",btt-1-347f2
PMC2792083,Figure 1,"Radiographs of the right leg, anteroposterior (A) and lateral projection (B) showing a well-defined soft tissue mass along the anteromedial aspect of the right tibia (arrowhead, A) with suggestion of cortical breach (arrow, B).",ci09001101
PMC2792083,Figure 2,"MRI sagittal T1-weighted (A) and fat suppressed coronal T2-weighted images (B) demonstrating abnormal marrow signal of the proximal metadiaphysis of the right tibia with sharp zone of transition. Also note the large soft tissue seen anteriorly (arrowhead, A).",ci09001102
PMC2792083,Figure 3,"MRI axial T1-weighted pre-contrast (A) and post-contrast (B) images depicting large soft tissue bulging anteromedial to the right tibia and showing florid enhancement after contrast administration. Mild heterogeneous enhancement is also noted in the underlying bone marrow. The soft tissue is seen to infiltrate the subcutaneous planes associated with cortical breach in the tibia anteriorly (arrow, B).",ci09001103
PMC2792083,Figure 4,Biopsy smear showing highly cellular tumor with fibroblastic spindle cells producing storiform pattern (A) and immunohistochemical stain for CD34 (B) showing strong membranous positivity around the tumor cells.,ci09001104
PMC2726535,Figure 1,"Haematoxylin and eosin stain of the axillary tumour. Note the characteristic partial storiform, partial fascicular, growth of the dermatofibrosarcoma protuberans.",1752-1947-0003-0000007493-1
PMC2726535,Figure 2,Haematoxylin and eosin stain of the tumour of the elbow region. Note the small cell characteristic of the Merkel cell carcinoma.,1752-1947-0003-0000007493-2
PMC2726535,Figure 3,Clinical presentation of the collision tumour relapse of the dermatofibrosarcoma protuberans and metastatic lesion of the Merkel cell carcinoma of the axilla.,1752-1947-0003-0000007493-3
PMC2726535,Figure 4,"Haematoxylin and eosin stain of the collision tumour of the metastatic Merkel cell tumour within the tumour relapse of the dermatofibrosarcoma protuberans. Note the coexistence of a small cell tumour mass within a storiform, fascicular cell formation.",1752-1947-0003-0000007493-4
PMC2895297,Figure 1,The morphologic appearance of the tumor,IJSS-3-16-g001
PMC2895297,Figure 2,"The T2-weighted, fat-saturated coronal MR image showed the solid mass with multilobulated, relatively homogenous high-signal-intensity pattern, with focal invasions in the deep muscle planes and cutaneus and subcutaneus tissues",IJSS-3-16-g002
PMC2895297,Figure 3,Tail-like projections in fibrosarcoma protuberans in fat- saturated T2-weighted axial MR image. The tumor with its high-signal-intensity pattern shows tail-like deep extensions (arrows) with some indefinite contours,IJSS-3-16-g003
PMC2895297,Figure 4,The mass lesion revealed a low-signal-intensity appearance with a tiny tail-like extension superiorly on T1-weighted images,IJSS-3-16-g004
