pmcid,label,caption,graphic,disease,modality
PMC3178020,Fig. 1,"Left lateral oblique thoracoabdominal aorta–iliac MR angiogram, maximum intensity projection image showing: ArrowA left subclavian artery ostial stenosis, ArrowB the surgical repair site of the coarctation of the thoracic aorta, and ArrowC very mild mid-abdominal aorta narrowing at the level of the coeliac trunk, superior mesenteric artery (SMA), and renal arteries",467_2011_1949_Fig1_HTML,NotMatch,NotMatch
PMC3178020,Fig. 2,Frontal view of maximum intensity projection reconstruction image of MR angiogram shows a left renal artery ostial stenosis (arrow),467_2011_1949_Fig2_HTML,NotMatch,NotMatch
PMC3178020,Fig. 3,Axial–oblique view of maximum intensity projection reconstruction image of MR angiogram shows a right renal artery ostial stenosis (arrow),467_2011_1949_Fig3_HTML,NotMatch,NotMatch
PMC3132911,Figure 1,White linear hyperkeratotic lesions some of them on erythematosus background and brown linear verrucous lesions without any erythema and inflammation,IJD-56-309-g001,NotMatch,NotMatch
PMC3132911,Figure 2,"Psoriasiform acanthosis, mild papillomatosis, hyperkeratosis with foci of parakeratosis and epidermolytic hyperkeratosis change in acrosyrinx and moderate perivascular lymphohistiocytes infiltrate",IJD-56-309-g002,NotMatch,NotMatch
PMC3132911,Figure 3,Epidermolytic hyperkeratosis: vacuolization of the upper and mid spinous layer in acrotrichia,IJD-56-309-g003,NotMatch,NotMatch
PMC3341748,Figure 1,"Frontal view of patient showing dark brown papules having linear distribution, limited on the right side of the face",CCD-3-119-g001,NotMatch,NotMatch
PMC3341748,Figure 2,Intraoral photograph showing bifid uvula,CCD-3-119-g002,NotMatch,NotMatch
PMC3341748,Figure 3,Intraoral photograph showing desquamative gingivitis and enamel hypoplasia in relation to 13 and 42,CCD-3-119-g003,NotMatch,NotMatch
PMC3341748,Figure 4,"Radiograph of the lumbar spine showing mild scoliosis with congenital Schmorl's node at D-12, L-3, L-4, L-5 (red arrow), and spina bifida (yellow arrow)",CCD-3-119-g004,NotMatch,NotMatch
PMC3119182,Figure 1,"17-year old woman with an extensive, systemic epidermal nevus following the lines of Blaschko.",1471-2350-12-79-1,Match,NotMatch
PMC3119182,Figure 2,Facial and neck involvement of epidermal nevus.,1471-2350-12-79-2,Match,NotMatch
PMC3119182,Figure 3,Mucosal involvement of epidermal nevus.,1471-2350-12-79-3,Match,NotMatch
PMC3119182,Figure 4,Genetic analysis of the FGFR3 gene by a SNaPshot® assay in various tissues revealed a mosaicism of the R248C hotspot mutation.,1471-2350-12-79-4,NotMatch,NotMatch
PMC3395242,Figure 1,Verrucous lesions without facial midline involvement.,CRIM2012-206836.001,NotMatch,NotMatch
PMC3395242,Figure 2,Verrucous lesion extension mainly located on the left side of both soft and hard palate (H and E 200x).,CRIM2012-206836.002,NotMatch,Match
PMC3395242,Figure 3,Lesion demonstrates acanthosis and papillomatosis (H and E 400x).,CRIM2012-206836.003,NotMatch,Match
PMC3492686,Fig. 1,"Gross view of skin lesion. (A, B) Pink grouped papules and plaques on the right side of the trunk. The organoid nevus with sebaceous differentiation, arranged according to Blaschko's lines. (C, D) By the age of one year, multiple tiny SLN were observed in the upper back.",jkms-27-1444-g001,NotMatch,NotMatch
PMC3492686,Fig. 2,"Histopathology of the skin lesion. (A) A skin biopsy from the right side of the cheek showed hyperkeratosis, moderate papillomatosis and acanthosis. There was a substantial increase in the number of mature sebaceous glands, hair follicles and eccrine glands in the epidermis (H&E stain, × 40). (B) At high power magnification, immature and inceased sebaceous glands were observed (H&E stain, × 100).",jkms-27-1444-g002,NotMatch,Match
PMC3573454,Figure 1,"Hyperpigmented, verrucous patches on front following lines of Blaschko",IDOJ-4-47-g001,NotMatch,NotMatch
PMC3573454,Figure 2,Similar lesions over back,IDOJ-4-47-g002,NotMatch,NotMatch
