pmcid,label,caption,graphic,disease,modality
PMC2584079,Figure 1,Bartholin's abscess wall demonstrating fibro-necrotic tissues with acute and chronic inflammation. (Hematoxylin-eosin stain; original magnification: ×10).,1757-1626-1-282-1,NotMatch,Match
PMC2584079,Figure 2,Papillary neoplasm with cystic dilation. (Hematoxylin-eosin stain; original magnification: ×10).,1757-1626-1-282-2,NotMatch,Match
PMC2584079,Figure 3,The papillary projections and cystic areas are lined by basophilic cuboidal to columnar cells with outer compressed myoepithelial cells. (Hematoxylin-eosin stain; original magnification: ×10).,1757-1626-1-282-3,NotMatch,Match
PMC2584079,Figure 4,Hidradenoma papilliferum. Papillary neoplasm with foci of apocrine differentiation and cystic dilation. (Hematoxylin-eosin stain; original magnification: ×10).,1757-1626-1-282-4,Match,Match
PMC3148539,Figure 1,"Ultrasound shows three, round complex masses in the dermis which abutted the subcutaneous fat layer of the left breast.",jbc-14-153-g001,NotMatch,NotMatch
PMC3148539,Figure 2,Excisied specimen shows two well circumscribed solid and partly cystic masses.,jbc-14-153-g002,NotMatch,NotMatch
PMC3148539,Figure 3,"Microscopic findings of the lesions (A, H&E stain, ×1; B, H&E stain, ×200). The lesions are composed of proliferation of papillary fronds made of loose fibrous connective tissue lined by pseudostratified bland-looking epithelial cells. These findings are consistent with the cystic papillary tumors.",jbc-14-153-g003,NotMatch,Match
PMC3282455,Figure 1,Macroscopic description showed multi-locular cystic cut surfaces containing light greenish to light brownish mucoid gelatinous materials.,rt-2011-4-e50-g001,NotMatch,NotMatch
PMC3282455,Figure 2,Photomicrograph of breast showed complex arborizing papillary glandular structure (haematoxylin and eosin × 10).,rt-2011-4-e50-g002,NotMatch,Match
PMC3282455,Figure 3,Photomicrograph of breast showed complex arborizing papillary glandular structure (haematoxylin and eosin HE × 40).,rt-2011-4-e50-g003,NotMatch,NotMatch
PMC3282455,Figure 4,Photomicrograph of breast showed the lumen of the papillary glandular structure lined by two layers of columnar and cuboidal cell with focal decapitation and fibrovascular core infiltrated by inflammatory cells (haematoxylin and eosin × 100).,rt-2011-4-e50-g004,NotMatch,Match
PMC3229079,Fig. 1,"Solitary, 10-mm sized, pink-brown, elevated, firm nodule with smooth surface on the nasal skin was seen.",ad-23-S254-g001,NotMatch,NotMatch
PMC3229079,Fig. 2,"Variously shaped cystic and tubular structures were lined with a double or single layer of inner columnar and outer cuboidal cells. The cells of the lumina showed decapitation secretion similar to that of apocrine gland (A: H&E, ×40, B: H&E, ×200).",ad-23-S254-g002,NotMatch,Match
PMC3229079,Fig. 3,"Positive reactivity with gross cystic disease fluid protein is seen (immunoperoxidase, ×40).",ad-23-S254-g003,NotMatch,NotMatch
PMC3229079,Fig. 4,"Positive reactivity with epithelial membrane antigen is seen (immunoperoxidase, ×40).",ad-23-S254-g004,NotMatch,NotMatch
PMC3229079,Fig. 5,"Cytoplasm of these cells is negative for carcinoembryonic antigen (immunoperoxidase, ×40).",ad-23-S254-g005,NotMatch,NotMatch
PMC3004393,Figure 1,Clinical features of the skin lesion on the upper eyelid.,DRP2010-709371.001,NotMatch,NotMatch
PMC3004393,Figure 2,Dermoscopy findings.,DRP2010-709371.002,NotMatch,NotMatch
PMC3004393,Figure 3,Hematoxylin-eosin stain (4x) showed a dermal nodule with many glandular structures and papillary folds.,DRP2010-709371.003,NotMatch,Match
PMC3004393,Figure 4,Hematoxylin-eosin stain (40x) showed the presence of focal areas infiltrated by plasma cells and lymphocytes in the stroma.,DRP2010-709371.004,NotMatch,NotMatch
PMC3004393,Figure 5,Hematoxylin-eosin stain (20x) showed the tumor epithelium to be composed by an outer cuboidal cell layer and an inner columnar cell layer.,DRP2010-709371.005,NotMatch,Match
PMC4191688,Figure 1,Hidradénome papillifère de localisation vulvaire,PAMJ-17-274-g001,NotMatch,NotMatch
PMC3621362,Figure 1,Colofibroscopic finding. The endoscopic findings revealed a subepithelial tumor at anal verge.,1746-1596-8-49-1,NotMatch,NotMatch
PMC3621362,Figure 2,Gross features. The tumor appeared circumscribed. The cut sections showed leaf-like slits.,1746-1596-8-49-2,NotMatch,NotMatch
PMC3621362,Figure 3,"Microscopic findings. a) At the low power field, the tumor was found to be well-circumscribed. Leaf-like growth pattern was clearly depicted. b) The overlying skin and skin appendage of this tumor showed no remarkable change. c) The epithelium was composed of double layers. The stroma showed low cellularity. d) However, there is other area of tumor which shows increased stromal cellularity in low-to-intermediate degree. e) At high power field, stormal hypercellularity and cell atypism were identified. f) At peripheral, gynecomastoid hyperplasia featuring proliferation of both ductal and stromal cells was found.",1746-1596-8-49-3,NotMatch,NotMatch
PMC3621362,Figure 4,Immunohistochemistry. a) ER. b) PR.c) AR. d) GCDFP-15. e) CD34. f) Ki-67. g) CK7. h) PSAP. i) AE1/AE3.,1746-1596-8-49-4,NotMatch,NotMatch
PMC4818383,Figure 1,Hidradenoma Papilliferum (H&E X100),JFRH-9-199-g001,Match,Match
PMC4818383,Figure 2,Syringoma (H&E X100),JFRH-9-199-g002,NotMatch,Match
PMC4818383,Figure 3,Chondroid Syringoma exhibiting cartilaginous differentiation (H&E X450),JFRH-9-199-g003,NotMatch,Match
PMC4228661,Figure 1,Well-circumscribed red eroded nodule on the vulva,IDOJ-5-523-g001,NotMatch,NotMatch
PMC4228661,Figure 2,"Histopathology showing dermal tumor with cells in papillary folds, tubules, and cystically dilated spaces. (H and E, ×100)",IDOJ-5-523-g002,NotMatch,Match
PMC4228661,Figure 3,"Histopathology showing lumen lined by columnar cells with decapitation secretion. (H and E, ×400)",IDOJ-5-523-g003,NotMatch,NotMatch
PMC4894790,FIGURE 1,"GATA3 expression in normal skin. Epidermis (×200): positive staining for GATA3 is present in the basal and spinous layers of the epidermis but is absent in the granular cell layer. Pilosebaceous unit (×100): positive staining for GATA3 is seen in both the outer root sheath of the hair follicle and in the sebaceous glands. Hair bulb and root sheath (×100): strong positive staining for GATA3 is present in some layers of the inner root sheath, with less intense staining also present in the outer root sheath, whereas the matrix cells of the hair bulb are negative for GATA3. Sweat glands (×200): apocrine glands (left) exhibit positive staining for GATA3, whereas eccrine glands (right) are negative for GATA3.",ajd-37-0885-g001,NotMatch,Match
