pmcid,label,caption,graphic,disease,modality
PMC3229053,Fig. 1,An erythematous well-defined and papillomatous plaque with superficial erosion and crust on the left side of the lower back.,ad-23-S151-g001,NotMatch,NotMatch
PMC3229053,Fig. 2,"Views of the tumor. (A) The upper portion of the tumor had a cystic invagination that extends downward from the epidermis, and the lower portion exhibited islands of irregular-shaped tubular structures in the deep dermis at the excision specimen (H&E, ×20). (B) Two different epithelial cell layers lining the invaginated area and papillary projections in the upper portion of tumor. The luminal row consisted of high columnar cells showing active decapitation secretion, and the outer row consisted of small cuboidal cells. There was stromal infiltration of many plasma cells (H&E, ×400). (C) The numerous cystic and branching tubular structures in the dermis surrounded by a paucicellular fibrous stroma. The tubular structures have a dual or multilayered epithelium and the luminal cells showing evidence of active decapitation secretion in the dermis (H&E, ×100).",ad-23-S151-g002,NotMatch,Match
PMC3505290,Figure 1,Figure showing skin colored papules over both labia majora,IJSTD-33-124-g001,NotMatch,NotMatch
PMC3505290,Figure 2,Figure showing dilated sweat ducts with tadpole appearance,IJSTD-33-124-g002,NotMatch,NotMatch
PMC3505290,Figure 3,Figure showing erythematous and greyish follicular papules in axilla,IJSTD-33-124-g003,NotMatch,NotMatch
PMC3505290,Figure 4,Figure showing skin colored papules over both labia majora,IJSTD-33-124-g004,NotMatch,NotMatch
PMC3505290,Figure 5,Figure showing skin colored papules in periareolar skin,IJSTD-33-124-g005,NotMatch,NotMatch
PMC3505290,Figure 6,Figure showing hyperkeratosis with follicular plugging and mild lymphocytic infiltrate,IJSTD-33-124-g006,NotMatch,NotMatch
PMC3685341,Fig. 1,Neck tumor. Patient prior to surgery (photograph published with patient's consent),WO-17-20415-g001,NotMatch,NotMatch
PMC3685341,Fig. 2,Excised neck tumor dissection,WO-17-20415-g002,NotMatch,NotMatch
PMC3685341,Fig. 3,Hidradenocarcinoma. Solid nests of clear cells and cylindrical cells showing signs of atypia. HE; magnification 20×,WO-17-20415-g003,NotMatch,NotMatch
PMC3685341,Fig. 4,"Hidradenocarcinoma. Infiltrating growth pattern, necrotic areas and blood effusions can be seen; HE; magnification 4×",WO-17-20415-g004,NotMatch,NotMatch
PMC3685341,Fig. 5,The same patient 6 months after surgery (photograph published with patient's consent),WO-17-20415-g005,NotMatch,NotMatch
PMC4540512,FIGURE 1,"A. Reddish mass on the left scrotum; B. Irregular
surface; C. HE: wellcircumscribed nodule with tubular structures
and cystic spaces; D. HE: small, cuboidal poroid cells with
eosinophilic cytoplasm and monomorphic nuclei",abd-90-03-s1-0069-g01,NotMatch,NotMatch
PMC4540512,FIGURE 2,"A. Reddish-brown plaque on the right scrotum; B.
Reddish-pink, verrucous nodule on the surface; C. HE: nests of
tumor cells invaded the epidermis; D. HE: tubular structures and
cystic spaces were present within the neoplasm; E. HE: mucin
deposits around the tumor nests; F. HE: mitoses were easily seen;
G. Immunohistochemical staining: EMA; H.
Immunohistochemical staining: P53; I. Immunohistochemical
staining: P63; J. Immunohistochemical staining: Ki-67",abd-90-03-s1-0069-g02,NotMatch,NotMatch
PMC4294179,Figure 1,"Hematoxylin and eosin stain demonstrates a well-circumscribed dermal nodule (arrow) composed of mixed solid cellular proliferation including microcysts, ducts, and areas of myxoid stroma.",eplasty15ic01_fig1,NotMatch,NotMatch
PMC4294179,Figure 2,"Hematoxylin and eosin stain demonstrates areas of cellular proliferation with squamoid differentiation, microcysts (arrow), and mixoid stroma (arrowhead). An area of duct differentiation is present centrally.",eplasty15ic01_fig2,NotMatch,NotMatch
PMC4294179,Figure 3,Preoperative marking of eyebrow lesion.,eplasty15ic01_fig3,NotMatch,NotMatch
PMC4540562,FIGURE 1,"Multiple, brownish erythematous, fl at-topped papules of 1-4mm in diameter,
distributed on the neck, shoulders, anterior chest, abdomen and axillae",abd-90-03-s1-0242-g01,NotMatch,NotMatch
PMC4540562,FIGURE 2,"Histological examination revealed a normal epidermis and a dermal tumor, which was
fi lled with multiple, small ducts embedded in a fi brous stroma (haematoxylin and
eosin, magnifi cation 400x)",abd-90-03-s1-0242-g02,NotMatch,Match
PMC5598299,Figure 1,Oval mass in caruncle with hyperpigmented patch and yellow dots on its surface,MEAJO-24-103-g001,NotMatch,NotMatch
PMC5598299,Figure 2,"Glands of variable sizes and shapes with some cystically dilated. All are lined by oncocytic cells with surrounding tissue abundant in lymphocytes. Lumen of cystic spaces contains pinkish material. Numerous dilated and congested vessels seen (H and E, ×40)",MEAJO-24-103-g002,NotMatch,NotMatch
PMC2071355,Figs. 4-7,,brjcancer00487-0055-a,Empty,Empty
PMC2071355,Figs. 1 and 2,,brjcancer00487-0053-a,Empty,Empty
PMC2071355,Fig. 3,,brjcancer00487-0054-a,Empty,Empty
PMC6023949,Figure 1,Red and dark bluish dome-shaped round nodule on the right lower inner breast.,medi-97-e11154-g001,NotMatch,NotMatch
PMC6023949,Figure 2,Mammographic findings of poroid hidradenoma in the right lower inner breast. Craniocaudal view (A) and mediolateral oblique view (B) via mammography shows a 2 cm circumscribed round isodense mass abutting the skin.,medi-97-e11154-g002,Match,NotMatch
PMC6023949,Figure 3,Ultrasonographic image of poroid hidradenoma of the breast. (A) Ultrasound image obtained at the initial visit shows a 2.2 cm well-circumscribed oval complex cystic and solid mass abutting the dermis and the subcutaneous layer of the right breast. (B and C) Ultrasound revealed a 3 cm complex cystic and solid mass with a hypervascular microlobulated solid nodule in the nondependent portion of the lesion after 2 years.,medi-97-e11154-g003,Match,NotMatch
PMC6023949,Figure 4,"(A) Gross macrophotograph of the excisional biopsy showing a grayish white mass composed of partly solid and partly cystic components. (B) The tumor was located in the dermis with no connection to the overlying epidermis. The tumor was cystic in nature and lined by cuboidal ductal cells or columnar secretory cells (H&E, ×1). (C) The solid area of the tumor consisted of solid nests of small dark-stained cells resembling eccrine poroma with moderate vascularity (H&E, ×40).",medi-97-e11154-g004,NotMatch,Match
PMC5674711,Figure 1,"A whitish nodule with central exulceration, sitting on a slightly
infiltrated base in the interscapular area",abd-92-05-0721-g01,NotMatch,NotMatch
PMC5674711,Figure 2,"Upper part of the tumor showing cystic invagination extending downward
from the epidermis (SCAP) and lower portion showing islets of tubular
structures of varying sizes in the deep dermis (TAA) (Hematoxylin &
eosin, X4)",abd-92-05-0721-g02,NotMatch,Match
PMC5674711,Figure 3,"SCAP: double layer of cells. The inner layer is composed of columnar
cells, where decapitation secretion is observed, and the outer layer is
formed by cuboidal cells. Stroma with infiltrate rich in inflammatory
cells, mainly plasma cells. (Hematoxylin & eosin X40)",abd-92-05-0721-g03,NotMatch,Match
PMC5674711,Figure 4,"TAA exhibiting numerous irregular-shaped tubular structures with a dual
cell layer. The tubules are embedded in a fibrous paucicellular stroma
(Hematoxylin & eosin X10)",abd-92-05-0721-g04,NotMatch,NotMatch
PMC6689838,Figure 1,Nodule translucide du canthus externe de l’œil droit,PAMJ-33-70-g001,NotMatch,NotMatch
PMC6256207,Figure 1,"A - Clinical aspect: well-defined blue-grey nodule with 1 cm diameter.
B and C - Dermatoscopic aspect: white-blue homogeneous
peripheral pattern associated to a central area with brown blotches and “out
of focus” linear and glomerular telangiectasias",abd-93-06-0896-g01,NotMatch,NotMatch
PMC6256207,Figure 2,"Benign epithelial neoplasm exhibiting an aspect of poroma in the upper part
(anastomosed cords of poroid cells connected to the epidermis). In the lower
part, aspect of nodular hidradenoma extending to the subcutaneous tissue
(Hematoxylin & eosin, x40)",abd-93-06-0896-g02,Match,Match
PMC6256207,Figure 3,"Close up of the benign poroid epithelial neoplasm, showing poroid melanized
cells (basaloid) with no atypia (Hematoxylin & eosin, x200)",abd-93-06-0896-g03,NotMatch,Match
PMC6256207,Figure 4,"Benign poroid epithelial neoplasm: close up of the crust and well
vascularized stroma (Hematoxylin & eosin, x200)",abd-93-06-0896-g04,NotMatch,Match
PMC6256207,Figure 5,"Benign poroid epithelial neoplasm: close up of poroid cells (basaloid) and
cuticular cells (squamous) around the duct (Hematoxylin & eosin,
x400)",abd-93-06-0896-g05,NotMatch,Match
PMC7071686,Fig. 1,a. Tumor aspect at low power × 20. b. Tumor arranged in solid aggregates and cords of basaloid tumor cells × 40. c. Fibrous and vascularized tumoral stroma with a slight lymphocytic infiltrate × 100. d. necrosis dissectinf the tumor × 40. e. Basaloïd tumor cells with mild to moderate nuclear atypia with numerous and atypical mitotic figures,13000_2020_945_Fig1_HTML,NotMatch,NotMatch
PMC7071686,Fig. 2,a. Strong nuclear expression of p53 mutation in tumor cells with mutation of TP53 gene by NGS. b. Strong nuclear and cytoplasmic expression of p16 protein in tumor cells with no association with HPV,13000_2020_945_Fig2_HTML,NotMatch,NotMatch
PMC6819710,Fig. 1,"Tubular apocrine adenoma, clinical features. A well-circumscribed, skin-colored, non-ulcerated, dermal-based nodule at the left upper eyelid margin adjacent to the lacrimal punctum, associated with focal madarosis and telangiectasia.",gr1,NotMatch,NotMatch
PMC6819710,Fig. 2,"Tubular apocrine adenoma, histopathologic features. (A) A circumscribed dermal-based proliferation of variably sized tubules adjacent to the cilia (arrow). (B) The lesion is composed predominantly of irregular ductules lined by an apocrine-type bilayer with apocrine decapitation secretion (arrow) and luminal eosinophilic-to-amphophilic secretory material in a background of hyalinized stroma. (C) A Focus of spindle cell proliferation in a myxoid background (asterisk) is present in the stroma. (D) Focal squamous metaplasia with luminal keratin (asterisk) is identified. [Stain, hematoxylin-eosin; original magnification ×5 (A), ×50 (B) ×100 (C, D).]",gr2,NotMatch,Match
PMC6819710,Fig. 3,"Tubular apocrine adenoma, immunohistochemical features. (A) The luminal layer of the apocrine bilayer expresses cytoplasmic BRST-2, (B) cytoplasmic mammaglobin and (C) nuclear androgen receptors. (D) Calponin highlights the outer myoepithelial layer in the ductules and is negative in the adjacent stroma. [Stains, BRST-2 (A), mammaglobin (B), androgen receptors (C), calponin (D); all images, original magnification ×50].",gr3,NotMatch,NotMatch
PMC7574794,Figure 1,"Ultrasound of a lesion in the left breast of a 36-year-old female patient demonstrating a cystic mass with solid, vascular component in the posterolateral border.",squmj2008-e357-361f1,NotMatch,NotMatch
PMC7574794,Figure 2,"Haemotoxylin and eosin stain at ×20 magnification of the core needle biopsy demonstrating sheets of apocrine cells with clear cytoplasm, separated by fibrous septa.",squmj2008-e357-361f2,NotMatch,NotMatch
PMC7574794,Figure 3,p63 immune stain at ×20 magnification showing diffuse nuclear positivity in tumour cells.,squmj2008-e357-361f3,NotMatch,NotMatch
PMC7574794,Figure 4,Haematoxylin and eosin stain at ×20 magnification of the resected specimen revealing a lesion with nodules formed of sheets of uniform cells traversed by fibrovascular septa. The cytomorphology of the cells is bland.,squmj2008-e357-361f4,NotMatch,NotMatch
PMC8564211,Figure 1,"AQP3 mRNA level in skin normal tissue and lesions. RT-PCR showed AQP3 mRNA in normal squamous tissue (NST), solar keratosis (SoK), seborrheic keratosis (SbK), eccrine poroma (EP), sebaceoma (SB), squamous cell carcinoma (SCC), Bowen's disease (BD), and apocrine carcinoma (AC), but AQP3 mRNA was absent in nevocellular nevus (NN), basal cell carcinoma (BC), and malignant melanoma (MM).",ACP2021-7866471.001,NotMatch,NotMatch
PMC8564211,Figure 2,"Immunohistochemical staining (immunoperoxidase staining in detail) of AQP3 in normal kidney and skin tissue, kidney tissue as positive control. Immunoreactivity of AQP3 is shown in the cytoplasmic membrane of collecting ducts and squamous cell (magnification: 400x).",ACP2021-7866471.002,NotMatch,Match
PMC8564211,Figure 3,"Expression of AQP3 in benign skin lesions and tumors. Distinctive AQP3 immunoreactivity is identified in molluscum contagiosum (a), hidradenoma (b), eccrine poroma (c), and sebaceoma (d) with corresponding figure of HE staining on the lower right-hand corner (magnification: (a, b) 400x; (c, d) 200x).",ACP2021-7866471.003,Match,Match
PMC8564211,Figure 4,"AQP3 expression in malignant skin tumors. Diffuse cytoplasmic membrane staining of AQP3 is identified in solar keratoses (a), Bowen's disease (b), Paget's disease (c), squamous cell carcinoma (d), and apocrine carcinoma (e), while negative AQP3 staining is observed in basal cell carcinomas (f), sebaceous carcinomas (g), and malignant melanomas (h) with corresponding figure of HE staining on the lower right-hand corner (magnification: 200x).",ACP2021-7866471.004,NotMatch,Match
PMC8671072,Figure 1,(a) Tissue section showing small- and medium-sized elongated tubules infiltrating the smooth muscle fibers. Focal squamous metaplasias of the tubules are seen (H&E 100×). (b) Tissue sections showing squamous cysts filled with keratin flakes (H&E 40×).,cureus-0013-00000019586-i01,NotMatch,Match
PMC8671072,Figure 2,Tissue sections showing foreign body giant cell reaction to the ruptured squamous cyst (a: H&E 40×; b: H&E 100×). ,cureus-0013-00000019586-i02,NotMatch,Match
