pmcid,label,caption,graphic
PMC2268708,Figure 1,"Regulation of equine CTNNB1 mRNA by wounding of thorax and limb skin. Total RNA was extracted from wound margin biopsies isolated 1, 2, 3, 4 and 6 weeks post-wounding, then used in mRNA expression analyses by semi-quantitative RT-PCR as described in Methodology. Bar graphs represent the average of measures, performed in triplicate, on the mRNA of the four horses included in the study. Top: Regulation of CTNNB1 mRNA (AF 752 bp) in wound biopsies from the thorax and the limb. Bottom: Relative changes in CTNNB1 mRNA in biopsies of thorax and limb wounds. The intensity of CTNNB1 signals was normalized with the control gene GAPDH. Different letters denote samples that differed significantly (P < 0.05) from time 0 of the same site (a); between anatomic sites at the same time (B). Data are presented as means ± SEM.",1472-6793-8-1-1
PMC2268708,Figure 2,"Regulation of equine PECAM1 mRNA by wounding of thorax and limb skin. Total RNA was extracted from wound margin biopsies isolated 1, 2, 3, 4 and 6 weeks post-wounding, then used in mRNA expression analyses by semi-quantitative RT-PCR as described in Methodology. Bar graphs represent the average of measures, performed in triplicate, on the mRNA of the four horses included in the study. Top: Regulation of PECAM1 mRNA [amplified fragment (AF) 548 bp] in wound biopsies from the thorax and the limb. Bottom: Relative changes in PECAM1 mRNA in biopsies of thorax and limb wounds. The intensity of PECAM1 signals was normalized with the control gene GAPDH. Different letters denote samples that differed significantly (P < 0.05) from time 0 of the same site (a); between anatomic sites at the same time (B). Data are presented as means ± SEM.",1472-6793-8-1-2
PMC2268708,Figure 3,"Immunohistochemical localization of β-catenin in the epidermal compartment of equine skin or wounds. Immunohistochemistry was performed on formalin-fixed, paraffin embedded tissues incubated with anti-β-catenin antibody as described in Methodology. Staining was absent when the primary antibody was omitted or substituted with normal serum (data not shown). The scale bar is equal to 0.1 mm. a) Unwounded limb skin. H = hair follicle. b) Unwounded limb skin. Endothelial cells stained with β-catenin antibody. c) Wound margin biopsy taken from 2 week old limb wound. WM = wound margin. d) 3 month old exuberant granulation tissue.",1472-6793-8-1-3
PMC2268708,Figure 4,"Immunohistochemical localization of PECAM1 in the dermal compartment of equine skin or wounds tissues. Immunohistochemistry was performed on formalin-fixed, paraffin embedded tissues incubated with anti-PECAM1 antibody as described in Methodology. The blood vessel endothelial cells are stained. Staining was absent when the primary antibody was omitted or substituted with normal rabbit serum (data not shown). The scale bar is equal to 0.2 mm. a) Unwounded thoracic skin. b) 6 month old exuberant granulation tissue. c) Wound margin biopsy (focusing on granulation tissue) taken from 4 week old healing thoracic wound. d) Wound margin biopsy (focusing on granulation tissue) taken from 4 week old healing limb wound.",1472-6793-8-1-4
PMC138803,Figure 1,3H-thymidine incorporation in keloid and normal nonpalmoplantar fibroblasts compared to palmoplantar fibroblasts.,1471-5945-2-13-1
PMC138803,Figure 2,Size and granularity in fibroblast cultures from different origin. A/: Forward (FSC-H) and side scattering (SSC-H) data from FACS analysis of cultures grown with serum for three days after confluence. B/: Difference in size (the total percentage of cells with forward scattering in the Upper and Lower Right quadrants) and granularity (the total percentage of cells with side scattering in the Upper Left and Right quadrants). The FSC and SSC intervals are arbitrarily chosen.,1471-5945-2-13-2
PMC138803,Figure 3,"TGFβ1 Receptor II, ED-A fibronectin and α-Smooth Muscle Actin (α-SMA) in fibroblasts from different body sites. The product of [Percentage immunopositive cells]*[GeoMean of the fluorescence distribution – background] is used to estimate the antigen content. The scale to the right is for the ED-A fibronectin only. (For examples of actual FACS scans, please, see additional file 1: Additional data #1.ppt).",1471-5945-2-13-3
PMC138803,Figure 4,"Schematic of the FACS analysis Two color FACS analysis of the levels of: apoptosis, measured by the TUNEL assay (using fluorescein-dUTP) – FL1; α-SMA – FL2, using a Phycoerythrin-conjugated secondary antibody. Quadrants are defined by background fluorescence of fluorescein and phycoerythrin. Lower Left (LL) quadrant – α-SMA-negative, non-differentiated, non-apoptotic (""Naïve"") fibroblasts; Upper Left (UL) quadrant – non-apoptotic cells with higher α-SMA content – non-apoptotic myofibroblasts); Upper Right (UR) quadrant – apoptotic myofibroblasts; Lower Right (LR) quadrant – apoptotic fibroblasts who have either lost the myofibroblast phenotype or have not developed it at all. Apoptotic fibroblasts eventually detach from the plate. Question marks point to putative transitions.",1471-5945-2-13-4
PMC138803,Figure 5,"Effect of serum and TGFβ1 on α-SMA and on apoptosis in fibroblasts. Fibroblasts were analyzed as described in Figure 4. (for examples of actual FACS scans, please, see additional file 3: Additional data #3.ppt). Also A/ α-SMA: The product of [Percentage immunopositive cells]*[GeoMean of the fluorescence distribution – background] was used to estimate the α-SMA content and includes contributions from both viable myofibroblasts (UL quadrant, see Fig. 4) and apoptotic myofibroblasts (UR quadrant, see Fig. 4). The data are average of three experiments with two keloid-palmar pairs and one nonplantar-plantar pair of fibroblast cultures. B/ Apoptosis: The product: [Percentage apoptotic fibroblasts]*[GeoMean TUNEL fluorescence – background] was used to estimate the apoptotic status of the culture with contributions from both fibroblasts (LR) and myofibroblasts (UR). Average of data from three experiments with: two keloids (plotted separately), two palmar cultures (the overall average is plotted) and one normal nonplantar and plantar cultures.",1471-5945-2-13-5
PMC138803,Figure 6,"FACS analyses of keloid and palmar fibroblasts embedded in collagen I gels. Keloid (a-c) and palmar (a'-c') fibroblasts in gels incubated for three days either with serum (a, a') or with serum and TGFβ1 (b, b', c, c'). Attached* – gels with keloid fibroblasts (a, b) were partially detached, self shrinking and remaining attached only in the center, while the gels with the palmar fibroblasts were fully attached – (a' b'). Relaxed gels (c, c') were fully floating in the media.",1471-5945-2-13-6
