pmid,pmcid,title,journal,insert_time
11097203,PMC2276050,Proteolytic activity of human lymphoid tumor cells. Correlation with tumor progression.,Dev Immunol,2023-12-17-22-07-05
11138932,PMC2579043,Evaluation of T-cell receptor gene rearrangements in patients with recurrent patch/plaque (T2) CTCL (mycosis fungoides).,Yale J Biol Med,2023-12-17-22-07-05
12475398,PMC140025,A stable aberrant immunophenotype characterizes nearly all cases of cutaneous T-cell lymphoma in blood and can be used to monitor response to therapy.,BMC Clin Pathol,2023-12-17-22-07-05
16434861,PMC3242097,Epitheliotropic cutaneous lymphoma (mycosis fungoides) in a dog.,J Vet Sci,2023-12-17-22-07-05
16495924,PMC2361364,Mycosis fungoides: is it a Borrelia burgdorferi-associated disease?,Br J Cancer,2023-12-17-22-07-05
16761456,PMC6074146,Rare variant of mycosis fungoides.,Ann Saudi Med,2023-12-17-22-07-05
17386082,PMC1810540,Availability and quality of paraffin blocks identified in pathology archives: a multi-institutional study by the Shared Pathology Informatics Network (SPIN).,BMC Cancer,2023-12-17-22-07-05
1739631,PMC1977719,Phase I trial of temozolomide (CCRG 81045: M&B 39831: NSC 362856).,Br J Cancer,2023-12-17-22-07-05
18500183,PMC6074424,Ecchymosis-like hyperpigmented mycosis fungoides.,Ann Saudi Med,2023-12-17-22-07-05
18510751,PMC2427016,Angiolymphoid hyperplasia with eosinophilia developing in a patient with history of peripheral T-cell lymphoma: evidence for multicentric T-cell lymphoproliferative process.,Diagn Pathol,2023-12-17-22-07-05
19209294,PMC2621414,Methotrexate-induced cutaneous ulceration in patients with erythrodermic mycosis fungoides.,Ther Clin Risk Manag,2023-12-17-22-07-05
1931613,PMC1977476,Deoxycoformycin in the treatment of mature T-cell leukaemias.,Br J Cancer,2023-12-17-22-07-05
19604606,PMC7127518,Scoring function for DNA-drug docking of anticancer and antiparasitic compounds based on spectral moments of 2D lattice graphs for molecular dynamics trajectories.,Eur J Med Chem,2023-12-17-22-07-05
19707308,PMC2721288,Update on the treatment of cutaneous T-cell lymphoma (CTCL): Focus on vorinostat.,Biologics,2023-12-17-22-07-05
19707452,PMC2727893,Denileukin diftitox for the treatment of cutaneous T-cell lymphoma.,Biologics,2023-12-17-22-07-05
19868729,PMC2128360,STUDIES ON THE CHANGES PRODUCED BY ROENTGEN RAYS IN INFLAMED CONNECTIVE TISSUE.,J Exp Med,2023-12-17-22-07-05
20020065,PMC2793029,Proteome-based analysis of serologically defined tumor-associated antigens in cutaneous lymphoma.,PLoS One,2023-12-17-22-07-05
20196875,PMC2838916,Mycosis fungoides bullosa: a case report and review of the literature.,J Med Case Rep,2023-12-17-22-07-05
20339522,PMC2842973,Response to hydralazine-valproate in a patient with mycosis fungoides.,Case Rep Med,2023-12-17-22-07-05
20652117,PMC2895213,A Rare Presentation of Mycosis Fungoides Mimicking Psoriasis Vulgaris.,Case Rep Dermatol,2023-12-17-22-07-05
20838548,PMC2930289,Follicular mycosis fungoides - A report of four Indian cases.,Indian J Med Paediatr Oncol,2023-12-17-22-07-05
21197103,PMC3004392,Photodynamic therapy with the silicon phthalocyanine pc 4 induces apoptosis in mycosis fungoides and sezary syndrome.,Adv Hematol,2023-12-17-22-07-05
21439248,PMC4013353,Diagnostic significance of TCR gene clonal rearrangement analysis in early mycosis fungoides.,Chin J Cancer,2023-12-17-22-07-05
21468238,PMC3065556,Romidepsin: evidence for its potential use to manage previously treated cutaneous T cell lymphoma.,Core Evid,2023-12-17-22-07-05
21931572,PMC3175357,Advanced-stage primary cutaneous T-cell lymphoma treated with bexarotene and denileukin diftitox.,Case Rep Dermatol,2023-12-17-22-07-05
22028572,PMC3199422,A case of poikiloderma vasculare atrophicans.,Ann Dermatol,2023-12-17-22-07-05
22028574,PMC3199424,The three dimensional conformal radiotherapy for hyperkeratotic plantar mycosis fungoides.,Ann Dermatol,2023-12-17-22-07-05
22071475,PMC3278552,"High soluble CD30, CD25, and IL-6 may identify patients with worse survival in CD30+ cutaneous lymphomas and early mycosis fungoides.",J Invest Dermatol,2023-12-17-22-07-05
22121263,PMC3221208,"Implications of bax, fas, and p53 in the pathogenesis of early-stage mycosis fungoides and alterations in expression following photochemotherapy.",Indian J Dermatol,2023-12-17-22-07-05
22148015,PMC3229941,Narrowband ultraviolet B phototherapy of early stage mycosis fungoides in korean patients.,Ann Dermatol,2023-12-17-22-07-05
22162690,PMC3226296,Expression of thymidine phosphorylase in lymph nodes involved with mycosis fungoides and sézary syndrome.,Adv Hematol,2023-12-17-22-07-05
22235305,PMC3250447,miR-122 regulates p53/Akt signalling and the chemotherapy-induced apoptosis in cutaneous T-cell lymphoma.,PLoS One,2023-12-17-22-07-05
22287862,PMC3262342,Romidepsin in the treatment of cutaneous T-cell lymphoma.,J Blood Med,2023-12-17-22-07-05
22433063,PMC3349519,A technique for pediatric total skin electron irradiation.,Radiat Oncol,2023-12-17-22-07-05
22438619,PMC3307454,Fine needle aspiration cytology of unilesional mycosis fungoides d'emblee.,J Cytol,2023-12-17-22-07-05
22457602,PMC3308634,Management of cutaneous T cell lymphoma: new and emerging targets and treatment options.,Cancer Manag Res,2023-12-17-22-07-05
22588440,PMC6081049,Profile of mycosis fungoides in 43 Saudi patients.,Ann Saudi Med,2023-12-17-22-07-05
22594538,PMC3418166,Novel therapeutic agents for cutaneous T-Cell lymphoma.,J Hematol Oncol,2023-12-17-22-07-05
22649337,PMC3362184,Recurrence of mycosis fungoides on multiple melanocytic nevi: a case report and review of the literature.,Case Rep Dermatol,2023-12-17-22-07-05
22707777,PMC3371529,Adult T-cell leukemia/lymphoma: a retroviral malady.,Indian J Dermatol,2023-12-17-22-07-05
22738414,PMC3523809,Denileukin diftitox for the treatment of CD25 low-expression mycosis fungoides and Sézary syndrome.,Leuk Lymphoma,2023-12-17-22-07-05
22807897,PMC3398089,Imaging cutaneous T-cell lymphoma with optical coherence tomography.,Case Rep Dermatol,2023-12-17-22-07-05
22844610,PMC3403505,Cutaneous T-cell lymphoma in asians.,ISRN Dermatol,2023-12-17-22-07-05
22973172,PMC3438737,Evaluation of histopathological changes in control biopsies which taken 48 sessions after NBUVB phototherapy for early-stage mycosis fungoides.,ScientificWorldJournal,2023-12-17-22-07-05
23130286,PMC3481866,Mycosis Fungoides: Tumour d'emblee.,Indian Dermatol Online J,2023-12-17-22-07-05
23197199,PMC3699909,"Mycosis fungoides and Sézary syndrome: clinical, histopathological and immunohistochemical review and update.",An Bras Dermatol,2023-12-17-22-07-05
23198169,PMC3504268,Hypopigmented mycosis fungoides in type v skin: a report of 5 cases.,Case Rep Dermatol Med,2023-12-17-22-07-05
23248358,PMC3519247,"Origin Use of CD4, CD8, and CD1a Immunostains in Distinguishing Mycosis Fungoides from its Inflammatory Mimics: A Pilot Study.",Indian J Dermatol,2023-12-17-22-07-05
23272809,PMC3633053,Pharmacokinetic and pharmacodynamic characterization of a new formulation containing synergistic proportions of interferons alpha-2b and gamma (HeberPAG) in patients with mycosis fungoides: an open-label trial.,BMC Pharmacol Toxicol,2023-12-17-22-07-05
23450851,PMC3581287,Emerging treatment options for early mycosis fungoides.,Clin Cosmet Investig Dermatol,2023-12-17-22-07-05
23463828,PMC3582907,Ultraviolet A1 phototherapy of mycosis fungoides.,Ann Dermatol,2023-12-17-22-07-05
23716809,PMC3657219,Positron emission tomography for staging and response assessment of mycosis fungoides in a child.,Indian J Dermatol,2023-12-17-22-07-05
23716837,PMC3657247,CD30+ Large Cell Transformation of Mycosis Fungoides During Pregnancy.,Indian J Dermatol,2023-12-17-22-07-05
23716840,PMC3657250,Hypopigmented mycosis fungoides in a chinese woman.,Indian J Dermatol,2023-12-17-22-07-05
23717029,PMC3662931,Long-term follow-up of refractory mycosis fungoides which achieved remission with the addision of isotretinoin to methotrexate and psoralen plus ultraviolat a therapy.,Ann Dermatol,2023-12-17-22-07-05
23723476,PMC3667288,Alopecia mucinosa responding to antileprosy treatment: are we missing something?,Indian J Dermatol,2023-12-17-22-07-05
23739698,PMC3750882,"Prevalence study of dermatoses referred to the phototherapy unit at the Dermatology Service of the Clinics Hospital of Porto Alegre, RS, Brazil.",An Bras Dermatol,2023-12-17-22-07-05
23785591,PMC3663345,Adult T-cell leukemia/lymphoma: a case report of primary cutaneous tumoral type.,Dermatol Pract Concept,2023-12-17-22-07-05
23792457,PMC3869886,CD164 and FCRL3 are highly expressed on CD4+CD26- T cells in Sézary syndrome patients.,J Invest Dermatol,2023-12-17-22-07-05
23898362,PMC3725320,Hyperpigmented mycosis fungoides: a rare variant.,Pan Afr Med J,2023-12-17-22-07-05
23898456,PMC3724020,Mycosis fungoides misdiagnosed as squamous cell carcinoma.,Arch Plast Surg,2023-12-17-22-07-05
23938065,PMC3765467,Concurrent malignant melanoma and cutaneous involvement by classical Hodgkin lymphoma (CHL) in a 63 year-old man.,Diagn Pathol,2023-12-17-22-07-05
23940492,PMC3738031,Erythrodermic mycosis fungoides with hypereosinophilic syndrome: a rare presentation.,Ecancermedicalscience,2023-12-17-22-07-05
24036877,PMC5714578,Dosimetric characterization and optimization of a customized Stanford total skin electron irradiation (TSEI) technique.,J Appl Clin Med Phys,2023-12-17-22-07-05
24082186,PMC3778781,Ichthyosiform large plaque parapsoriasis: report of a rare entity.,Indian J Dermatol,2023-12-17-22-07-05
24098463,PMC3788054,Expression of human endogenous retrovirus-w including syncytin-1 in cutaneous T-cell lymphoma.,PLoS One,2023-12-17-22-07-05
24098495,PMC3789663,Karyopherin alpha2 is essential for rRNA transcription and protein synthesis in proliferative keratinocytes.,PLoS One,2023-12-17-22-07-05
24173195,PMC3798366,Case for diagnosis.,An Bras Dermatol,2023-12-17-22-07-05
24245986,PMC3907701,Differences in incidence and trends of haematological malignancies in Japan and the United States.,Br J Haematol,2023-12-17-22-07-05
24273576,PMC3832835,"Altered expression of Bcl-2, c-Myc, H-Ras, K-Ras, and N-Ras does not influence the course of mycosis fungoides.",Arch Med Sci,2023-12-17-22-07-05
24278042,PMC3834697,Oral retinoids and rexinoids in cutaneous T-cell lymphomas.,Postepy Dermatol Alergol,2023-12-17-22-07-05
24278046,PMC3834692,Total skin electron irradiation techniques: a review.,Postepy Dermatol Alergol,2023-12-17-22-07-05
24278086,PMC3834705,Generalized lichen amyloidosis and hyperthyroidism: coincidence or association.,Postepy Dermatol Alergol,2023-12-17-22-07-05
24304814,PMC3961555,miR-223 regulates cell growth and targets proto-oncogenes in mycosis fungoides/cutaneous T-cell lymphoma.,J Invest Dermatol,2023-12-17-22-07-05
24346924,PMC3875963,Allogeneic hematopoietic stem cell transplantation in mycosis fungoides.,An Bras Dermatol,2023-12-17-22-07-05
24350017,PMC3853902,Inflammatory vitiligo versus hypopigmented mycosis fungoides in a 58-year-old Indian female.,Indian Dermatol Online J,2023-12-17-22-07-05
24350019,PMC3853904,Follicular mucinosis.,Indian Dermatol Online J,2023-12-17-22-07-05
24385837,PMC3874967,Peripheral neuropathy in sézary syndrome: coincidence or a part of the syndrome?,Turk J Haematol,2023-12-17-22-07-05
24393425,PMC3890503,Lymph node fine needle cytology in the staging and follow-up of cutaneous lymphomas.,BMC Cancer,2023-12-17-22-07-05
24474105,PMC3900347,Hypopigmented mycosis fungoides: a review of its clinical features and pathophysiology.,An Bras Dermatol,2023-12-17-22-07-05
24478942,PMC3902072,Central nervous system involvement in mycosis fungoides: relevance of tcr gene testing in cerebrospinal fluid.,Springerplus,2023-12-17-22-07-05
24656070,PMC3997930,The treatment of extensive scalp lesions using coplanar and non-coplanar photon IMRT: a single institution experience.,Radiat Oncol,2023-12-17-22-07-05
24711905,PMC3977168,Testicular manifestation of a transformed mycosis fungoides.,Rare Tumors,2023-12-17-22-07-05
24770517,PMC4008071,Follicular mucinosis - case report.,An Bras Dermatol,2023-12-17-22-07-05
24868225,PMC4026803,Characteristics of Cutaneous Lymphomas in Korea According to the New WHO-EORTC Classification: Report of a Nationwide Study.,Korean J Pathol,2023-12-17-22-07-05
24947046,PMC4147334,Thymocyte selection-associated high mobility group box gene (TOX) is aberrantly over-expressed in mycosis fungoides and correlates with poor prognosis.,Oncotarget,2023-12-17-22-07-05
24966641,PMC4069652,Two Clinically Unusual Cases of Folliculotropic Mycosis Fungoides: One with and the Other without Syringotropism.,Ann Dermatol,2023-12-17-22-07-05
25068422,PMC4221526,Allogeneic hematopoietic cell transplantation for mycosis fungoides and Sezary syndrome.,Bone Marrow Transplant,2023-12-17-22-07-05
25140833,PMC4324119,c-CBL E3 ubiquitin ligase is overexpressed in cutaneous T-cell lymphoma: its inhibition promotes activation-induced cell death.,J Invest Dermatol,2023-12-17-22-07-05
25143835,PMC4131068,The influence of the coexpression of CD4 and CD8 in cutaneous lesions on prognosis of mycosis fungoides: a preliminary study.,J Skin Cancer,2023-12-17-22-07-05
25232282,PMC4159375,Mycosis fungoides: case report and literature review.,Clin Med Insights Case Rep,2023-12-17-22-07-05
25274443,PMC4895598,Phase II evaluation of VDC-1101 in canine cutaneous T-cell lymphoma.,J Vet Intern Med,2023-12-17-22-07-05
25325303,PMC4220651,Somatic rearrangement of the TP63 gene preceding development of mycosis fungoides with aggressive clinical course.,Blood Cancer J,2023-12-17-22-07-05
25366078,PMC4215968,Cytotoxic Variant of Mycosis Fungoides with CD8+ CD56+ Phenotype: A Case Report and Review of Literature.,Korean J Pathol,2023-12-17-22-07-05
25386244,PMC4211480,Growth dynamics and cyclin expression in cutaneous T-cell lymphoma cell lines.,Dermatol Reports,2023-12-17-22-07-05
25386249,PMC4211472,2-Chlorodeoxyadenosine treatment for cutaneous T-cell lymphoma.,Dermatol Reports,2023-12-17-22-07-05
25386305,PMC4211505,Bullous mycosis fungoides associated with an extensive ulcer and a severe leukemoid reaction.,Dermatol Reports,2023-12-17-22-07-05
25484417,PMC4248525,Animals eponyms in dermatology.,Indian J Dermatol,2023-12-17-22-07-05
25580315,PMC4279116,Skin Recurrence of Transformed Mycosis Fungoides Postumbilical Cord Blood Transplant despite Complete Donor Chimerism.,Case Rep Hematol,2023-12-17-22-07-05
25614814,PMC4302628,Cutaneous lymphocyte antigen expression loss and PD1 positivity in early cutaneous lesions of rapidly progressive mycosis fungoides.,Clin Case Rep,2023-12-17-22-07-05
25657444,PMC4318050,Papular mycosis fungoides: a case report and review in the literature.,Indian J Dermatol,2023-12-17-22-07-05
25667905,PMC4308061,A case of mycosis fungoides-like lesions developing after levetiracetam therapy.,Epilepsy Behav Case Rep,2023-12-17-22-07-05
25672297,PMC4323696,Evaluation of cardiovascular disease risk factors in patients with mycosis fungoides.,An Bras Dermatol,2023-12-17-22-07-05
25678803,PMC4322887,The utility of bexarotene in mycosis fungoides and Sézary syndrome.,Onco Targets Ther,2023-12-17-22-07-05
25694829,PMC4324921,Mycosis fungoides in Iranian population: an epidemiological and clinicopathological study.,J Skin Cancer,2023-12-17-22-07-05
25735439,PMC4374067,A review of the use of tanning beds as a dermatological treatment.,Dermatol Ther (Heidelb),2023-12-17-22-07-05
25811617,PMC4374776,TOX acts an oncological role in mycosis fungoides.,PLoS One,2023-12-17-22-07-05
25814741,PMC4372945,Co-existence of various clinical and histopathological features of mycosis fungoides in a young female.,Indian J Dermatol,2023-12-17-22-07-05
25814753,PMC4372957,Poikiloderma vasculare atrophicans: a distinct clinical entity?,Indian J Dermatol,2023-12-17-22-07-05
25829740,PMC4379681,Mycosis fungoides: Positron emission tomography/computed tomography in staging and monitoring the effect of therapy.,Indian J Nucl Med,2023-12-17-22-07-05
25834361,PMC4377411,Poikiloderma vasculare atrophicans showing features of ashy dermatosis in the beginning.,Ann Dermatol,2023-12-17-22-07-05
26015774,PMC4436229,Follow-up of patients with mycosis fungoides after interferon α2b treatment failure.,Postepy Dermatol Alergol,2023-12-17-22-07-05
26076148,PMC4442648,Primary mycosis fungoides of the vulva: The first reported case.,Gynecol Oncol Rep,2023-12-17-22-07-05
26120176,PMC4458961,Evaluation of the Association Between Epstein-Barr Virus and Mycosis Fungoides.,Indian J Dermatol,2023-12-17-22-07-05
26120182,PMC4458969,Extranodal NK/T-cell Lymphoma Mimicking Erythema Multiforme.,Indian J Dermatol,2023-12-17-22-07-05
26136403,PMC4567029,Demographic patterns of cutaneous T-cell lymphoma incidence in Texas based on two different cancer registries.,Cancer Med,2023-12-17-22-07-05
26170561,PMC4479907,The role of fluorine-18 fluorodeoxyglucose positron emission tomography in patients with mycosis fungoides.,Indian J Nucl Med,2023-12-17-22-07-05
26170695,PMC4493984,Rapidly progressive stage IVB mycosis fungoides treated with low-dose total skin electron beam therapy.,Onco Targets Ther,2023-12-17-22-07-05
26244872,PMC4653025,"Jak3, STAT3, and STAT5 inhibit expression of miR-22, a novel tumor suppressor microRNA, in cutaneous T-Cell lymphoma.",Oncotarget,2023-12-17-22-07-05
26273174,PMC4530168,Mycosis Fungoides Diagnosed with an Initial Sign Resembling Benign Dermatosis on the Upper Eyelids.,Ann Dermatol,2023-12-17-22-07-05
26288406,PMC4533536,Primary Cutaneous CD8(+) CD30(+) Anaplastic Large Cell Lymphoma: An Unusual Case with a High Ki-67 index-A Short Review.,Indian J Dermatol,2023-12-17-22-07-05
26288459,PMC4533590,Non-folliculotropic Milia in a Treated Case of Mycosis Fungoides: A Rare Occurrence.,Indian J Dermatol,2023-12-17-22-07-05
26309188,PMC4580656,Invisible Mycosis Fungoides: Not to be Missed in Chronic Pruritus.,Dermatol Ther (Heidelb),2023-12-17-22-07-05
26375225,PMC4560545,Granulomatous mycosis fungoides--a diagnostic challenge.,An Bras Dermatol,2023-12-17-22-07-05
26380134,PMC4563086,Primary Cutaneous Peripheral T-Cell Lymphoma Not Otherwise Specified: A Rapidly Progressive Variant of Cutaneous T-Cell Lymphoma.,Case Rep Oncol Med,2023-12-17-22-07-05
26413361,PMC4564621,Innovative Approaches to Radiation Treatment for Mycosis Fungoides in the Setting of Collagen Vascular Disease.,Case Rep Oncol Med,2023-12-17-22-07-05
26557075,PMC4637793,Koebner Phenomenon and Mycosis Fungoides.,Case Rep Dermatol,2023-12-17-22-07-05
26692709,PMC4660524,Intralesional Bleomycin as an Adjunct Therapeutic Modality in Eyelid and Extraocular Malignancies and Tumors.,Middle East Afr J Ophthalmol,2023-12-17-22-07-05
26734874,PMC4689081,Granulomatous slack skin T-cell lymphoma: an important differential diagnosis with giant cell tumor of soft tissue.,An Bras Dermatol,2023-12-17-22-07-05
26752418,PMC4709199,"The Therapeutic Potential of AN-7, a Novel Histone Deacetylase Inhibitor, for Treatment of Mycosis Fungoides/Sezary Syndrome Alone or with Doxorubicin.",PLoS One,2023-12-17-22-07-05
26755907,PMC4697019,Expression of CXCR4 and CXCL12 and their correlations to the cell proliferation and angiogenesis in mycosis fungoides.,Postepy Dermatol Alergol,2023-12-17-22-07-05
26759546,PMC4692822,Primary cutaneous lymphomas: diagnosis and treatment.,Postepy Dermatol Alergol,2023-12-17-22-07-05
26759552,PMC4692811,Mycosis fungoides: therapeutic difficulties.,Postepy Dermatol Alergol,2023-12-17-22-07-05
26759567,PMC4696365,"Primary cutaneous lymphomas: A clinical and histological study of 99 cases in Isfahan, Iran.",J Res Med Sci,2023-12-17-22-07-05
26788525,PMC4695677,"Flow Cytometric Analysis of T, B, and NK Cells Antigens in Patients with Mycosis Fungoides.",J Immunol Res,2023-12-17-22-07-05
26848231,PMC4737817,Increasing Numbers of Mast Cells in Skin Lesions of Hyperpigmented Mycosis Fungoides with Large-Cell Transformation.,Ann Dermatol,2023-12-17-22-07-05
26904444,PMC4738510,Lymphomatoid contact dermatitis associated with textile dye at an unusual location.,Indian Dermatol Online J,2023-12-17-22-07-05
26918607,PMC4951265,Analysis of differential β variable region of T cell receptor expression and NAV3/TNFRSF1B gene mutation in mycosis fungoides.,Oncotarget,2023-12-17-22-07-05
26955126,PMC4763636,New Treatment Options for Mycosis Fungoides.,Indian J Dermatol,2023-12-17-22-07-05
26989539,PMC4775785,Conjunctival Involvement of T-Cell Lymphoma in a Patient with Mycosis Fungoides.,Case Rep Ophthalmol Med,2023-12-17-22-07-05
27047936,PMC4816432,The Dilemma of Coexisting Nevoid Hyperkeratosis of the Nipple and Areola in Mycosis Fungoides: A Report of Three Cases.,Dermatopathology (Basel),2023-12-17-22-07-05
27051679,PMC4802568,A case of exuberant cutaneous lymphomagenesis in the setting of chronic patch mycosis fungoides.,JAAD Case Rep,2023-12-17-22-07-05
27051691,PMC4802554,Serpiginous mycosis fungoides in a 21-year-old man.,JAAD Case Rep,2023-12-17-22-07-05
27051697,PMC4802565,Complete regression of mycosis fungoides after ipilimumab therapy for advanced melanoma.,JAAD Case Rep,2023-12-17-22-07-05
27051734,PMC4808734,Discordant mycosis fungoides and cutaneous B-cell lymphoma: A case report and review of the literature.,JAAD Case Rep,2023-12-17-22-07-05
27051759,PMC4809220,"Granulomatous mycosis fungoides, a rare subtype of cutaneous T-cell lymphoma.",JAAD Case Rep,2023-12-17-22-07-05
27051771,PMC4809374,Neutrophilic dermatosis associated with mycosis fungoides.,JAAD Case Rep,2023-12-17-22-07-05
27051776,PMC4809372,Clearance of folliculotropic and tumor mycosis fungoides with topical 5% imiquimod.,JAAD Case Rep,2023-12-17-22-07-05
27085537,PMC4906109,CD30+ Cutaneous T Cell Lymphoma: Response to Rotational Total Skin Electron Irradiation.,Dermatol Ther (Heidelb),2023-12-17-22-07-05
27195265,PMC4868934,Pagetoid Reticulosis: Report of Two Cases and Review of the Literature.,Dermatopathology (Basel),2023-12-17-22-07-05
27274640,PMC4884718,A Case of Papular Mycosis Fungoides: A New Clinical Variant of Early Mycosis Fungoides.,Ann Dermatol,2023-12-17-22-07-05
27293391,PMC4899656,Periostin in the Cancer Stroma of Mycosis Fungoides Palmaris et Plantaris: A Case Report and Immunohistochemical Study.,Case Rep Dermatol,2023-12-17-22-07-05
27294054,PMC4886591,Pigmented purpuric dermatosis or mycosis fungoides: A diagnostic dilemma.,Indian Dermatol Online J,2023-12-17-22-07-05
27313668,PMC4888040,Syringotropic mycosis fungoides responding well to VELP chemotherapy: A case report.,Exp Ther Med,2023-12-17-22-07-05
27329723,PMC5216756,STAT5 induces miR-21 expression in cutaneous T cell lymphoma.,Oncotarget,2023-12-17-22-07-05
27336155,PMC4919068,Serum Vitamin D and Vitamin D Receptor Gene Polymorphism in Mycosis Fungoides Patients: A Case Control Study.,PLoS One,2023-12-17-22-07-05
