pmid,pmcid,title,journal,insert_time
17619701,PMC5917203,"Ciliated median raphe cyst of perineum presenting as perianal polyp: a case report with immunohistochemical study, review of literature, and pathogenesis.",ScientificWorldJournal,2023-12-17-22-02-48
24396444,PMC3881931,Pigmented median raphe cyst of the penis with consideration of the possible mechanism of melanocytic colonization: A case report.,Oncol Lett,2023-12-17-22-02-48
25793130,PMC4352436,Perianal median raphe cyst: a rare lesion with unusual histology and localization.,Case Rep Dermatol Med,2023-12-17-22-02-48
26539378,PMC4606588,Para-meatal urethral cyst with bladder calculi: A case report and review of the literature.,Int J Appl Basic Med Res,2023-12-17-22-02-48
31301740,PMC6626626,Median raphe cyst of the penis: a case report and review of the literature.,J Med Case Rep,2023-12-17-22-02-48
31413513,PMC6676843,Median raphe cyst of the penis: A startling diagnosis for the unaccustomed clinician.,Urol Ann,2023-12-17-22-02-48
31583066,PMC6775486,Median raphe cyst: A clinically challenging diagnosis.,Clin Pract,2023-12-17-22-02-48
32317831,PMC7164741,Anogenital Papular Lesions in Children Five Year Old and Younger: Gender Differences.,Med Arch,2023-12-17-22-02-48
32477982,PMC7247623,Parameatal Median Raphe Cyst: A Case Report of a Midline Developmental Defect of True Urogenital Origin.,Indian Dermatol Online J,2023-12-17-22-02-48
33977252,PMC8088894,Pigmented median raphe cyst of the penis that developed after middle age without infection or trauma history.,IJU Case Rep,2023-12-17-22-02-48
34631429,PMC8488025,Rapid growth of a large penile median raphe cyst.,Urol Case Rep,2023-12-17-22-02-48
35241137,PMC8896147,A serpiginous lesion of scrotum.,Ital J Pediatr,2023-12-17-22-02-48
35265387,PMC8901341,Ruptured Median Raphe Cyst Mimicking a Vascular Penile Mass on Ultrasound.,Case Rep Radiol,2023-12-17-22-02-48
36722576,PMC10117023,Preputial cyst in the newborn: A case report from Africa.,Afr J Paediatr Surg,2023-12-17-22-02-48
