pmid,pmcid,title,journal,insert_time
10424735,PMC2363080,Inhibition of proliferation and induction of apoptosis in soft tissue sarcoma cells by interferon-alpha and retinoids.,Br J Cancer,2023-12-17-21-58-15
10755400,PMC2374492,The expression of MDM2/CDK4 gene product in the differential diagnosis of well differentiated liposarcoma and large deep-seated lipoma.,Br J Cancer,2023-12-17-21-58-15
11306758,PMC3054726,A case of retroperitoneal lipoleiomyoma.,J Korean Med Sci,2023-12-17-21-58-11
12514345,PMC2713850,"Retroperitoneal malignant mesenchymoma: a case of mesenchymal mixed tumor with osteosarcoma, leiomyosarcoma, liposarcoma and fibrosarcoma.",Korean J Radiol,2023-12-17-21-58-11
14042721,PMC2070995,DIFFERENCES IN BIOLOGICAL CHARACTERISTICS OF VARIOUS HISTOLOGICAL TYPES OF LOWER RESPIRATORY TRACT TUMOURS.,Br J Cancer,2023-12-17-21-58-11
1419607,PMC1977430,Sarcomas in north west England: III. Survival.,Br J Cancer,2023-12-17-21-58-15
14562008,PMC2394353,A phase II trial with rosiglitazone in liposarcoma patients.,Br J Cancer,2023-12-17-21-58-11
1481314,PMC2448936,Aggressive myxoid liposarcoma of mediastinum.,Ulster Med J,2023-12-17-21-58-11
16154826,PMC1665230,Retroperitoneal sarcomas.,Cancer Imaging,2023-12-17-21-58-11
16790047,PMC1526433,The tip of the iceberg: a giant pelvic atypical lipoma presenting as a sciatic hernia.,World J Surg Oncol,2023-12-17-21-58-11
16872488,PMC1553437,Liposarcoma of the tongue: case report and review of the literature.,Head Face Med,2023-12-17-21-58-11
16981999,PMC1584249,Uncommon sarcomas of the uterine cervix: a review of selected entities.,Diagn Pathol,2023-12-17-21-58-11
17017669,PMC3890723,Transluminal removal of a fractured and embolized indwelling central venous catheter in the pulmonary artery.,Korean J Intern Med,2023-12-17-21-58-15
17022811,PMC1618397,Ether à go-go potassium channel expression in soft tissue sarcoma patients.,Mol Cancer,2023-12-17-21-58-11
17359542,PMC1839099,Diagnostic and prognostic gene expression signatures in 177 soft tissue sarcomas: hypoxia-induced transcription profile signifies metastatic potential.,BMC Genomics,2023-12-17-21-58-15
17448253,PMC1866233,Hepatoid carcinoma colliding with a liposarcoma of the left colon serosa presenting as an abdominal mass.,World J Surg Oncol,2023-12-17-21-58-11
17496993,PMC1779505,Late-onset meningeal metastases in liposarcoma: a case report and review of the literature.,Sarcoma,2023-12-17-21-58-11
17565683,PMC1924523,Primary omental gastrointestinal stromal tumor (GIST).,World J Surg Oncol,2023-12-17-21-58-15
17620118,PMC1936423,Retroperitoneal liposarcoma associated with small plaque parapsoriasis.,World J Surg Oncol,2023-12-17-21-58-11
17641744,PMC1906871,FDG-PET Lacks Sufficient Sensitivity to Detect Myxoid Liposarcoma Spinal Metastases Detected by MRI.,Sarcoma,2023-12-17-21-58-11
17964955,PMC2072088,Posterior mediastinal liposarcoma simulating a lung mass: an unusual case report.,Cancer Imaging,2023-12-17-21-58-11
17988384,PMC2198914,Pleural myxoid liposarcoma: features of 2 cases and associated literature review.,J Cardiothorac Surg,2023-12-17-21-58-11
18021394,PMC2203997,"Dedifferentiated liposarcoma with leukocytosis. A case report of G-CSF-producing soft-tissue tumors, possible association with undifferentiated liposarcoma lineage.",World J Surg Oncol,2023-12-17-21-58-11
18053133,PMC2222671,Primary mediastinal liposarcoma: a case report.,J Med Case Rep,2023-12-17-21-58-11
18070341,PMC2221973,Multicentric myxoid liposarcoma: report of two cases.,World J Surg Oncol,2023-12-17-21-58-11
18205917,PMC2244628,Painful swollen leg--think beyond deep vein thrombosis or Baker's cyst.,World J Surg Oncol,2023-12-17-21-58-15
18382626,PMC2276869,Dedifferentiated Liposarcoma of the Retroperitoneum with Extensive Leiomyosarcomatous Differentiation and beta-Human Chorionic Gonadotropin Production.,Sarcoma,2023-12-17-21-58-11
18414473,PMC2361713,"High level of telomerase RNA gene expression is associated with chromatin modification, the ALT phenotype and poor prognosis in liposarcoma.",Br J Cancer,2023-12-17-21-58-11
18416844,PMC2358876,Pleomorphic liposarcoma of the foot: a case report.,Diagn Pathol,2023-12-17-21-58-11
18438568,PMC2664204,Prognostic factors and expression of MDM2 in patients with primary extremity liposarcoma.,Clinics (Sao Paulo),2023-12-17-21-58-15
18460215,PMC2412854,Identification of heterogeneity among soft tissue sarcomas by gene expression profiles from different tumors.,J Transl Med,2023-12-17-21-58-15
18497869,PMC2386887,Frequency of certain established risk factors in soft tissue sarcomas in adults: a prospective descriptive study of 658 cases.,Sarcoma,2023-12-17-21-58-15
18509338,PMC2823488,Induced ncRNAs allosterically modify RNA-binding proteins in cis to inhibit transcription.,Nature,2023-12-17-21-58-11
18521201,PMC2373577,Simultaneous epstein barr virus and cytomegalovirus infection accompanied by leiomyomatous change in a well-differentiated liposarcoma in a patient with long-term corticosteroid treatment.,Sarcoma,2023-12-17-21-58-11
18521209,PMC2395351,EORTC Group Phase II Study of Oral Etoposide for Pretreated Soft Tissue Sarcoma.,Sarcoma,2023-12-17-21-58-15
18521222,PMC2395369,Metastatic liposarcoma: a cause of symptomatic acute pericarditis.,Sarcoma,2023-12-17-21-58-11
18521231,PMC2395381,"Lip, a human gene detected by transfection of DNA from a human liposarcoma encodes a protein with homology to regulators of small g proteins.",Sarcoma,2023-12-17-21-58-11
18521238,PMC2395387,Molecular alterations in pediatric sarcomas: potential targets for immunotherapy.,Sarcoma,2023-12-17-21-58-15
18521256,PMC2395397,Primary liposarcoma of the mediastinum.,Sarcoma,2023-12-17-21-58-11
18521366,PMC2395510,A case of liposarcoma with peritonitis due to jejunal perforation.,Sarcoma,2023-12-17-21-58-11
