pmid,pmcid,title,journal,insert_time,has_targz
17592625,PMC1913531,Epithelioid hemangioma (angiolymphoid hyperplasia with eosinophilia) of the orbit: a case report.,J Med Case Rep,2024-02-14-09-13-10,True
21076597,PMC2974233,Epithelioid hemangioma involving three contiguous bones: a case report with a review of the literature.,Korean J Radiol,2024-02-14-09-13-10,True
21487464,PMC3073756,A Long-Term Follow-Up of Angiolymphoid Hyperplasia with Eosinophilia Treated by Corticosteroids: When a Traditional Therapy is Still Up-to-Date.,Case Rep Dermatol,2024-02-14-09-13-10,True
21718503,PMC3141710,Epithelioid hemangioma of the penis: case report and review of literature.,J Med Case Rep,2024-02-14-09-13-10,True
23112366,PMC3482809,Epithelioid hemangioma (angiolymphoid hyperplasia with eosinophilia) in zosteriform distribution.,Indian J Dermatol,2024-02-14-09-13-10,True
23723608,PMC3663180,Recurrent gingival swelling in pregnant women.,J Cutan Aesthet Surg,2024-02-14-09-13-10,True
24394857,PMC3907202,Ileal malignant hemangioendothelioma as a hypervascular lesion on computed tomography scan.,Int J Surg Case Rep,2024-02-14-09-13-10,True
24715910,PMC3970468,Epithelioid hemangioma of lingual alveolar mucosa: an immunohistochemical case report.,Case Rep Med,2024-02-14-09-13-10,True
25366079,PMC4215969,Solid form of epithelioid hemangioma: a case report.,Korean J Pathol,2024-02-14-09-13-10,True
25802787,PMC4329744,Multiple epithelioid hemangiomas with orbital involvement.,Case Rep Pathol,2024-02-14-09-13-10,True
26097322,PMC4451652,Angiolymphoid hyperplasia with eosinophilia in the angle region of the mandible.,J Oral Maxillofac Pathol,2024-02-14-09-13-10,True
27190556,PMC4861890,Epithelioid hemangioma of the spine: Two cases.,Radiol Case Rep,2024-02-14-09-13-10,True
27981217,PMC5148776,Multifocal eruptive cutaneous epithelioid angiomatous nodules.,JAAD Case Rep,2024-02-14-09-13-10,True
28159479,PMC6136344,Epithelioid hemangioma of the scapula treated with chemoembolization and microwave ablation: Α case report.,Acta Orthop Traumatol Turc,2024-02-14-09-13-10,True
28352744,PMC5368872,Epithelioid hemangioma of brachial artery: report of a case and review of the literature.,Open Med (Wars),2024-02-14-09-13-10,True
29118548,PMC5656971,Epithelioid hemangioma of penis mimicking malignancy: A rare case.,Urol Ann,2024-02-14-09-13-10,True
29992002,PMC6030872,"Angiolymphoid hyperplasia with eosinophilia (epithelioid hemangioma) of the external auditory canal, an unusual presentation in an adult female: a case report.",J Surg Case Rep,2024-02-14-09-13-10,True
31083212,PMC6531225,Epithelioid hemangioendothelioma of the bone: A case report with findings of bone scintigraphy.,Medicine (Baltimore),2024-02-14-09-13-10,True
31341686,PMC6612390,Hepatic YAP1-TFE3 Rearranged Epithelioid Hemangioendothelioma.,Case Rep Gastrointest Med,2024-02-14-09-13-10,True
31607887,PMC6787426,Recurrent Epithelioid Hemangioma of the Bony Pelvis Responding to Propranolol.,Case Rep Oncol,2024-02-14-09-13-10,True
31615579,PMC6792259,Treatment of lumbar vertebra epithelioid hemangioma with radiation therapy: a case report.,J Med Case Rep,2024-02-14-09-13-10,True
31641394,PMC6796626,Multifocal epithelioid hemangioma of the metacarpal bones: A case report.,Radiol Case Rep,2024-02-14-09-13-10,True
31770261,PMC6890370,Bisphosphonates as a therapeutic choice for multifocal epithelioid hemangioma of bone: A case report.,Medicine (Baltimore),2024-02-14-09-13-10,True
33315666,PMC7774811,Epithelioid Hemangioma of Vertebra Mimicking Metastasis on FDG PET/CT in a Patient With Renal Cell Cancer.,Clin Nucl Med,2024-02-14-09-13-10,True
33318580,PMC8076054,Novel GATA6-FOXO1 fusions in a subset of epithelioid hemangioma.,Mod Pathol,2024-02-14-09-13-10,True
33776722,PMC7983550,Epithelioid Hemangioendothelioma and Epithelioid Hemangioma: Pazopanib as a Potential Salvage Therapy.,Case Rep Oncol,2024-02-14-09-13-10,True
34094789,PMC8168629,Epithelioid Haemangioma of Bone: A Case Series and Comprehensive Literature Review Reappraising the Diagnostic Classification of All Epithelioid Vascular Neoplasms of Bone.,Cureus,2024-02-14-09-13-10,True
35455811,PMC9029700,Epithelioid Hemangioma of the Nose: A Challenging Diagnosis.,Healthcare (Basel),2024-02-14-09-13-10,True
35466241,PMC9036200,A Case of Adult-Onset Eccrine Angiomatous Hamartoma-The Comparison with Epithelioid Hemangioma.,Dermatopathology (Basel),2024-02-14-09-13-10,True
36092201,PMC9455120,A Greyish-Black Nodule on the Abdominal Skin - Uncommon Morphology and Location of Epithelioid Hemangioma.,Indian J Dermatol,2024-02-14-09-13-10,True
36337816,PMC9619154,A Rare Case of Epithelioid Hemangioma Presenting as an Isolated Sacral Mass.,Cureus,2024-02-14-09-13-10,True
37168171,PMC10166403,T-Cell-Rich Angiomatoid Polypoid Pseudolymphoma: A Case Report and Comparison With Key Differential Diagnoses.,Cureus,2024-02-14-09-13-10,True
37493716,PMC10516796,"[Multiple, eruptive epithelioid hemangiomas of the scalp].",Dermatologie (Heidelb),2024-02-14-09-13-10,False
37636169,PMC10451587,Epithelioid hemangioma (ALHE) on the tongue of an infant treated with oral corticosteroids: A case report and review of the literature.,J Family Med Prim Care,2024-02-14-09-13-10,True
38061715,PMC10727855,Multiple Eruptive Epithelioid Hemangiomas on the Right Upper Extremity in an Asian Man.,Ann Dermatol,2024-02-14-09-13-10,False
