pmid,pmcid,title,journal,insert_time,has_targz,disease
15743526,PMC555587,The discovery of the first human retrovirus: HTLV-1 and HTLV-2.,Retrovirology,2023-12-17-22-11-39,True,NotMatch
16899128,PMC1555608,HTLV-1 Tax: centrosome amplification and cancer.,Retrovirology,2023-12-17-22-11-39,True,NotMatch
1911223,PMC1977688,Immunocytochemical demonstration of PTHrP protein in neoplastic tissue of HTLV-1 positive human adult T cell leukaemia/lymphoma: implications for the mechanism of hypercalcaemia.,Br J Cancer,2023-12-17-22-11-39,True,NotMatch
20211490,PMC7112430,Genomic instability and rapid clinical course in adult T-cell lymphoma/leukemia patient.,Leuk Res,2023-12-17-22-11-39,True,Match
21234251,PMC3019594,"Localized nasal cavity, sinus, and massive bilateral orbital involvement by human T cell leukemia virus 1 adult T cell lymphoma, with epidermal hypertrophy due to mite infestation.",Rare Tumors,2023-12-17-22-11-39,True,NotMatch
21682903,PMC3130707,Comprehensive analysis of human microRNA target networks.,BioData Min,2023-12-17-22-11-39,True,NotMatch
24815991,PMC4317909,Clonal heterogeneity of lymphoid malignancies correlates with poor prognosis.,Cancer Sci,2023-12-17-22-11-39,True,NotMatch
24834218,PMC4017473,"Evaluation of antibody frequency against HBV, HCV and HTLV-1.",Gastroenterol Hepatol Bed Bench,2023-12-17-22-11-39,True,NotMatch
25587470,PMC4284927,Adult T-cell lymphoma/leukemia presenting as isolated central nervous system T-cell lymphoma.,Case Rep Hematol,2023-12-17-22-11-39,True,Match
26331152,PMC4554315,Human T-Lymphotropic Virus-1 Associated with Adult T-Cell Lymphoma/ Leukemia and Generalized Expansion of Palatal and Jaw Bones: A Rare Case Report.,J Dent (Shiraz),2023-12-17-22-11-39,True,Match
27904177,PMC5122274,A Clinicopathological Analysis of Primary Cutaneous Lymphomas: A 6-year Observational Study at a Tertiary Care Center of South India.,Indian J Dermatol,2023-12-17-22-11-39,True,NotMatch
28502935,PMC5491815,Two Cases of Neurolymphomatosis with Fatal Bilateral Vocal Cord Paralysis that were Diagnosed with (18)F-fluorodeoxyglucose Positron Emission Tomography (FDG PET)/CT.,Intern Med,2023-12-17-22-11-39,True,NotMatch
28559645,PMC5438227,Comorbidity between HTLV-1-associated adult T-cell lymphoma/leukemia and verrucous carcinoma: a case report.,Colomb Med (Cali),2023-12-17-22-11-39,True,Match
28596939,PMC5442215,Undifferentiated Pleomorphic Sarcoma and the Importance of Considering the Oncogenic and Immune-Suppressant Role of the Human T-Cell Lymphotropic Virus Type 1: A Case Report.,Front Oncol,2023-12-17-22-11-39,True,NotMatch
29025909,PMC5777200,Histone deacetylase inhibitors downregulate CCR4 expression and decrease mogamulizumab efficacy in CCR4-positive mature T-cell lymphomas.,Haematologica,2023-12-17-22-11-39,True,NotMatch
29166501,PMC5674697,Primary cutaneous T-cell lymphoma: experience from the Peruvian National Cancer Institute.,An Bras Dermatol,2023-12-17-22-11-39,True,NotMatch
29616088,PMC5876501,Retrospective screening of microarray data to identify candidate IFN-inducible genes in a HTLV-1 transformed model.,Oncol Lett,2023-12-17-22-11-39,True,NotMatch
29744126,PMC5934651,"HTLV-1, ATLL, refractory hypercalcaemia and HIV-1 co-infection.",Oxf Med Case Reports,2023-12-17-22-11-39,True,NotMatch
29755702,PMC5937974,Human T-cell Leukemia Virus Type I Associated with an Increased Risk of Primary Malignant Neoplasm.,Mediterr J Hematol Infect Dis,2023-12-17-22-11-39,True,NotMatch
29794791,PMC6392713,Oncogenomic analysis identifies novel biomarkers for tumor stage mycosis fungoides.,Medicine (Baltimore),2023-12-17-22-11-39,True,NotMatch
30154781,PMC6103007,Human T Lymphotropic Virus and Pulmonary Diseases.,Front Microbiol,2023-12-17-22-11-39,True,NotMatch
30303535,PMC6590643,Decreased RORC expression and downstream signaling in HTLV-1-associated adult T-cell lymphoma/leukemia uncovers an antiproliferative IL17 link: A potential target for immunotherapy?,Int J Cancer,2023-12-17-22-11-39,True,Match
30344845,PMC6191272,"HTLV-1, ATLL, severe hypercalcaemia and HIV-1 co-infection: an overview.",Pan Afr Med J,2023-12-17-22-11-39,True,NotMatch
31388529,PMC6677771,Skin-first nodulotumoral adult T-cell lymphoma mimicking cutaneous T-cell lymphoma.,JAAD Case Rep,2023-12-17-22-11-39,True,Match
31737136,PMC6849352,Primary bone lymphoma of patella: A case report and review of literature.,Radiol Case Rep,2023-12-17-22-11-39,True,NotMatch
31781157,PMC6857459,Meta-Analysis of HTLV-1-Infected Patients Identifies CD40LG and GBP2 as Markers of ATLL and HAM/TSP Clinical Status: Two Genes Beat as One.,Front Genet,2023-12-17-22-11-39,True,NotMatch
32243210,PMC7195818,Clinical Characteristics and Outcomes of Caribbean Patients With Adult T-Cell Lymphoma/Leukemia at Two Affiliated New York City Hospitals.,JCO Glob Oncol,2023-12-17-22-11-39,True,Match
3268180,PMC3053643,Malignant lymphomas in Korea.,J Korean Med Sci,2023-12-17-22-11-39,True,NotMatch
32759793,PMC7464376,"Lymphotropic Viruses EBV, KSHV and HTLV in Latin America: Epidemiology and Associated Malignancies. A Literature-Based Study by the RIAL-CYTED.",Cancers (Basel),2023-12-17-22-11-39,True,NotMatch
33100467,PMC7547752,"The Frequency and Risk Factors of Human T-cell Lymphotropic Virus Type I among Blood Donors in Khorasan-e Razavi, Iran, from 2002 to 2013.",Niger Med J,2023-12-17-22-11-39,True,NotMatch
33335934,PMC7731528,Slithering Through the Bone Marrow: Loiasis in a Patient With Human T-Cell Leukemia Virus-1-Associated Adult T-Cell Lymphoma.,Open Forum Infect Dis,2023-12-17-22-11-39,True,Match
33422115,PMC7797118,Global expression of noncoding RNome reveals dysregulation of small RNAs in patients with HTLV-1-associated adult T-cell leukemia: a pilot study.,Infect Agent Cancer,2023-12-17-22-11-39,True,NotMatch
33562071,PMC7985755,Novel Mutations in a Lethal Case of Lymphomatous Adult T Cell Lymphoma with Cryptic Myocardial Involvement.,Curr Oncol,2023-12-17-22-11-39,True,NotMatch
34040316,PMC8130678,Extensive Extranodal Cutaneous Lymphomatous Involvement in a Case of Adult T-Cell Lymphoma - Advantage of 18F Fluorodeoxyglucose Positron-emission Tomography-Computed Tomography over Computed Tomography.,Indian J Nucl Med,2023-12-17-22-11-39,True,Match
34099433,PMC9938469,Adult T-cell lymphoma associated with HTLV-1: An atypical case report.,Hematol Transfus Cell Ther,2023-12-17-22-11-39,True,Match
34260522,PMC8284719,HTLV-1 associated acute adult T-cell lymphoma/leukemia presenting as acute liver failure in Micronesian: A case report.,Medicine (Baltimore),2023-12-17-22-11-39,True,Match
34461854,PMC8404302,"The epigenetic immunomodulator, HBI-8000, enhances the response and reverses resistance to checkpoint inhibitors.",BMC Cancer,2023-12-17-22-11-39,True,NotMatch
34657512,PMC8524712,Multiple osteolytic primary peripheral T-cell bone lymphoma: the first case report.,J Int Med Res,2023-12-17-22-11-39,True,NotMatch
34733611,PMC8546656,Role of lenalidomide in the treatment of peripheral T-cell non-Hodgkin lymphomas.,World J Clin Oncol,2023-12-17-22-11-39,True,NotMatch
34930176,PMC8690966,Utility of a new notation to visualize flow cytometry analysis results: first preliminary comparison with immunohistochemistry to detect CD30 expression on T-cell lymphoma cells.,BMC Cancer,2023-12-17-22-11-39,True,NotMatch
34976400,PMC8689570,Cryobiopsy for Pneumocystis jirovecii pneumonia secondary to adult T-cell lymphoma/leukaemia.,Respirol Case Rep,2023-12-17-22-11-39,True,Match
35743749,PMC9225101,Recent Advances in the Management of Relapsed and Refractory Peripheral T-Cell Lymphomas.,J Pers Med,2023-12-17-22-11-39,True,NotMatch
35746949,PMC9210980,"Integrative and Multidisciplinary Care for People Living With Human T-Cell Lymphotropic Virus in Bahia, Brazil: 20 Years of Experience.",Front Med (Lausanne),2023-12-17-22-11-39,True,NotMatch
35872787,PMC9304803,A Review of the Prevention of Mother-to-Child Transmission of Human T-Cell Lymphotrophic Virus Type 1 (HTLV-1) With a Proposed Management Algorithm.,Front Med (Lausanne),2023-12-17-22-11-39,True,NotMatch
36039651,PMC9425011,Early administration of lenalidomide after allogeneic hematopoietic stem cell transplantation suppresses graft-versus-host disease by inhibiting T-cell migration to the gastrointestinal tract.,Immun Inflamm Dis,2023-12-17-22-11-39,True,NotMatch
36051077,PMC9421976,Multiple polypoid lesions with erosion of the gastric mucosa in adult T-cell lymphoma/leukemia superimposed on cytomegalovirus infection.,EJHaem,2023-12-17-22-11-39,True,Match
36561586,PMC9767665,Use of Mogamulizumab for Cutaneous Adult T-cell Leukemia in a Patient Living With HIV.,Cureus,2023-12-17-22-11-39,True,NotMatch
36605060,PMC9807315,Hemophagocytic Lymphohistiocytosis After Greenlight Laser Prostate Surgery.,Cureus,2023-12-17-22-11-39,True,NotMatch
36841815,PMC9968414,Identification of novel miRNAs potentially involved in the pathogenesis of adult T-cell leukemia/lymphoma using WGCNA followed by RT-qPCR test of hub genes.,Infect Agent Cancer,2023-12-17-22-11-39,True,Match
37168058,PMC10589024,Pyoderma Gangrenosum as a Harbinger of Adult T-Cell Leukemia-Lymphoma.,J Community Hosp Intern Med Perspect,2023-12-17-22-11-39,False,NotMatch
37529824,PMC10390346,Adult T-Cell Lymphoma (ATL) With Erythroderma in Indolent Human T-Lymphotropic Virus Type I (HTLV-1) Infection.,Cureus,2023-12-17-22-11-39,True,Match
37832654,PMC10618755,Illuminating (HTLV-1)-induced adult T-cell leukemia/lymphoma transcriptomic signature: A systems virology approach.,Virus Res,2023-12-17-22-11-39,False,Match
37969464,PMC10643074,Diffuse large B-cell lymphoma successfully treated with amplified natural killer therapy alone: A case report.,World J Clin Cases,2023-12-17-22-11-39,False,NotMatch
38004063,PMC10673562,Lung Involvement in Adult T-Cell Lymphoma Diagnosed Using Bronchoscopic Cryobiopsy: A Case Report and Review of the Literature.,Medicina (Kaunas),2023-12-17-22-11-39,False,Match
38024023,PMC10660912,"A Textbook Case of Human T-lymphotropic Virus-1 (HTLV-1)-Induced Adult T-cell Leukemia Treated With Cyclophosphamide, Hydroxydaunorubicin, Oncovin, and Prednisone/Prednisolone (CHOP).",Cureus,2023-12-17-22-11-39,False,NotMatch
9548443,PMC5921770,Cyclin D1 overexpression detected by a simple competitive reverse transcription-polymerase chain reaction assay for lymphoid malignancies.,Jpn J Cancer Res,2023-12-17-22-11-39,True,NotMatch
