pmcid,label,caption,graphic
PMC2965923,Figure 1,Nodule showing central atrophy and peripheral erythema and scaling,IJD-55-290-g001
PMC2965923,Figure 2,Close up view of nodule showing central atrophy and peripheral erythema and scaling,IJD-55-290-g002
PMC2965923,Figure 3,"Scanner view showing panniculitis (H and E stain, ×40)",IJD-55-290-g003
PMC2965923,Figure 4,"Low power showing panniculitis (H and E stain, ×100)",IJD-55-290-g004
PMC2965923,Figure 5,"Rimming of fat cells by atypical lymphoid cells (H and E stain, ×100)",IJD-55-290-g005
PMC3065054,Figure 1,"Cutaneous lesions on the thigh, which had been present for 8 months with recent worsening in severity.",JSC2011-824528.001
PMC3065054,Figure 2,"Biopsy of soft tissue from the left thigh revealed: (a) at 10x magnification shows lymphoid infiltrate with pattern resembling lobular and septal panniculitis, and (b) at 40x magnification shows lymphoid infiltrate with abundant cytoplasm. At 100x magnification with oil-immersion biopsy showed (c) atypical lymphoid cells with atypical and irregular nuclei as well as numerous fat cells, (d) numerous single-cell necroses and atypical lymphoid infiltrate, (e) mitotic figure in the center with areas of necrosis and fibrosis, (f) mitotic figure with scattered histiocytes and area of necrosis, and (g) area of necrotic debris.",JSC2011-824528.002
PMC3065054,Figure 3,Cutaneous lesions after treatment with five cycles of CHOP chemotherapy (Five months after second admission).,JSC2011-824528.003
PMC3162262,Fig. 1,"Clinical findings in patients with subcutaneous panniculitis-like T-cell lymphoma. Shown are characteristic multiple erythematous indurated plaques and nodules on (a) the face of patient 16, (b) the trunk of patient 7, (c) the lower leg of patient 6, and (d) the upper extremities of patient 5.",ad-23-329-g001
PMC3162262,Fig. 2,"Histopathologic findings in patients with subcutaneous panniculitis-like T-cell lymphoma. (a) Atypical lymphocyte infiltration in a lobular, panniculitis-like pattern (H&E, ×40). (b) Atypical lymphocytes rimming adipocytes (H&E, ×400). (c) Bean-bag cells (H&E, ×400). (d) Extensive necrosis (H&E, ×200).",ad-23-329-g002
PMC3162262,Fig. 3,"Immunohistochemical analysis in patients with subcutaneous panniculitis-like T-cell lymphoma, showing that neoplastic cells in the subcutis were positive for (a) CD3, (b) CD8, (c) granzyme B, and (d) T-cell intracellular antigen-1 (all original magnification, ×200).",ad-23-329-g003
PMC3339687,Fig. 1,"a On admission painful erythematous plaques were observed on the upper medial thighs bilaterally. b After seven months of treatment with bexarotene and prednisone, infiltration and reddening of the skin were no longer present, leaving atrophy of the subcutaneous tissue.",cde-0004-0056-g01
