pmcid,label,caption,graphic
PMC3643370,Figure 1,"Cellular smears containing pleomorphic cells having very large nuclei (monster cells) with scanty cytoplasm. Few of the nuclei revealing nucleoli (Giemsa, ×400)",JCytol-30-71-g001
PMC3643370,Figure 2,"Section showing pleomorphic cells scattered between the collagen bundles (H and E, ×200)",JCytol-30-71-g002
PMC3643370,Figure 3,"Lesional cells revealed positive staining for vimentin (IHC, ×200)",JCytol-30-71-g003
PMC4977593,Figure 1,Aspect of the injury before surgery,1679-4508-eins-13-1-103-gf01
PMC4977593,Figure 2,Aspect of operated site (2 months) after surgery,1679-4508-eins-13-1-103-gf02
PMC4977593,Figura 1,Aspecto pré-operatório da lesão,1679-4508-eins-13-1-103-gf01-pt
PMC4977593,Figura 2,Aspecto pós-operatório (2 meses) do sítio de exérese da lesão,1679-4508-eins-13-1-103-gf02-pt
PMC10151071,Figure 1,"Single, round, well-demarcated 1 x 1 cm skin-colored nodule on the left arm.",cureus-0015-00000037018-i01
PMC10151071,Figure 2,Multinucleated giant cell.,cureus-0015-00000037018-i02
PMC10151071,Figure 3,Stellate spindle-shaped and multinucleated cells. Mitotic figures are absent.,cureus-0015-00000037018-i03
