pmid,pmcid,title,journal,insert_time,has_targz
16474944,PMC1602205,Epithelioid sarcoma in the thoracic spine.,Eur Spine J,2023-12-17-22-03-18,True
17229326,PMC1794242,"""Pseudosarcoma"" in a pregnant woman.",World J Surg Oncol,2023-12-17-22-03-18,True
1777134,PMC3049698,Human fibroblasts in idiopathic retroperitoneal fibrosis express HLA-DR antigens.,J Korean Med Sci,2023-12-17-22-03-18,True
18587489,PMC2424278,Rapidly growing nodular fasciitis in the cheek of an infant: case report of a rare presentation.,Eplasty,2023-12-17-22-03-18,True
18725954,PMC2491338,Nodular fasciitis of the hand over the metacarpophalangeal joint: a case report.,Eplasty,2023-12-17-22-03-18,True
19495400,PMC2669681,Nodular fasciitis of the external ear masquerading as pleomorphic adenoma: A potential diagnostic pitfall in fine needle aspiration cytology.,Cytojournal,2023-12-17-22-03-18,True
20843275,PMC2971489,Nodular fasciitis of the hand in a young athlete. A case report.,Ups J Med Sci,2023-12-17-22-03-18,True
22379562,PMC3288501,Nodular fasciitis with cortical erosion of the hand.,Clin Orthop Surg,2023-12-17-22-03-18,True
22611507,PMC3350301,Nodular fasciitis of the orbit: a case report and brief review of the literature.,Case Rep Ophthalmol Med,2023-12-17-22-03-18,True
22629057,PMC3354793,Nodular fasciitis of the oro-facial region.,Contemp Clin Dent,2023-12-17-22-03-18,True
23326034,PMC3543599,Fine needle aspiration cytology of pseudosarcomatous reactive lesions of soft tissues: A report of two cases.,J Cytol,2023-12-17-22-03-18,True
23531088,PMC3622623,"Variable Ki67 proliferative index in 65 cases of nodular fasciitis, compared with fibrosarcoma and fibromatosis.",Diagn Pathol,2023-12-17-22-03-18,True
23571242,PMC4064243,Periorbital nodular fasciitis arising during pregnancy.,Indian J Ophthalmol,2023-12-17-22-03-18,True
23667377,PMC3647130,Papillary Carcinoma of the Thyroid Gland with Nodular Fasciitis-like Stroma.,Korean J Pathol,2023-12-17-22-03-18,True
24303430,PMC3846269,Nodular fasciitis of the auricle: a case report.,Iran J Otorhinolaryngol,2023-12-17-22-03-18,True
24346889,PMC3875969,Nodular fasciitis on the zygomatic region: a rare presentation.,An Bras Dermatol,2023-12-17-22-03-18,True
24349717,PMC3863969,Imaging findings for malignancy-mimicking nodular fasciitis of the breast and a review of previous imaging studies.,Acta Radiol Short Rep,2023-12-17-22-03-18,True
