pmcid,label,caption,graphic
PMC3051340,Figure 1,a) A three dimensional cluster of epithelial cells with low-grade atypia form a glandular structure with intraluminal content. The cells demonstrate high N: C ratio (Pap ×400); b) Occasional basophilic stromal fragments are identified (Diff Quik ×400); c) A small cluster of neoplastic cells with cytoplasmic vacuoles with several stripped nuclei in the background are identified (Diff Quik ×400),CJ-8-5-g001
PMC3051340,Figure 2,"a) The neoplasm forming small islands and microcysts infiltrates underlying skeletal muscles (H and E, ×100); b) The neoplastic cells demonstrate inconspicuous nucleoli and low-grade atypia corresponding to the FNA findings (H and E, ×400); c) Perineural invasion is identified (H and E, ×400); d) The neoplastic cells are immunohistochemically positive for AE1/AE3 (×400) ConsentWritten informed consent was obtained from the patient for publication of this case report and any accompanying images. A copy of the written consent is available and authors take responsibility to maintain relevant documentation in this respect.",CJ-8-5-g002
PMC2983083,Figure 1,"Smears showing frond-like pattern of basaloid epithelial cells(H and E; MGG, ×100)",JCytol-27-99-g001
PMC2983083,Figure 2,"Smear showing papillary mesenchymal body (H and E, ×100)",JCytol-27-99-g002
PMC2983083,Figure 3,"Smears showing uniform basaloid cells arranged as nests and adenoid pattern (H and E, ×400)",JCytol-27-99-g003
PMC2983083,Figure 4,"Microphotograph of FNAC smears showing abrupt keratinization (H and E, MGG ×400)",JCytol-27-99-g004
PMC2983083,Figure 5,Smears showing melanin pigmentation (H and E ×400),JCytol-27-99-g005
PMC2983083,Figure 6,"Section showing epithelial islands with follicular differentiation, fibrotic stroma is closely associated with epithelial islands, retraction artefact is absent (H and E, ×400)",JCytol-27-99-g006
PMC3667339,Figure 1,"(a and b) The patient at 26 years of age. (c) The patient at age 13, there was a freckle on his left cheek",IJD-58-247f-g001
PMC3667339,Figure 2,"Keratin-filled cystic glands, fibroblast proliferation, mucoid and hyaline stroma around infiltrative tumors (H and E, stain)",IJD-58-247f-g002
PMC3667339,Figure 3,"(a) Immature folliculus pili in the upper dermis (arrow heads) (H and E, stain). (b) Hyperplasia of sebaceous glands (H and E, stain). (c) Ectopic apocrine glands (H and E, stain)",IJD-58-247f-g003
PMC3661046,Fig. 1,Nodular and plaquelike growth pattern of a microcystic adnexal carcinoma on the left of the upper lip and subnasal region,10006_2012_341_Fig1_HTML
PMC3661046,Fig. 2,"Intraoperative views of the deep-seated resection defect that included the philtrum and upper lip. Incision lines for reconstruction with rotation flap and Abbé flap from the lower lip were marked with blue ink (a). Reconstruction of the upper lip, philtrum, and vermillion border with rotation flap and Abbé flap (b)",10006_2012_341_Fig2_HTML
PMC3661046,Fig. 3,Postoperative views. Lips in repose with competent lip closure (a); smiling was nearly symmetrical (b); mouth opening was only slightly impaired (c),10006_2012_341_Fig3_HTML
PMC3661046,Fig. 4,"
a Findings in superficial biopsy of tumour. Small nests (SN) and cords of basaloid cells showing a trabecular growth pattern. Several keratin-filled cysts (KC) and sebaceous glands (SG). No conclusive evidence of malignancy. Findings led to the misdiagnosis of a desmoplastic trichoepithelioma. H&E staining; magnification ×100. b Findings in deeper slices after complete tumour excision. Small, solid nests (SN) and cystic structures (CY). Growth pattern comparable to findings in (a). But now evidence of malignancy indicated by infiltration of nerves and perineural spaces (PI). Findings led to the diagnosis of a microcystic adnexal carcinoma. H&E staining; magnification ×200",10006_2012_341_Fig4_HTML
PMC3661046,Fig. 5,"Comparison of immunohistological staining of slices from initial biopsy (left row: (a, c, e) and deeper slices after complete tumour excision (right row: (b, d, f)). No different findings in staining. a and b p63 (nuclear staining); c and d CK 5/6 (cytoplasmic staining); e and f Ki67 (staining for proliferating cells). a–d Magnification ×200; e and f Magnification ×400",10006_2012_341_Fig5_HTML
PMC3665378,Fig. 1.,"The patient presented with three scalp lesions (two in scars from previous interventions (6 and 3 cm, respectively), one in the cranial portion, and a lesion of the right scapular region (a linear scar from a previous intervention, measuring 5.5 cm); each lesion presented as a hard rubbery neoplasm involving the deep planes.",0392-100X-33-129-g001
PMC3665378,Fig. 2.,"The park-bench position is a variation of the lateral position. In this position, the dependent shoulder and arm are positioned outside the operating table and the arm is supported by a sling.",0392-100X-33-129-g002
PMC3665378,Fig. 3.,"MAC has a tendency to local infiltration and neurotropic spread; therefore, surgery requires wide resection margins of the parieto-occipitotemporal scalp (deep margin including the pericranium) and skin of the posterior neck.",0392-100X-33-129-g003
PMC3665378,Fig. 4.,"In the present case, the park-bench position allowed both resection and defect reconstruction in a single surgical approach, without changing the patient's position.",0392-100X-33-129-g004
PMC3665378,Fig. 5.,"In the park-bench position, transverse cervical vessels are well placed, with good exposure, and are in an optimal location for use in microvascular surgery. Anastomoses were created between the thoracodorsal artery and vein, and the transverse cervical artery and vein.",0392-100X-33-129-g005
PMC3665378,Fig. 6.,Postoperative view (8-month follow-up).,0392-100X-33-129-g006
PMC4255897,Fig. 1.,Preoperative photograph showing the original basal cell carcinoma.,gox-2-e254-g001
PMC4255897,Fig. 2.,Preoperative photograph showing the large centrofacial defect after MMS.,gox-2-e254-g002
PMC4255897,Fig. 3.,Postoperative photograph at 3-year follow-up showing adequate reconstruction and functional outcome despite positive margins.,gox-2-e254-g003
PMC4540503,FIGURE 1,"Hardened plaque with smooth and shiny surface, without hairs, measuring 5 cm in
diameter located in the occipital region",abd-90-03-s1-0036-g01
PMC4540503,FIGURE 2,"Nodular aggregates and epithelial cell cords associated with corneal microcysts in
the most superfi cial dermis. H&E 100X",abd-90-03-s1-0036-g02
PMC4540503,FIGURE 3,"Cell aggregates and epithelial cords, surrounded by dense fi brous stroma, infi
ltrating the deep dermis and subcutaneous cell tissue. Observe the absence of
pilosebaceous units. H&E 40X",abd-90-03-s1-0036-g03
PMC4540503,FIGURE 4,"Infi ltrative pattern, dense fi brous stroma and absence of nuclear pleomorphism.
Observe the syringomatoid aspect, hence the synonymy “syringomatous carcinoma”
H&E 100X",abd-90-03-s1-0036-g04
PMC4325690,Figure 1.,"Clinical image of a non-pigmented skin lesion on the left mid cheek of a 67-year-old man. [Copyright: ©2014 Inskip, Magee.)",dp0501a07g001
PMC4325690,Figure 2.,"Dermatoscopy showing a dense white structureless area with fine linear branched blood vessels centrally. Note the white clods of variable diameter superiorly. (Copyright: ©2014 Inskip, Magee.)",dp0501a07g002
PMC4325690,Figure 3.,"Low power view demonstrates a poorly circumscribed, deeply invasive, infiltrative neoplasm, with superficial cyst formation and calcification, and a more morphoeiform desmoplastic deep component (Copyright: ©2014 Inskip, Magee.)",dp0501a07g003
PMC4325690,Figure 4.,"Intermediate power image shows superficial follicular differentiation with cysts and calcification, and more infiltrative deep component. (Copyright: ©2014 Inskip, Magee.)",dp0501a07g004
PMC4325690,Figure 5.,"Intermediate power of superficial follicular keratin-filled cysts. (Copyright: ©2014 Inskip, Magee.)",dp0501a07g005
PMC4325690,Figure 6.,"Intermediate power of superficial follicular keratin-filled cysts. (Copyright: ©2014 Inskip, Magee.)",dp0501a07g006
PMC4325690,Figure 7.,"High power of basaloid infiltrative aggregates in deeper portion of tumor. (Copyright: ©2014 Inskip, Magee.)",dp0501a07g007
PMC4325690,Figure 8.,"Focus of perineural invasion in deeper portion of tumor. (Copyright: ©2014 Inskip, Magee.)",dp0501a07g008
PMC4325690,Figure 9.,"Ber-Ep4 stain is strongly positive. This finding is not specific as Ber-Ep4 is positive in basal cell carcinoma. One study showed Ber-Ep4 positivity in 38% of microcystic adnexal carcinomas, 57% of desmoplastic trichoepitheliomas, 100% of basal cell carcinomas, and 38% of squamous carcinomas [6]. (Copyright: ©2014 Inskip, Magee.)",dp0501a07g009
PMC4325690,Figure 10.,"Cytokeratin 15 stain is also strongly positive. CK15 is a marker of the stem cells in the hair follicle bulge area. This finding favours microcystic adnexal carcinoma. Hoang et al found 92% of MAC and 100 % of desmoplastic trichoepitheliomata expressed CK15 whilst morphoeic BCC and squamous cell carcinomata were all negative. Thus this is a helpful marker to distinguish MAC from morphoeic BCC with adnexal differentiation [6]. (Copyright: ©2014 Inskip, Magee.)",dp0501a07g010
PMC4325690,Figure 11.,"CEA stain marks some of the ductular lumina within the aggregates. This is a marker of eccrine and apocrine ducts, which would favor microcystic adnexal carcinoma. (Copyright: ©2014 Inskip, Magee.)",dp0501a07g011
PMC3008151,Fig. 1.,"An 81-year-old female with a large, hard-rubbery neoplasm involving
ala nasi and right naso-genial sulcus.",0392-100X-30-213-g001
PMC3008151,Fig. 2.,"Pre-operative contrast CT shows neoplasm involving naso-genial region,
ala nasi, and right lip, with infiltration into deep planes towards anterior
wall of maxillary sinus, without invading the sinus.",0392-100X-30-213-g002
PMC3008151,Fig. 3.,"Intra-operative view: demolition involved right half of nasal pyramid
to cartilage septum and part of right nasal bone, with excision of cheek skin
and anterior wall of maxillary sinus to orbital rim, molar pillar, alveolar crest,
and lip skin.",0392-100X-30-213-g003
PMC3008151,Fig. 4.,"Flip-flap harvested from septum. A superiorly pedicled flap composed
of septal cartilage and mucosa of septum was rotated and sutured to
orbital rim; an inferiorly pedicled flap composed of septal mucosa was fashioned
to separate nasal cavities.",0392-100X-30-213-g004
PMC3008151,Fig. 5.,Post-operative view: 1-year follow-up.,0392-100X-30-213-g005
PMC3008151,Fig. 6.,Post-operative RMN.,0392-100X-30-213-g006
PMC3008151,Fig. 7.,"Uppermost part of MAC with micronests, solid cord and keratinic
cysts (10X; H&H).",0392-100X-30-213-g007
PMC3008151,Fig. 8.,"Deeper part of MAC with involvement of ductal structures and
nerves (inset) (25X; H&H).",0392-100X-30-213-g008
PMC5217411,Fig. 1,"MR-RAGE after contrast (Gd), oblique sagittal: Course of the facial nerve and thickened facial nerve entering the parotid gland",40463_2016_180_Fig1_HTML
PMC5217411,Fig. 2,"T1 TSE FS after contrast, axial: thickened facial nerve",40463_2016_180_Fig2_HTML
PMC5217411,Fig. 3,"Histological sections. Top left: The biopsy of the facial nerve shows scanty, retiform-arranged infiltrates of the carcinoma within abundant inflammatory fibrous tissue. Top right: High magnification of tumor infiltrates. Bottom left: The CK5 stain shows numerous unexpected tumor nests with small strands and adenoid nests (MAC-like). Bottom right: KI67 shows an extremely high proliferation of the tumor cells",40463_2016_180_Fig3_HTML
PMC5635954,Fig 1,"Clinical image showing a firm, pearly, dome-shaped papule with a white-pinkish center, cystic structures, and a hyperpigmented outer rim.",gr1
PMC5635954,Fig 2,"Dermoscopy revealed a white, structureless, central area with white-yellowish clods of variable sizes and perilesional light-brown pigmentation.",gr2
PMC5635954,Fig 3,"A, Microcystic adnexal carcinoma: dermal neoplasm composed superficially of keratin-filled cysts and infiltrative nests of basaloid cells in strands in the underlying reticular dermis. Immunohistochemistry was positive for (B) carcinoembryonic antigen and (C) epithelial membrane antigen, markers of eccrine and apocrine ducts, favoring microcystic adnexal carcinoma. D, Immunohistochemistry negative for BerEp4, a marker of eccrine secretory and follicular germinative cells favoring microcystic adnexal carcinoma. (A, Hematoxylin–eosin stain; original magnification: left, ×10; right, ×20.)",gr3
PMC5556795,Fig. 1,"A 66-year-old woman presented with a slowly but progressively growing mass in the right perioral area. The mass was firm, immovable and consisted of multiple subcutaneous nodules.",acfs-16-43-g001
PMC5556795,Fig. 2,"(A) Histopathologic image of the preoperative superficial biopsy specimen (H&E, ×100). Well-confined and symmetrical proliferations of narrow strands of basaloid epithelium form small nests and cords. There is no keratin cyst that is usually seen in desmoplastic trichoepithelioma. (B, C) Histopathologic images of the postoperative biopsy specimen (H&E, ×100). There are keratin cysts, small nests and cords of basaloid cells also seen in the preoperative biopsy. However, the tumor cells have invaded the muscle layer, and perineural invasion is also seen (arrow).",acfs-16-43-g002
PMC5556795,Fig. 3,(A) Intraoperative photograph showing the excised mass in the first operation. An incision was designed along the margin of the nodules. (B) Preoperative photograph showing a resection margin of 2 mm from the previous incision line in the second operation.,acfs-16-43-g003
PMC5556795,Fig. 4,"Intraoperative photographs of (A) patient and (B) excised tumor. The tumor was excised widely including surrounding skin, muscle, vessels, and oral mucosa. The ill-defined mass had invaded the perioral muscles and vessels.",acfs-16-43-g004
PMC5556795,Fig. 5,"(A, B) Photographs at 18-month follow-up visit. The patient was satisfied with mouth opening and lip motion.",acfs-16-43-g005
PMC5346454,Fig. 1,Microcystic adnexal carcinoma: Deep dermis showing infiltrating tubules and cords with extension into the panniculus,13256_2017_1212_Fig1_HTML
PMC5346454,Fig. 2,Microcystic adnexal carcinoma: Infiltrating tubules and cords in between the hair follicles,13256_2017_1212_Fig2_HTML
PMC5346454,Fig. 3,Pilomatrix carcinoma: Island and tumor with central cystic spaces located within the subcutaneous fat,13256_2017_1212_Fig3_HTML
