pmid,pmcid,title,journal,insert_time,has_targz
18931684,PMC2593632,Suppressed NFAT-dependent VEGFR1 expression and constitutive VEGFR2 signaling in infantile hemangioma.,Nat Med,2024-02-14-09-13-30,True
20376253,PMC2847136,Large destructive facial hemangioma in PHACE syndrome.,J Indian Assoc Pediatr Surg,2024-02-14-09-13-30,True
21834989,PMC3189131,Expression of HES and HEY genes in infantile hemangiomas.,Vasc Cell,2024-02-14-09-13-30,True
21938011,PMC3213330,Rapamycin suppresses self-renewal and vasculogenic potential of stem cells isolated from infantile hemangioma.,J Invest Dermatol,2024-02-14-09-13-30,True
22192404,PMC3259074,"Isolation, characterization, and in vitro propagation of infantile hemangioma stem cells and an in vivo mouse model.",J Hematol Oncol,2024-02-14-09-13-30,True
22224018,PMC3249815,Oral propranolol for the treatment of periorbital infantile hemangioma: a preliminary report from oman.,Middle East Afr J Ophthalmol,2024-02-14-09-13-30,True
22717583,PMC3388230,Intrinsic regulation of hemangioma involution by platelet-derived growth factor.,Cell Death Dis,2024-02-14-09-13-30,True
23170111,PMC3501380,Propranolol treatment of infantile hemangioma endothelial cells: A molecular analysis.,Exp Ther Med,2024-02-14-09-13-30,True
23226026,PMC3513911,β-blockers: a novel class of antitumor agents.,Onco Targets Ther,2024-02-14-09-13-30,True
23286511,PMC3573992,The role of β-adrenergic receptor signaling in the proliferation of hemangioma-derived endothelial cells.,Cell Div,2024-02-14-09-13-30,True
23424651,PMC3570459,COSMC is overexpressed in proliferating infantile hemangioma and enhances endothelial cell growth via VEGFR2.,PLoS One,2024-02-14-09-13-30,True
23519547,PMC3657346,"Propranolol therapy of infantile hemangiomas: efficacy, adverse effects, and recurrence.",Pediatr Surg Int,2024-02-14-09-13-30,True
23531100,PMC3655845,Gene expression analysis reveals marked differences in the transcriptome of infantile hemangioma endothelial cells compared to normal dermal microvascular endothelial cells.,Vasc Cell,2024-02-14-09-13-30,True
23577029,PMC3610355,A clinical update and radiologic review of pediatric orbital and ocular tumors.,J Oncol,2024-02-14-09-13-30,True
23596415,PMC3627141,Role of connexins in infantile hemangiomas.,Front Pharmacol,2024-02-14-09-13-30,True
24137229,PMC3786814,Induction of apoptosis in infantile hemangioma endothelial cells by propranolol.,Exp Ther Med,2024-02-14-09-13-30,True
24296797,PMC3951485,Propranolol inhibits growth of hemangioma-initiating cells but does not induce apoptosis.,Pediatr Res,2024-02-14-09-13-30,True
24345450,PMC3875905,"Evaluation of the Compliance, Acceptance, and Usability of a Web-Based eHealth Intervention for Parents of Children With Infantile Hemangiomas: Usability Study.",JMIR Res Protoc,2024-02-14-09-13-30,True
24346925,PMC3875975,Propranolol for treatment of infantile hemangiomas.,An Bras Dermatol,2024-02-14-09-13-30,True
24479731,PMC3913963,Signaling pathways in the development of infantile hemangioma.,J Hematol Oncol,2024-02-14-09-13-30,True
24599340,PMC3943717,Identification of serum regression signs in infantile hemangioma.,PLoS One,2024-02-14-09-13-30,True
24891688,PMC4037978,Congenital myofibroma mimicking an infantile hemangioma in an infant.,Indian J Dermatol,2024-02-14-09-13-30,True
25009634,PMC4079451,Effects of propranolol and isoproterenol on infantile hemangioma endothelial cells in vitro.,Exp Ther Med,2024-02-14-09-13-30,True
25024982,PMC4089126,A newborn with facial hemangioma and sternal defect.,J Clin Neonatol,2024-02-14-09-13-30,True
25136206,PMC4134656,Management of infantile hemangiomas: current trends.,J Cutan Aesthet Surg,2024-02-14-09-13-30,True
25364160,PMC4211219,Update on the classification of hemangioma.,J Oral Maxillofac Pathol,2024-02-14-09-13-30,True
25367558,PMC4259911,Treatment of Infantile Hemangioma in Regional Hospitals With eHealth Support: Evaluation of Feasibility and Acceptance by Parents and Doctors.,JMIR Res Protoc,2024-02-14-09-13-30,True
25572963,PMC4409530,Regulatory mechanisms of anthrax toxin receptor 1-dependent vascular and connective tissue homeostasis.,Matrix Biol,2024-02-14-09-13-30,True
25593962,PMC4286974,Biology of infantile hemangioma.,Front Surg,2024-02-14-09-13-30,True
25606481,PMC4298869,Successful propranolol treatment of a large size infantile hemangioma of the face causing recurrent bleeding and visual field disruption.,World J Plast Surg,2024-02-14-09-13-30,True
25610518,PMC4299471,Simple and easy surgical technique for infantile hemangiomas: intralesional excision and primary closure.,Eplasty,2024-02-14-09-13-30,True
25811006,PMC4366987,Infantile hemangioma in a v2 distribution: treatment with nadolol.,J Family Med Prim Care,2024-02-14-09-13-30,True
25914738,PMC4397519,Proposal for future diagnosis and management of vascular tumors by using automatic software for image processing and statistic prediction.,J Med Life,2024-02-14-09-13-30,True
