pmcid,label,caption,graphic
PMC4763676,Figure 1,"There are multiple, zosteriform, discrete, flesh colored, soft to firm, papules and nodules on the neck",IJD-61-126c-g001
PMC4763676,Figure 2,"Skin biopsy specimen revealed a normal epidermis. In the dermis, there was a partially encapsulated, well-circumscribed nodules composed of fascicles of small spindle cells with wavy nuclei interlaced with small slits and clefts which are positive for S100 protein. There was no nuclear pleiomorphism or mitoses. (H and E, ×500 μm (a), x1000 ìm (b), x100 ìm (c), S100 protein (d))",IJD-61-126c-g002
PMC3827530,Figure 1,"Multiple, discrete, flesh colored, soft to firm, papules and nodules arranged in a curvilinear fashion on the face",IJD-58-492b-g001
PMC3827530,Figure 2,"Multiple partially encapsulated, well-circumscribed nodules in the dermis (H and E, ×40)",IJD-58-492b-g002
PMC3827530,Figure 3,"Fascicles of small spindle cells with wavy nuclei interlaced with small slits and clefts (H and E, ×100)",IJD-58-492b-g003
PMC3827530,Figure 4,"Tumor mass showing positive S-100 (immunohistochemical staining, ×100)",IJD-58-492b-g004
PMC4749420,Fig. 1.,Clinical view of a PEN on the dorsum of the tongue.,JOD-12-537-g001
PMC4749420,Fig. 2.,Positive immunoreactivity of tumoral cells with S100 antibody (×400).,JOD-12-537-g002
PMC4749420,Fig. 3.,Photomicrograph showing an encapsulated proliferation of neoplastic cells (hematoxylin and eosin staining; original magnification ×40).,JOD-12-537-g003
PMC4749420,Fig. 4.,The tumor composed of spindle cells in distinct fascicular pattern. No evidence of malignancy is observed (hematoxylin and eosin staining; original magnification ×400).,JOD-12-537-g004
PMC5702437,Figure1,"A pedunculated submucosal mass with a cylindrical shape in the left posterior buccal mucosa
",JDS-18-314-g001
PMC5702437,Figure2,"Microscopic examination of the lesion showed a well-circumscribed mass. The overlying epithelium was intact and chronic inflammatory cells were scattered. 
",JDS-18-314-g002
PMC5702437,Figure3,"Fascicular proliferation of spindle cells showed tendency toward nuclear palisading. Apparent verocay bodies were not observed.
",JDS-18-314-g003
PMC5702437,Figure4,"The lesion cells were strongly positive for S-100 protein.
",JDS-18-314-g004
PMC5016044,Figure 1,A distant view of a palisaded encapsulated neuroma on the left flank of a 65-year-old Caucasian male,cureus-0008-000000000726-i01
PMC5016044,Figure 2,A high magnification view of the microscopic changes noted on a palisaded encapsulated neuroma from a tissue biopsy of a 65-year-old male's left flank tumorFascicles of benign-appearing spindle cells with palisading of their nuclei are observed in the upper dermis. There are also clefts between the neural cells and the surrounding stroma. (Hematoxylin and eosin; x20),cureus-0008-000000000726-i02
PMC6042183,Figure 1,Multiple skin-colored discrete and coalescing papules and nodules on face extending from tip of ear to the angle of the mandible involving maxillary and mandibular divisions of the trigeminal nerve,IDOJ-9-262-g001
PMC6042183,Figure 2,Similar skin-colored papules and nodules present over the back in a segmental pattern involving the T-7 dermatome,IDOJ-9-262-g002
PMC6042183,Figure 3,"Partially encapsulated intradermal nodule composed of interdigitating spindle cells grouped in distinct fascicles (H and E, ×100)",IDOJ-9-262-g003
PMC6042183,Figure 4,"Spindle cells arranged in distinct fascicles. Individual cells are poorly delineated with eosinophilic cytoplasm, and pointed, wavy basophilic nuclei. There is lack of nuclear pleomorphism and mitoses (H and E, ×400)",IDOJ-9-262-g004
PMC6825737,Figure 1,Graph I.,jced-11-e991-g001
PMC6825737,Figure 2,Graph II.,jced-11-e991-g002
PMC6825737,Figure 3,Graph III.,jced-11-e991-g003
PMC6825737,Figure 4,Graph IV.,jced-11-e991-g004
PMC6825737,Figure 5,Graph V.,jced-11-e991-g005
PMC6825737,Figure 6,Graph VI.,jced-11-e991-g006
PMC6825737,Figure 7,Graph VII.,jced-11-e991-g007
PMC6825737,Figure 8,Graph VIII.,jced-11-e991-g008
PMC6825737,Figure 9,Graph IX.,jced-11-e991-g009
PMC6825737,Figure 10,Graph X.,jced-11-e991-g010
PMC6776406,Figure 1,Number of patients in each decade of life for all ONTs.,jced-11-e721-g001
PMC8189924,Figure 1,"Histopathological and immunostained microphotographs of our case of palisaded encapsulated neuroma. (A) Low-power microphotograph exhibiting that the tumor was well-defined, moderately to highly cellular, located at the subepithelial area, and covered by parakeratinized stratified squamous epithelium (Hematoxylin and eosin stain or H&E; original magnification, 4 ×). (B, C and D) Medium- and high-power microphotographs demonstrating that the tumor was composed of a sheet of spindle cells with wavy and pointed nuclei but without significant pleomorphism or mitotic activity (H&E; original magnification; B, 20 × ; C, 40 × ; D, 40 ×). (E and F) Immunostained microphotograph showing that the spindle-shaped tumor cells were diffusely positive for S-100 protein and a few small axons (pointed by black arrows) were found within the tumor (Immunostain; original magnification, E, 40 × , F, 20 ×).",gr1
PMC8913907,Fig. 1.,Clinical photograph revealing a 0.4×0.4 cm solitary pinkish nodule on the lower lip.,yujm-2021-01088f1
