pmcid,label,caption,graphic,disease,modality
PMC1208966,Figure 1,"Computed tomography scan of the abdomen revealed a large lesion of 5 to 6 cm in relation to the pancreatic body and tail (venous phase A, B, arrows).",1477-7819-3-58-1,NotMatch,NotMatch
PMC1208966,Figure 2,Arterial phase of the computed tomography scan of the abdomen shows a hypervascularized area (arrows) in the pancreatic body.,1477-7819-3-58-2,NotMatch,NotMatch
PMC1208966,Figure 3,Merkel cell carcinoma on the right eyebrow.,1477-7819-3-58-3,Match,NotMatch
PMC1208966,Figure 4,"Merkel cell carcinoma – primary tumor. A, B: Hematoxylin and eosin staining. A. Lower magnification showing intravasal tumor cells. B: Monomorphous tumor cells, pale staining nuclei, many mitotic figures. C: Strong cytokeratin 20 staining. Insert: Intravasal cytokeratin 20-positive tumor cells. D: Weak chromogranin A staining",1477-7819-3-58-4,Match,NotMatch
PMC1208966,Figure 5,"Merkel cell carcinoma metastasis in the pancreas. A, B: Hematoxylin and Eosin staining. C: Synaptophysin staining. D: Cytokeratin 20 staining.",1477-7819-3-58-5,Match,NotMatch
PMC1208966,Figure 6,"Insulinoma in the pancreatic body. A, B: Hematoxylin and Eosin staining. C: Insulin staining (note the focal positivity). D: Synaptophysin staining.",1477-7819-3-58-6,NotMatch,NotMatch
PMC2117014,Figure 1,CT scan of pelvis showing right lower quadrant mass.,1477-7819-5-117-1,NotMatch,NotMatch
PMC2117014,Figure 2,MRI of pelvis showing right lower quadrant mass compressing external iliac vessels.,1477-7819-5-117-2,NotMatch,NotMatch
PMC2117014,Figure 3,Gallium scan showing right lower quadrant enhancement.,1477-7819-5-117-3,NotMatch,NotMatch
PMC2117014,Figure 4,"Microscopic examination reveals tumor composed of monotonous round cells showing scant eosinophilic cytoplasmic rim, round and vesicular nuclei with finely granular and dusty chromatin and multiple nucleoli (A, hematoxylin and eosin ×100). Tumor cells are positive for synaptophysin (B, ×100) and CK 20 (C, ×100).",1477-7819-5-117-4,NotMatch,Match
PMC1208865,Figure 1,Clinical appearance of second recurrence of Merkel tumor on lower lip.,1471-2407-5-106-1,NotMatch,NotMatch
PMC1208865,Figure 2,Histopathology showing undifferentiated small cell carcinoma with paucicellular stroma and cells forming nodules or rosettes (haematoxylin and eosin; × 100).,1471-2407-5-106-2,NotMatch,Match
PMC1208865,Figure 3,Histopathology showing Merkel cells arranged in rosettes with mitoses present (haematoxylin eosin; × 100).,1471-2407-5-106-3,NotMatch,Match
PMC2001139,Fig 1,,umj7602-116-f1,Empty,Empty
PMC2140056,Figure 1,RKIP knock down in UISO cells does not result in ERK phosphorylation. UISO cells were transfected either with a scrambled siRNA (S) as negative control or with an siRNA targeting RKIP (R). Two different transfection reagents (i.e. Lipofectamine 2000 (L) and HiPerfect (H)) were used. 72 h following transfection total cell lysates were analysed by western blot using a phospho-ERK specific antibody. Untransfected MCC13 cells served as positive control (C) for ERK phosphorylation and probing for β-tubulin was used to visualize protein loading.,1477-3163-6-16-1,NotMatch,NotMatch
PMC2140056,Figure 2,"RKIP knock down in UISO cells does not confer serum responsiveness of the MAPK pathway. (A) NIH3T3 cells were cultured either in the presence of 10% FCS, or for 24 hours in the absence of FCS (starved), or were re-stimulated with 10% FCS for 20 min following starvation. Total cell lysates were subjected to Western Blot analysis and probed with the indicated antibodies. (B) UISO cells were transfected either with a scrambled siRNA (S) as negative control or with a siRNA targeting RKIP. Cells were harvested 72 hours later or when indicated FCS was withdrawn after 48 hours and following 24 hours of starvation the cells were restimulated with 10% FCS for the indicated time. Total cell lysates were subjected to Western Blot analysis and probed with the indicated antibodies. As positive control for phospho-ERK a lysate from the melanoma cell line SKmel-28 was used.",1477-3163-6-16-2,NotMatch,NotMatch
PMC2140056,Figure 3,RKIP knock down in UISO cells does not alter proliferation properties or chemosensitivity. A first siRNA transfection was performed in 24 well plates with the indicated siRNA. 24 following transfection cells were split to 96 well plates and cisplatin was added as indicated. A second siRNA transfection was performed on day 3 following the first transfection. On day 6 proliferation and apoptosis were assessed using the MTS assay. Relative extinctions were calculated with the scrambled/no cisplatin sample set to 100%. Given are the mean values (± SD) of three independent experiments.,1477-3163-6-16-3,NotMatch,NotMatch
PMC535548,Figure 1,Pleural fluid at 630x demonstrating small round cells with salt and pepper chromatin. Note multiple mitotic figures,1742-6413-1-5-1,NotMatch,NotMatch
PMC535548,Figure 2,Cell block stained with CK20 demonstrating sharp perinuclear dot like pattern.,1742-6413-1-5-2,NotMatch,NotMatch
PMC2409610,Figure 1,"Lymphatic density in normal dermis, intra-tumoural LD and dermis immediately around three types of skin cancer. (A) Lymphatic density inside the tumour (green) was always lower than that outside the tumour (red). There was a significant increase in LD around the tumour in MM compared with normal dermis, BCC and MCC. See Results for values and detailed statistical analysis. Lymphatic capillaries in dermis stained with LYVE-1 antibody (arrows) in normal (B), BCC (C), MM (D) and MCC (E). Lymphatic vessels stained inside tumours in BCC (F), melanoma (G) and MCC (H). Inset is negative control staining. Bar: (B–G), 50 μm; (H), 100 μm.",90-6601571f1,NotMatch,NotMatch
PMC2409610,Figure 2,"Relation between LD and metastasis in MM. (A) Lymphatic density outside (solid bars, mean±s.e.m.) and inside (stippled bars) MM classified according to whether the tumour had subsequently metastasised (P<0.001, two-way ANOVA). Post hoc tests showed significant difference between metastatic and nonmetastatic epitumoral LD (P<0.01, Mann–Whitney U), and between epi- and intratumoral LD for both nonmetastatic (P<0.05) and metastatic (P<0.001, Bonferroni), but not between metastatic and nonmetastatic intratumoral LD. (B) Plot of LD against thickness for nonmetastatic (open squares) and metastatic (filled diamonds) melanoma. There was no significant correlation for the pooled group (r=−0.2, P>0.1).",90-6601571f2,NotMatch,NotMatch
PMC2409610,Figure 3,"Lymphatic and vascular invasion in MM. Tumour cells were seen inside lymphatic capillaries (positive for LYVE-1) in both MM (A) and MCC (B). Vascular invasion (tumour cells inside PECAM positive, LYVE-1 negative vessels) was also seen in MM (C) and MCC (D). (E) Frequency of vascular (black) and lymphatic (stippled) invasion in MM and MCC. Although lymphatic and vascular invasion were equally common in MM, vascular invasion was significantly more common than lymphatic invasion in MCC P<0.05, Fisher's exact test. (F) Invasion frequency observed in metastatic (red) and nonmetastatic melanomas (blue). Lymphatic invasion alone, vascular invasion alone and both lymphatic and vascular invasion were significantly more common in metastatic than nonmetastatic melanomas. Combined vascular and lymphatic invasion was a particularly strong prognostic sign for metastasis (although not significantly different from either alone). Invasion of neither lymphatic nor vascular microvessels indicated a favourable prognosis, that is, no metastasis. Bar (A, C, D), 50 μm; (B), 100 μm.",90-6601571f3,NotMatch,NotMatch
PMC2409610,Figure 4,"Prognostic index PI for MM plotted on a logarithmic scale. PI is the product of LD squared, thickness and a lymphatic invasion factor (1 for no invasion, 2 for lymphatic invasion). The inclusion of vascular invasion made no significant difference to the separation of the results from the two groups. All nonmetastatic tumours had a PI of <119 (log. value 2.08). All metastatic tumours were above this value.",90-6601571f4,NotMatch,NotMatch
PMC2481414,Figure 1,"Alignment of key functional domains of MCPyV, JC, and SV40 large T antigens. At the top is a cartoon of the protein structure of the predicted MCPyV large T antigen, based on its homology to the well-characterized SV40 large T antigen (modified from [17]). Underneath are expanded alignments for the Hsc70-binding motif and the pRb-binding motif, comparing the putative MCPyV large T antigen with the JC and SV40 large T antigens. Importantly, as indicated by the bold underlines below the zoom-ins, both the HPDK Hsc70-binding motif and the LxCxEx Rb-binding motifs are preserved in the predicted MCPyV large T antigen. Noted on the cartoon are the locations of the premature stop (MCV350) and frameshift (MCV339) mutations of the two known MCPyV genomes [11]. These predicted truncated proteins potentially preserve some of the cell-cycle progression activities of the amino terminus of large T but prevent cell-lethal genomic instability related to the replicative functions of the carboxyl terminus.",gb-2008-9-6-228-1,NotMatch,NotMatch
PMC1382229,Figure 1,"Solitary Merkel cells in the normal skin, expressing cytokeratin-20.",1477-7819-4-7-1,NotMatch,NotMatch
PMC1382229,Figure 2,"Immunohistochemical staining of primary Merkel cell carcinoma for differential diagnosis and neuroendocrine differentiation. A. Hematoxylin-eosin staining, the tumour cells have round nuclei, original magnification 200×. B. Positive cytokeratin-20 staining, showing typical punctate pattern of immunostaining, original magnification 400×. C. Negative staining for Thyroid-transcriptor factor-1, original magnification 400×. D. chromogranin -A staining, original magnification 400× and E. synaptophysin staining, original magnification 400×.",1477-7819-4-7-2,Match,NotMatch
PMC2279132,Figure 1,Macroscopic view of the lesion,1477-7819-6-32-1,NotMatch,NotMatch
PMC2279132,Figure 2,H-E x 100       ,1477-7819-6-32-2,NotMatch,Match
PMC2279132,Figure 3,H-E x 400       ,1477-7819-6-32-3,NotMatch,Match
PMC2279132,Figure 4,EMA x 400       ,1477-7819-6-32-4,NotMatch,Match
PMC2279132,Figure 5,NSE x 400       ,1477-7819-6-32-5,NotMatch,Match
PMC2279132,Figure 6,9 years post-op,1477-7819-6-32-6,NotMatch,NotMatch
PMC2654729,Figure 1,"Electron micrographs showing viral particles in a sample of patient no. 4.a) destroyed merkel cell carcinoma cell with viral particles (white arrow) measuring 50 nm, mingled with nuclear fragments and multiple smaller ribosomes (20 nm). b) penetration of virions through the nuclear membrane (white arrows) toward the cytoplasm (on the left). (original magnification; 12000×).",pone.0004958.g001,Match,NotMatch
PMC7172143,Fig. 1,Patient and sample groups. Data are numbers (%) of PCR-positive samples. Only samples testing positive for MCPyV with at least two different PCRs and subsequent sequencing are included.,gr1_lrg,NotMatch,NotMatch
PMC7172143,Fig. 2,"A box plot illustration of the ages of tonsillectomy patients with or without MCPyV DNA in tonsil tissue. Each box corresponds to the interquartile range, with the upper boundary of the box representing the 75th percentile and the lower boundary representing the 25th percentile. The two outliers are shown with black circles, and the horizontal line indicates the median value. Excluding the outliers, the T-bars that extend from the boxes show the maximum and minimum values. Of note, only one of the subjects positive for MCPyV was <21 years of age (a 7-year-old child with hyperplastic palatine tonsils).",gr2_lrg,NotMatch,NotMatch
