pmcid,label,caption,graphic
PMC2614954,Figure 1,Clinical appearance: an exophytic pedunculated lesion with pseudomembrane on the surface.,1757-1626-1-371-1
PMC2614954,Figure 2,Clinical appearance: an exophytic pedunculated lesion with pseudomembrane on the surface.,1757-1626-1-371-2
PMC2614954,Figure 3,"excisional biopsy showing granulation tissue: chronic inflammatory cell, blood vessels and collagen fibers.",1757-1626-1-371-3
PMC2329656,Figure 1,"Giant pyogenic granuloma, left thigh. Note (arrow) normally healed skin graft donor site on the proximal edge of the mass.",1752-1947-2-95-1
PMC2329656,Figure 2,"Low power magnification: Note numerous vascular spaces lined by endothelial cells, surrounded by a fibromyxoid stroma with scattered inflammatory cells.",1752-1947-2-95-2
PMC2329656,Figure 3,"Healed grafted area at 5 months, with no evidence of recurrence.",1752-1947-2-95-3
PMC4327705,FIGURE 1,Risk behavior (%) of patients with oral lesions,1678-7757-jaos-16-06-0369-gf01
PMC4327705,FIGURE 2,Distribution (%) of patients by age,1678-7757-jaos-16-06-0369-gf02
PMC4327705,FIGURE 3,Predominance (%) of lesions by race,1678-7757-jaos-16-06-0369-gf03
PMC4327705,FIGURE 4,Distribution (%) of oral lesions according to the aggravating agent,1678-7757-jaos-16-06-0369-gf04
PMC2526984,Figure 1,Patch stage Kaposi sarcoma showing newly formed vessels protruding into a larger vascular space characteristic of the promontory sign (H&E stain).,1746-1596-3-31-1
PMC2526984,Figure 2,"Plaque stage Kaposi sarcoma. Large numbers of intracellular and extracellular eosinophilic hyaline globules are visible in this field (H&E stain). The arrows indicate so-called ""autolumination"", with paranuclear vacuoles containing erythrocytes.",1746-1596-3-31-2
PMC2526984,Figure 3,"Nodular Kaposi sarcoma.A. The dermis is expanded by a solid tumor nodule (H&E stain). B. Fascicles of relatively monomorphic spindled cells, with slit-like vascular channels containing erythrocytes (H&E stain). C. The nuclei of the tumor cells demonstrate immunoreactivity for HHV-8 (LNA-1 immunohistochemical stain).",1746-1596-3-31-3
PMC2526984,Figure 4,Nodular Kaposi sarcoma showing a peripheral component at higher magnification reminiscent of a cavernous hemangioma (H&E stain).,1746-1596-3-31-4
PMC2526984,Figure 5,"Anaplastic Kaposi sarcoma. A. Solid, haphazard proliferation of atypical spindled cells, with little evidence to suggest a vasoformative tumor (H&E stain). B. CD31 immunostain confirming the presence of a solid proliferation of atypical endothelial cells. C. LNA-1 immunostain for HHV-8 demonstrating positive immunoreactivity in the nuclei of several pleomorphic lesional cells.",1746-1596-3-31-5
PMC2526984,Figure 6,"Lymphangioma-like Kaposi sarcoma. In this florid example, the dermis is replaced by a haphazard proliferation of gaping, interanastomosing channels splaying apart the dermal collagen (H&E stain).",1746-1596-3-31-6
PMC2526984,Figure 7,Lymphangioma-like Kaposi sarcoma seen at higher magnification in which the promontory sign is well demonstrated (H&E stain).,1746-1596-3-31-7
PMC2526984,Figure 8,"Lymphangioma-like Kaposi sarcoma. A. Low-power photomicrograph depicting the upper dermal expansion by a proliferation that is distinctly reminiscent of a lymphatic neoplasm or malformation. Note the reactive epidermal hyperplasia and hyperkeratosis (H&E stain). B. Closer view of the ""lymphangiomatous"" proliferation, with each gaping channel lined by a monolayer of plump Kaposi sarcoma cells, and frothy, pale eosinophilic intraluminal fluid resembling lymph (H&E stain). C. Positive staining of lining cells with the lymphatic endothelial marker D2-40. D. Nuclei of the same cellular population show immunoreactivity for LNA-1.",1746-1596-3-31-8
