pmid,pmcid,title,journal,insert_time,has_targz
20444298,PMC2883973,Epithelioma of Malherbe: new ultrasound patterns.,J Exp Clin Cancer Res,2023-12-17-22-03-27,True
21430899,PMC3051306,Pilomatricoma as a diagnostic pitfall in clinical practice: report of two cases and review of literature.,Indian J Dermatol,2023-12-17-22-03-27,True
21769234,PMC3129122,Malherbe's Calcifying Epithelioma (Pilomatrixoma): An Uncommon Periocular Tumor.,Int J Trichology,2023-12-17-22-03-27,True
22223988,PMC3250021,Forearm pilomatricoma with extensive ossification.,Int J Trichology,2023-12-17-22-03-27,True
23119187,PMC3483657,Recurrent giant pilomatrixoma of the face: a case report and review of the literature.,Case Rep Dent,2023-12-17-22-03-27,True
23130229,PMC3481823,Pilomatricoma: Forget me not.,Indian Dermatol Online J,2023-12-17-22-03-27,True
23596465,PMC3627455,Malignant pilomatricoma with multiple bone metastases in a dog: Histological and immunohistochemical study.,Exp Ther Med,2023-12-17-22-03-27,True
23766616,PMC3681113,Cytodiagnosis of pilomatrixoma from an uncommon site with unusual presentation.,Int J Trichology,2023-12-17-22-03-27,True
23814549,PMC3692186,Ghost cells: A journey in the dark….,Dent Res J (Isfahan),2023-12-17-22-03-27,True
23960395,PMC3746225,Bullous pilomatricoma: a rare variant resembling bouncy ball.,Int J Trichology,2023-12-17-22-03-27,True
24649367,PMC3932724,Histopathological study of skin adnexal tumours-institutional study in South India.,J Skin Cancer,2023-12-17-22-03-27,True
25368474,PMC4212294,Perforating pilomatricoma in a 62-year-old female: a rare case report.,Int J Trichology,2023-12-17-22-03-27,True
25368475,PMC4212295,"Seemingly insignificant, but crucial cytomorphological leads in diagnosis of pilomatricoma of parotid region.",Int J Trichology,2023-12-17-22-03-27,True
25396196,PMC4228226,Pilomatricoma arising at an influenza vaccination site.,Arch Plast Surg,2023-12-17-22-03-27,True
25419309,PMC4237016,[Pilomatricoma: a tumor to know].,Pan Afr Med J,2023-12-17-22-03-27,True
25473249,PMC4252694,Pilomatricoma: an unusual presentation.,Ann Dermatol,2023-12-17-22-03-27,True
25506386,PMC4253042,Fine-needle aspiration cytology of pilomatrixoma: A short series of three cases.,Cytojournal,2023-12-17-22-03-27,True
25722828,PMC4341040,Pilomatrixoma of left shoulder in an elderly female: a case report.,Malays Orthop J,2023-12-17-22-03-27,True
25798392,PMC4366702,Non-melanocytic benign tumors of the face: a retrospective study.,Arch Plast Surg,2023-12-17-22-03-27,True
26015694,PMC4439654,Ghost cell lesions.,J Pharm Bioallied Sci,2023-12-17-22-03-27,True
26312685,PMC4540519,Proliferating pilomatricoma--Case report.,An Bras Dermatol,2023-12-17-22-03-27,True
26345722,PMC4554216,The Epidemiology of Non-Melanocytic Benign and Malignant Skin Tumors in Pediatric Patients Attending to the Dermatology Department.,J Clin Med Res,2023-12-17-22-03-27,True
26428883,PMC4598595,Sox9 expression in canine epithelial skin tumors.,Eur J Histochem,2023-12-17-22-03-27,True
26537510,PMC4872925,A lesson learnt: retrospection in a case of pilomatricoma mimicking as parotid neoplasm.,Einstein (Sao Paulo),2023-12-17-22-03-27,True
26734858,PMC4689065,Benign follicular tumors.,An Bras Dermatol,2023-12-17-22-03-27,True
