pmcid,label,caption,graphic
PMC3371531,Figure 1,Eccrine angiomatous hamartoma in the left leg,IJD-57-225-g001
PMC3371531,Figure 2,"H and E-stained biopsy specimen (×100) showing eccrine gland hyperplasia, fat cell proliferation and small and medium blood vessel proliferation",IJD-57-225-g002
PMC3371531,Figure 3,"H and E-stained biopsy specimen (×100) showing eccrine gland hyperplasia, few mature fat cells and small and medium blood vessel proliferation",IJD-57-225-g003
PMC3199432,Fig. 1,Well-demarcated hemorrhage-like maculopatches evident on the right foot.,ad-23-S84-g001
PMC3199432,Fig. 2,"Results from a skin biopsy. (A) The biopsy specimen shows irregular acanthosis with hyperplasia of the eccrine glands and capillaries in the mid-upper dermis (H&E, ×100). (B) Hyperplasia of the eccrine glands and capillaries associated with fatty tissue (H&E, ×200).",ad-23-S84-g002
PMC3199432,Fig. 3,Positive CEA immunostaining of the eccrine ducts and secretory lobules (×200).,ad-23-S84-g003
PMC3401855,Figure 1,Beads of perspiration on eccrine angiomatous hamartoma,IJD-57-313-g002
PMC3401855,Figure 2,"Lobulated structures in the dermis showing eccrine glands (H and E, ×100)",IJD-57-313-g003
PMC3401855,Figure 3,"Plentiful eccrine coils without blood vessels (H and E, ×400)",IJD-57-313-g004
PMC3229070,Fig. 1,The patient presented with a solitary subcutaneous tumor with intact epidermis on the sole of the right foot.,ad-23-S218-g001
PMC3229070,Fig. 2,"Histopathologic examination of the lesion showed increased numbers of eccrine glands, as well as dilated vascular channels in the deep dermis and subcutaneous tissue (H&E, ×12.5).",ad-23-S218-g002
PMC3229070,Fig. 3,"Increased numbers of eccrine glands were associated with dilated vascular channels in the deep dermis and subcutaneous tissue (H&E, ×40, ×100).",ad-23-S218-g003
PMC3229070,Fig. 4,"During excisional biopsy, gelatinous material (A) was noted and later confirmed as a ganglion cyst by histopathologic findings, including a cystic space surrounded with collagenous fibers instead of epithelial lining (B: H&E, ×12.5).",ad-23-S218-g004
PMC3229070,Fig. 5,"Specific staining with CD 31 revealed no endothelial lining in cystic space (CD 31, ×40).",ad-23-S218-g005
PMC4103282,Figure 1,"Solitary, irregular, erythematous plaque with beaded drops of sweat below the right lower eyelid",IJD-59-403-g001
PMC4103282,Figure 2,Distant view of the same,IJD-59-403-g002
PMC4103282,Figure 3,"Increased number of eccrine coils with surrounding dilated thin walled capillaries in the dermis (H and E, ×100)",IJD-59-403-g003
PMC4103282,Figure 4,"Dilated thin walled capillaries in close approximation with eccrine coils (H and E, ×400)",IJD-59-403-g004
PMC3662915,Fig. 1,"A yellow-brown plaque on the right sole, resembling a callus (patient 5).",ad-25-208-g001
PMC3662915,Fig. 2,A bluish nodule on the left second finger (patient 6).,ad-25-208-g002
PMC3662915,Fig. 3,"Proliferation of mature eccrine glands and capillaries in the middle to deep dermis of the right second finger (patient 2; H&E, A: ×50, B: ×200).",ad-25-208-g003
PMC3662915,Fig. 4,"Proliferation of capillaries delineated by factor VIII-related antigen immunohistochemical staining (patient 4; factor VIII-related antigen, ×200).",ad-25-208-g004
